CNTR_ID,Name,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MK,TFYR Macedonia,807,1254.44,1290.41,1320.98,1347.47,1370.98,1392.45,1412.61,1432.01,1451.02,1469.85,1488.66,1507.65,1527.11,1547.45,1569.14,1592.43,1617.8,1644.94,1672.4,1698.14,1720.8,1739.53,1754.95,1769,1784.4,1803.01,1825.55,1851.07,1877.69,1902.72,1924.19,1941.45,1954.99,1965.49,1974.07,1981.53,1988.4,1994.37,1998.47,1999.34,1996.23,1988.46,1977.03,1964.92,1956.17,1953.54,1958.3,1969.35,1984.24,1999.36,2012.05,2021.59,2028.71,2033.97,2038.44,2042.89,2047.33,2051.43,2055.27,2058.92,2062.44,2065.89,2069.27,2072.54,2075.63,2078.45
ML,Mali,466,4708.43,4759.04,4811.2,4864.75,4919.55,4975.4,5032.12,5089.51,5147.34,5205.45,5263.73,5322.27,5381.37,5441.61,5503.75,5568.49,5635.86,5706.2,5780.83,5861.41,5949.04,6044.53,6147.46,6256.19,6368.35,6482.28,6596.82,6712.55,6831.53,6956.78,7090.13,7233.88,7386.67,7542.38,7692.54,7831.89,7957.39,8073.18,8189.98,8322.73,8482.08,8672.58,8891.14,9131.45,9383.61,9640.64,9901.05,10168,10444.82,10736.54,11046.93,11376.09,11723.02,12088.87,12474.86,12881.38,13309.94,13759.23,14223.4,14694.57,15167.29,15639.12,16112.33,16592.1,17086.02,17599.69
MM,Myanmar,104,17527.24,17850.07,18182.31,18529.5,18895.42,19282.17,19690.05,20117.61,20562.01,21019.41,21486.42,21961.59,22446.69,22947.29,23471.16,24023.64,24606.86,25218.38,25853.25,26504.25,27166.05,27836.65,28517.29,29209.69,29916.83,30640.64,31379.31,32130.7,32895.74,33675.84,34470.69,35279.91,36098.91,36917.98,37724.58,38508.82,39269.14,40005.37,40711.17,41379.64,42007.31,42588.03,43126.26,43642.31,44164.11,44710.93,45290.89,45895.99,46509.59,47106.92,47669.79,48195.68,48689.95,49151.96,49582.75,49984.7,50355.56,50698.81,51030.01,51369.73,51733.01,52125.41,52543.84,52983.83,53437.16,53897.15
MN,Mongolia,496,780.2,793.54,807.93,823.06,838.79,855.1,872.16,890.28,909.89,931.49,955.51,982.18,1011.33,1042.38,1074.52,1107.13,1139.96,1173.19,1207.11,1242.21,1278.83,1317.05,1356.67,1397.31,1438.42,1479.65,1520.87,1562.21,1603.91,1646.29,1689.62,1733.48,1777.73,1823.22,1871.09,1921.89,1976.31,2033.35,2089.72,2141.01,2184.15,2217.92,2243.51,2263.2,2280.5,2298.04,2316.57,2335.69,2355.59,2376.17,2397.44,2419.73,2443.5,2469.05,2496.62,2526.45,2558.48,2592.78,2629.67,2669.57,2712.66,2759.07,2808.34,2859.17,2909.87,2959.13
MP,Northern Mariana Islands,580,7,7.09,7.22,7.42,7.69,8.03,8.43,8.86,9.31,9.72,10.07,10.34,10.54,10.71,10.9,11.16,11.49,11.88,12.32,12.77,13.2,13.66,14.14,14.61,14.98,15.23,15.32,15.29,15.39,15.91,17.05,18.91,21.39,24.31,27.36,30.34,33.17,35.9,38.57,41.24,43.97,46.72,49.43,52.12,54.82,57.52,60.25,62.94,65.37,67.27,68.43,68.82,68.5,67.56,66.14,64.37,62.24,59.79,57.34,55.28,53.86,53.23,53.31,53.87,54.54,55.07
MR,Mauritania,478,660.49,675.59,691.81,709.1,727.44,746.8,767.17,788.5,810.8,834.02,858.17,883.22,909.17,936.01,963.75,992.37,1021.88,1052.29,1083.59,1115.79,1148.91,1182.95,1217.91,1253.84,1290.76,1328.69,1367.64,1407.62,1448.66,1490.81,1534.09,1578.59,1624.31,1671.08,1718.64,1766.86,1815.69,1865.36,1916.24,1968.87,2023.67,2080.78,2140.25,2202.2,2266.75,2333.97,2403.78,2476.19,2551.43,2629.81,2711.42,2796.5,2884.67,2974.69,3064.88,3154.09,3241.76,3328.29,3414.55,3501.93,3591.4,3683.22,3777.07,3872.68,3969.63,4067.56
MS,Montserrat,500,13.52,14.12,14.49,14.63,14.55,14.3,13.9,13.42,12.92,12.46,12.1,11.88,11.8,11.81,11.84,11.84,11.81,11.76,11.7,11.65,11.63,11.63,11.66,11.69,11.73,11.78,11.83,11.89,11.93,11.94,11.92,11.85,11.74,11.61,11.46,11.33,11.18,11.03,10.89,10.79,10.73,10.76,10.86,10.89,10.72,10.23,9.38,8.22,6.94,5.79,4.96,4.51,4.38,4.47,4.65,4.78,4.85,4.89,4.91,4.92,4.95,4.99,5.03,5.06,5.09,5.13
MT,Malta,470,312,312.73,313.19,313.51,313.74,313.91,314.04,314.06,313.92,313.52,312.79,311.7,310.33,308.82,307.39,306.21,305.36,304.81,304.51,304.4,304.41,304.55,304.85,305.4,306.29,307.6,309.33,311.46,313.95,316.78,319.9,323.3,326.95,330.76,334.59,338.35,341.98,345.49,348.91,352.3,355.71,359.11,362.49,365.84,369.14,372.39,375.61,378.79,381.84,384.66,387.18,389.32,391.15,392.87,394.79,397.09,399.89,403.08,406.39,409.48,412.06,414.08,415.6,416.75,417.72,418.67
MU,Mauritius,480,493.25,506.43,521.19,537.05,553.62,570.65,587.95,605.48,623.28,641.43,660.02,679.05,698.31,717.41,735.86,753.29,769.56,784.78,799.14,812.94,826.45,839.6,852.4,865.17,878.36,892.21,906.93,922.33,937.82,952.59,966.04,978.07,988.89,998.63,1007.5,1015.76,1023.28,1030.18,1037.26,1045.59,1055.87,1068.44,1082.96,1098.6,1114.14,1128.68,1141.95,1154.14,1165.29,1175.58,1185.14,1193.95,1201.93,1209.18,1215.84,1222.01,1227.71,1233,1238.01,1242.95,1247.95,1253.09,1258.34,1263.56,1268.57,1273.21
MV,Maldives,462,73.72,74.22,75.19,76.48,78.01,79.7,81.51,83.42,85.44,87.58,89.88,92.33,94.91,97.56,100.18,102.72,105.15,107.49,109.9,112.59,115.7,119.32,123.37,127.72,132.12,136.43,140.58,144.65,148.8,153.29,158.28,163.83,169.86,176.26,182.86,189.55,196.28,203.06,209.83,216.55,223.18,229.69,236.05,242.25,248.26,254.07,259.67,265.07,270.29,275.39,280.38,285.3,290.15,295,299.92,304.97,310.17,315.52,321.03,326.71,332.58,338.62,344.82,351.11,357.42,363.66
MW,Malawi,454,2953.87,3008.07,3065.03,3124.73,3187.17,3252.34,3320.22,3390.8,3464.05,3539.98,3618.6,3700.03,3784.44,3872.12,3963.42,4058.68,4158.13,4262.01,4370.66,4484.46,4603.74,4728.69,4859.57,4996.86,5141.14,5292.82,5454.84,5627.79,5807.17,5986.64,6163.23,6327.34,6483.57,6659.45,6892.53,7205.64,7617.14,8108.48,8620.94,9073.09,9409,9604.2,9682.92,9697.64,9725.61,9822.81,10006.77,10260.42,10563.55,10882.54,11193.23,11491.82,11788.73,12090.48,12407.62,12747.85,13112.38,13498.38,13904.67,14329.06,14769.82,15226.81,15700.44,16190.13,16695.25,17215.23
MX,Mexico,484,28012.56,28836.11,29711.63,30634.22,31599.8,32605.18,33647.99,34726.72,35840.65,36989.69,38174.11,39394.13,40649.59,41939.88,43264.27,44623.04,46010.96,47429.55,48893.61,50423.13,52029.86,53719.55,55480.13,57283.36,59090.5,60872.4,62620.09,64337.69,66025.61,67688.53,69330.97,70950.74,72548,74133.38,75721.21,77322.64,78939.44,80571.07,82223.15,83901.64,85609.4,87347.21,89110.04,90887.1,92663.66,94426.95,96181.71,97925.83,99632.3,101266.57,102808.59,104239.56,105578.3,106888.42,108257.82,109747.91,111382.86,113139.37,114972.82,116815.61,118617.54,120365.27,122070.96,123740.11,125385.83,127017.22
MY,Malaysia,458,6109.91,6261.92,6433.16,6618.27,6813.38,7016.1,7225.62,7442.65,7669.11,7907.76,8160.98,8429.37,8710.68,8999.25,9287.44,9569.78,9844.12,10111.92,10375.88,10640.35,10908.63,11182.08,11460.08,11741.85,12025.93,12311.78,12599.66,12891.72,13191.7,13504.43,13833.74,14180.09,14543.59,14926.98,15333.37,15764.34,16221.77,16703.5,17202.03,17707.06,18211.1,18709.84,19204.7,19700.76,20205.99,20725.37,21260.88,21808.13,22358.13,22898.58,23420.75,23920.96,24401.98,24869.42,25332.03,25796.12,26263.05,26730.61,27197.42,27661.02,28119.5,28572.97,29021.94,29465.37,29902,30331.01
MZ,Mozambique,508,6313.29,6405.07,6503.11,6607.09,6716.81,6832.12,6952.96,7079.36,7211.45,7349.37,7493.28,7643.29,7799.4,7961.46,8129.27,8302.74,8482.37,8668.53,8860.82,9058.69,9262.08,9468.84,9679.75,9901.05,10141.15,10405,10693.69,11001.91,11320.1,11635.17,11936.38,12228.51,12511.86,12766.86,12968.34,13102.98,13155.27,13142.52,13124.29,13181.94,13371.97,13719.85,14203.99,14775.88,15363.07,15913.1,16410.78,16872.9,17317.38,17774.07,18264.54,18792.36,19348.72,19928.5,20523.16,21126.68,21737.86,22359.64,22994.87,23647.82,24321.46,25016.92,25732.93,26467.18,27216.28,27977.86
NA,Namibia,516,485.27,494.61,504.55,515.04,526.04,537.52,549.48,561.94,574.91,588.43,602.55,617.28,632.66,648.67,665.3,682.55,700.32,718.62,737.8,758.31,780.39,804.31,829.81,855.97,881.53,905.65,928.23,949.73,970.57,991.37,1012.76,1034.45,1056.76,1081.74,1112.04,1149.39,1194.77,1247.19,1303.88,1360.92,1415.45,1466.15,1513.69,1559.48,1605.83,1654.21,1705.35,1758.1,1809.92,1857.32,1897.95,1931.01,1957.75,1980.53,2002.75,2027.03,2053.92,2083.17,2115.7,2152.36,2193.64,2240.16,2291.65,2346.59,2402.86,2458.83
NC,New Caledonia,540,64.82,64.28,64.44,65.15,66.29,67.75,69.46,71.36,73.44,75.67,78.06,80.59,83.22,85.91,88.58,91.2,93.68,96.07,98.57,101.49,105.03,109.27,114.09,119.15,123.98,128.22,131.76,134.71,137.22,139.55,141.87,144.23,146.59,148.99,151.43,153.93,156.5,159.18,162.03,165.13,168.54,172.27,176.31,180.55,184.88,189.2,193.47,197.71,201.88,205.98,210,213.9,217.7,221.41,225.06,228.68,232.28,235.85,239.39,242.89,246.35,249.76,253.13,256.47,259.8,263.12
NE,Niger,562,2559.7,2637.58,2717.05,2797.44,2878.4,2959.9,3042.23,3126.01,3212.1,3301.53,3395.21,3493.64,3596.61,3703.16,3811.81,3921.58,4032.21,4144.24,4258.42,4375.84,4497.36,4623.12,4753.05,4887.48,5026.74,5171.03,5320.87,5476.21,5635.95,5798.58,5963.16,6129.76,6299.34,6472.97,6652.11,6838.17,7031.68,7233.48,7445.79,7671.23,7911.88,8168.83,8442.33,8732.5,9039.09,9361.91,9701.73,10058.96,10432.66,10821.43,11224.52,11642.31,12075.99,12526.73,12996.01,13485.44,13995.53,14527.63,15085.13,15672.19,16291.99,16946.49,17635.78,18358.86,19113.73,19899.12
NG,Nigeria,566,37859.75,38431.32,39049.83,39707.8,40399.77,41122.33,41874.19,42656.06,43470.43,44321.06,45211.61,46144.15,47117.86,48128.46,49169.82,50238.57,51336.38,52468.59,53640.55,54859.2,56131.84,57453.73,58829.32,60285.45,61857.02,63565.6,65426.98,67425.44,69512.23,71619.22,73698.1,75729.57,77729.8,79729.31,81775.22,83901.57,86118.04,88412.92,90773.61,93179.76,95617.35,98085.44,100592.46,103145.09,105753.09,108424.82,111164.65,113975.06,116860.69,119826.23,122876.72,126014.94,129246.28,132581.48,136033.32,139611.3,143318.01,147152.5,151115.68,155207.15,159424.74,163770.67,168240.4,172816.52,177475.99,182201.96
NI,Nicaragua,558,1294.99,1331.74,1371.53,1414.28,1459.85,1508.02,1558.47,1610.82,1664.61,1719.36,1774.7,1830.4,1886.56,1943.59,2002.12,2062.63,2125.23,2189.88,2256.78,2326.14,2398.1,2472.66,2549.78,2629.5,2711.85,2796.75,2884.16,2973.81,3065.12,3157.36,3249.91,3342.67,3435.53,3527.94,3619.25,3709.09,3796.91,3882.94,3968.45,4055.26,4144.56,4236.81,4331.27,4426.58,4520.73,4612.23,4700.78,4786.64,4869.63,4949.66,5026.79,5100.75,5171.74,5240.88,5309.7,5379.33,5450.22,5522.12,5594.52,5666.6,5737.72,5807.79,5877.03,5945.65,6013.91,6082.03
NL,Netherlands,528,10027.05,10148.71,10275.7,10407.11,10542.24,10680.63,10822.02,10966.36,11113.78,11264.5,11418.65,11576.02,11735.9,11896.94,12057.48,12216.12,12372.14,12525.25,12675.18,12821.79,12964.88,13104.22,13239.28,13369.33,13493.46,13611.06,13722.27,13827.33,13925.97,14017.91,14103.28,14181.97,14255.05,14325.36,14396.61,14471.59,14551.07,14634.79,14723.27,14816.75,14915.14,15019.18,15128.29,15239.26,15347.79,15450.8,15546.65,15636.13,15721.63,15806.77,15894.02,15984.37,16076.43,16167.42,16253.4,16331.65,16401.11,16463.03,16519.86,16575.17,16631.57,16689.86,16749.32,16809.16,16868.02,16924.93
NO,Norway,578,3265.28,3300.42,3333.9,3366.28,3398.03,3429.43,3460.64,3491.66,3522.36,3552.55,3582.02,3610.71,3638.79,3666.69,3694.99,3724.07,3754.01,3784.58,3815.4,3845.93,3875.72,3904.75,3932.95,3959.71,3984.29,4006.22,4025.3,4041.79,4056.28,4069.63,4082.53,4095.18,4107.66,4120.39,4133.83,4148.36,4164.17,4181.33,4199.82,4219.53,4240.38,4262.37,4285.5,4309.61,4334.43,4359.79,4385.95,4412.96,4440.11,4466.47,4491.57,4514.91,4537.24,4560.95,4589.24,4624.39,4667.11,4716.58,4771.63,4830.37,4891.25,4953.95,5018.37,5083.45,5147.97,5210.97
NP,Nepal,524,8483.32,8657.58,8823.02,8982.22,9137.34,9290.17,9442.12,9594.19,9747.06,9901.16,10056.95,10215.15,10377.06,10544.59,10719.99,10905.01,11100.67,11307.14,11524.13,11750.91,11986.97,12232.45,12487.79,12753.03,13028.25,13313.49,13608.67,13913.78,14228.94,14554.36,14890.08,15237.3,15596.01,15963.75,16337.12,16714.34,17091.96,17472.14,17865.24,18285.43,18741.69,19237.32,19765.57,20312.69,20859.42,21390.91,21902.53,22395.25,22866.5,23315.05,23740.15,24140.94,24516.97,24868.9,25198.13,25506.85,25794.34,26063.62,26325.18,26592.67,26875.91,27179.24,27500.52,27834.98,28174.72,28513.7
NR,Nauru,520,2.95,3.06,3.19,3.34,3.48,3.62,3.76,3.9,4.05,4.23,4.43,4.68,4.95,5.23,5.5,5.74,5.94,6.1,6.24,6.37,6.49,6.62,6.74,6.86,6.97,7.07,7.16,7.24,7.31,7.39,7.49,7.6,7.72,7.86,8.01,8.17,8.36,8.55,8.75,8.96,9.16,9.35,9.54,9.72,9.86,9.97,10.03,10.06,10.05,10.04,10.04,10.05,10.07,10.1,10.11,10.12,10.1,10.08,10.05,10.03,10.03,10.04,10.08,10.13,10.18,10.22
NU,Niue,570,4.67,4.68,4.69,4.69,4.69,4.69,4.7,4.72,4.75,4.79,4.83,4.88,4.93,4.99,5.04,5.1,5.15,5.21,5.24,5.22,5.13,4.96,4.73,4.45,4.19,3.97,3.81,3.69,3.6,3.51,3.4,3.27,3.13,2.98,2.84,2.72,2.61,2.52,2.45,2.39,2.33,2.29,2.26,2.23,2.2,2.17,2.12,2.07,2.01,1.95,1.9,1.85,1.8,1.76,1.72,1.69,1.66,1.65,1.63,1.63,1.62,1.62,1.61,1.61,1.61,1.61
NZ,New Zealand,554,1908,1947.8,1992.62,2040.02,2088.19,2136,2182.94,2229.18,2275.39,2322.67,2372,2423.77,2477.33,2530.79,2581.58,2628,2668.59,2704.21,2738.28,2775.68,2819.55,2871.81,2930.47,2989.99,3042.57,3082.88,3108.75,3122.55,3129.1,3135.45,3146.77,3164.97,3188.66,3215.83,3243.08,3268.19,3290.13,3310.41,3332.3,3360.35,3397.53,3445.6,3502.77,3564.23,3623.18,3674.89,3717.24,3752.1,3783.52,3817.49,3858.23,3906.91,3961.7,4020.2,4078.78,4134.7,4187.58,4238.02,4285.38,4329.12,4369.03,4404.48,4435.88,4465.28,4495.48,4528.53
OM,Oman,512,456.42,462.26,469.35,477.44,486.31,495.82,505.89,516.47,527.6,539.33,551.74,564.9,578.83,593.5,608.89,625.01,642.01,660.12,679.59,700.73,723.85,748.97,776.38,806.99,841.95,882.04,927.44,977.81,1032.8,1091.86,1154.38,1220.55,1290.01,1360.92,1430.93,1498.42,1561.49,1620.57,1679.09,1741.97,1812.16,1892.35,1979.91,2066.26,2139.54,2191.86,2219.77,2227.6,2224.92,2225.48,2239.4,2272.55,2323.2,2385.08,2448.19,2506.89,2553.38,2593.75,2652.28,2762.07,2943.75,3210,3545.19,3906.91,4236.06,4490.54
PA,Panama,591,859.66,881.35,904.39,928.71,954.27,981.03,1008.98,1038.12,1068.47,1100.07,1132.92,1167.04,1202.37,1238.82,1276.27,1314.63,1353.81,1393.8,1434.66,1476.48,1519.29,1563.11,1607.84,1653.26,1699.11,1745.21,1791.46,1837.89,1884.51,1931.39,1978.58,2026.06,2073.83,2121.92,2170.39,2219.28,2268.62,2318.44,2368.77,2419.62,2471.01,2522.9,2575.33,2628.51,2682.72,2738.13,2794.85,2852.74,2911.38,2970.19,3028.75,3086.89,3144.73,3202.51,3260.61,3319.3,3378.6,3438.4,3498.68,3559.4,3620.51,3681.98,3743.76,3805.68,3867.54,3929.14
PE,Peru,604,7727.74,7924.21,8128.53,8340.38,8559.72,8786.75,9021.96,9266.08,9520.05,9784.91,10061.52,10350.24,10650.67,10961.54,11281.02,11607.68,11941.33,12282.08,12629.33,12982.44,13341.07,13704.33,14072.48,14447.65,14832.84,15229.95,15639.9,16061.33,16491.09,16924.76,17359.12,17792.55,18225.73,18660.44,19099.58,19544.95,19996.25,20451.71,20909.9,21368.86,21826.66,22283.13,22737.06,23184.22,23619.36,24038.76,24441.08,24827.41,25199.74,25561.3,25914.88,26261.36,26601.46,26937.74,27273.19,27610.41,27949.96,28292.77,28642.05,29001.56,29373.64,29759.89,30158.77,30565.46,30973.15,31376.67
PF,French Polynesia,258,60.27,62.08,63.87,65.59,67.25,68.85,70.43,72.06,73.82,75.8,78.08,80.71,83.65,86.84,90.13,93.44,96.73,100.03,103.39,106.86,110.5,114.31,118.28,122.36,126.48,130.62,134.74,138.87,143.03,147.3,151.7,156.24,160.88,165.61,170.4,175.21,180.07,184.96,189.74,194.25,198.37,202.02,205.27,208.35,211.58,215.2,219.28,223.73,228.38,232.96,237.27,241.28,245.03,248.54,251.81,254.88,257.73,260.36,262.88,265.41,268.07,270.86,273.78,276.77,279.78,282.76
PG,Papua New Guinea,598,1708.19,1729.25,1750.88,1773.33,1796.81,1821.5,1847.53,1875.03,1904.05,1934.67,1966.96,2001.05,2037.17,2075.63,2116.83,2161.1,2208.42,2258.88,2313.02,2371.52,2434.76,2503.07,2576.09,2652.59,2730.86,2809.69,2888.51,2967.62,3047.77,3130.13,3215.48,3304.19,3395.8,3489.4,3583.71,3677.85,3771.58,3865.4,3960.24,4057.41,4157.9,4261.93,4369.41,4480.69,4596.13,4715.93,4840.31,4969.12,5101.63,5236.86,5374.05,5512.84,5653.28,5795.57,5940.05,6086.91,6236.16,6387.47,6540.27,6693.8,6847.52,7001.17,7154.87,7308.86,7463.58,7619.32
PH,Philippines,608,18580.49,19246.61,19945.66,20670.54,21416.1,22179.1,22958.36,23754.59,24570.17,25408.61,26273.02,27164.62,28081.23,29016.77,29962.88,30913.93,31867.57,32826.6,33797.04,34787.59,35804.73,36851.06,37925.4,39026.08,40149.96,41295.13,42461.19,43650.33,44866.28,46113.99,47396.97,48715.59,50068.49,51455.04,52873.98,54323.65,55803.92,57312.79,58844.39,60391.17,61947.34,63509.94,65078.9,66654.95,68240.13,69835.71,71437.38,73042.61,74656.23,76285.23,77932.25,79604.54,81294.38,82971.73,84596.25,86141.37,87592.9,88965.51,90297.12,91641.88,93038.9,94501.23,96017.32,97571.68,99138.69,100699.4
PK,Pakistan,586,37542.38,37976.08,38485.34,39065.87,39714.07,40427.07,41202.73,42039.62,42936.96,43894.44,44911.81,45988.45,47122.93,48312.89,49555.47,50848.78,52194.63,53594.45,55045.9,56545.92,58094.24,59690.47,61341.26,63062.2,64873.71,66791.5,68818.47,70953.78,73204.09,75575.98,78071.98,80691.7,83427.52,86264.62,89183.16,92165.07,95207.13,98301.65,101420.79,104530.69,107607.64,110634.4,113616.17,116579.61,119564.93,122599.75,125697.65,128845.69,132013.68,135158.13,138250.49,141282.08,144271.59,147251.53,150267.99,153356.38,156524.19,159767.67,163096.99,166520.98,170043.92,173669.65,177392.25,181192.65,185044.29,188924.87
PL,Poland,616,24824.01,25264.03,25738.25,26236.68,26750.03,27269.75,27788,28297.67,28792.43,29266.79,29716.36,30138.1,30530.51,30893.78,31229.45,31539.7,31824.15,32085.01,32330.58,32571.67,32816.75,33069,33328.71,33597.81,33877.4,34168.11,34468.88,34779.31,35100.94,35435.63,35782.86,36145.21,36517.07,36879.74,37208.53,37486.11,37703.94,37867.48,37990.68,38094.81,38195.26,38297.55,38396.83,38485.89,38553.36,38591.86,38599.83,38583.11,38550.78,38515.36,38486.31,38466.54,38454.82,38451.23,38454.52,38463.51,38478.76,38500.36,38525.75,38551.49,38574.68,38594.22,38609.49,38618.7,38619.97,38611.79
PM,Saint Pierre and Miquelon,666,4.57,4.61,4.63,4.66,4.69,4.73,4.76,4.8,4.84,4.88,4.92,4.95,4.98,5.01,5.05,5.1,5.15,5.22,5.29,5.37,5.46,5.55,5.64,5.74,5.82,5.88,5.93,5.96,5.97,5.99,6,6.02,6.03,6.05,6.08,6.11,6.14,6.18,6.22,6.25,6.28,6.3,6.3,6.31,6.31,6.3,6.3,6.29,6.28,6.28,6.27,6.27,6.26,6.26,6.26,6.26,6.26,6.26,6.27,6.27,6.27,6.27,6.28,6.28,6.28,6.29
PR,Puerto Rico,630,2218,2209.69,2212.1,2221.01,2233.41,2247.42,2262.42,2278.96,2298.57,2323.45,2355.57,2395.61,2442.16,2491.28,2537.64,2577.53,2609.26,2634.35,2656.28,2680.19,2709.81,2745.95,2787.35,2833.15,2881.78,2931.93,2983.63,3036.8,3089.81,3140.6,3187.7,3230.5,3269.29,3304.72,3337.89,3369.71,3400.05,3428.85,3457.23,3486.64,3517.98,3551.58,3586.85,3622.65,3657.37,3689.65,3719.45,3746.63,3769.72,3786.88,3796.98,3799.37,3794.76,3785.1,3773.18,3761.14,3749.65,3738.55,3728.13,3718.47,3709.67,3702,3695.67,3690.59,3686.52,3683.24
PS,State of Palestine,275,931.93,923.75,931.92,948.8,968.68,987.79,1004.36,1018.55,1032.16,1048.18,1069.4,1096.9,1128.81,1159.69,1182.17,1191.51,1184.82,1165.2,1141.22,1124.93,1124.84,1144.3,1180.27,1227.16,1276.37,1321.68,1361.61,1398.3,1433.38,1469.73,1509.48,1553.09,1599.96,1650.01,1702.97,1758.79,1817.34,1879.22,1945.95,2019.49,2101.16,2190.72,2287.38,2391.07,2501.61,2618.27,2742.13,2871.64,3000.31,3119.61,3223.78,3309.98,3380.91,3443.33,3507.1,3579.46,3662.56,3754.69,3854.67,3959.99,4068.78,4181.14,4297.83,4418.34,4542.06,4668.47
PT,Portugal,620,8416.97,8431.21,8473.63,8532.19,8597.23,8661.42,8719.91,8770.22,8811.96,8846.43,8875.31,8899.33,8917.02,8924.22,8915.54,8888.64,8839.83,8774.39,8709.81,8669.64,8670.35,8717.87,8806.02,8923.93,9054.92,9185.88,9314.3,9441.17,9560.75,9667.02,9755.64,9824.24,9873.14,9904.44,9921.9,9929.01,9925.41,9912.21,9896.42,9887,9890.32,9909.57,9943.2,9986.83,10033.6,10078.43,10119.99,10159.66,10198.31,10237.59,10278.54,10320.46,10362.03,10402.84,10442.45,10480.09,10516.56,10550.7,10577.46,10590.26,10584.84,10558.91,10515.02,10459.72,10402.34,10349.8
PW,Palau,585,7.44,7.5,7.62,7.8,8.01,8.26,8.53,8.8,9.08,9.36,9.64,9.9,10.15,10.38,10.59,10.78,10.95,11.08,11.21,11.34,11.48,11.66,11.85,12.05,12.2,12.28,12.28,12.23,12.15,12.13,12.2,12.38,12.67,13.02,13.37,13.7,13.98,14.24,14.49,14.76,15.09,15.47,15.89,16.35,16.81,17.26,17.7,18.12,18.52,18.88,19.17,19.4,19.58,19.7,19.81,19.91,20.01,20.12,20.23,20.34,20.47,20.61,20.76,20.92,21.1,21.29
PY,Paraguay,600,1473.25,1511.76,1550.76,1590.5,1631.19,1673.01,1716.11,1760.58,1806.52,1853.94,1902.87,1953.33,2005.34,2058.92,2114.1,2170.85,2229.37,2289.58,2350.9,2412.57,2474.1,2535.36,2596.74,2659.08,2723.52,2790.96,2861.58,2935.38,3012.83,3094.48,3180.63,3271.45,3366.73,3465.8,3567.75,3671.83,3777.76,3885.43,3994.33,4103.91,4213.74,4323.4,4432.74,4541.9,4651.22,4760.85,4870.7,4980.35,5089.31,5196.94,5302.7,5406.63,5508.62,5607.95,5703.74,5795.49,5882.8,5966.16,6047.13,6127.85,6209.88,6293.76,6379.16,6465.67,6552.52,6639.12
QA,Qatar,634,25,27.48,29.84,32.03,34.02,35.84,37.58,39.4,41.49,44.06,47.31,51.36,56.19,61.65,67.49,73.54,79.74,86.16,93.04,100.7,109.33,119.25,130.38,142.11,153.59,164.33,173.76,182.37,192.02,205.24,223.72,248.05,277.24,309.28,341.29,371.07,398.33,423.33,445.2,463.06,476.48,485.11,489.67,492.12,495.18,501.02,511.86,528.21,548.62,570.64,593.45,613.72,634.39,668.17,732.1,836.92,988.45,1178.96,1388.96,1591.15,1765.51,1905.44,2015.62,2101.29,2172.07,2235.36
RO,Romania,642,16236.29,16512.67,16764.92,17005.73,17243.81,17483.91,17726.58,17968.4,18202.62,18420.35,18613.84,18780.11,18924.07,19059.87,19207.1,19379.55,19582.34,19810.62,20055.98,20305.39,20549.02,20783.86,21011.83,21233.59,21451.26,21665.78,21877.55,22083.93,22279.49,22457.13,22612.15,22739.97,22842.43,22929,23013.19,23103.64,23205.27,23312.05,23408.4,23472.56,23489.36,23454.14,23373.16,23255.68,23115.92,22965.13,22804.53,22633.4,22458.74,22288.57,22128.14,21983.22,21851.99,21722.66,21578.32,21407.62,21205.98,20979.71,20741.67,20510.26,20298.84,20111.66,19944.95,19794.16,19651.55,19511.32
RS,Serbia,688,6732.26,6853.29,6963.4,7063.17,7153.37,7234.92,7308.93,7376.69,7439.61,7499.17,7556.73,7613.36,7669.61,7725.5,7780.68,7835.08,7888.8,7942.64,7998,8056.66,8119.86,8187.99,8260.63,8337.08,8416.25,8497.17,8579.63,8663.33,8746.98,8829.04,8908.29,8984.6,9057.97,9127.68,9192.92,9253.4,9306.28,9351.94,9396.98,9450.48,9517.67,9603.62,9702.96,9797.84,9863.78,9884.15,9851.96,9775.01,9669.65,9559.82,9463.31,9384.82,9320.35,9268.45,9225,9186.69,9154.76,9130.35,9109.54,9087.02,9059.05,9023.88,8982.58,8937.61,8892.82,8850.98
RU,Russian Federation,643,102798.66,104306.35,105969.44,107729.54,109537.87,111355.22,113152.35,114909.56,116615.78,118266.81,119860.29,121390.33,122842.75,124193.11,125412.4,126483.87,127396.32,128165.82,128837.79,129475.27,130126.38,130808.49,131517.58,132254.36,133012.56,133788.11,134583.95,135406.79,136259.52,137144.81,138063.06,139006.74,139969.24,140951.4,141955.2,142975.75,144016.1,145056.22,146040.12,146895.05,147568.55,148040.35,148322.47,148435.81,148416.29,148293.27,148078.36,147772.81,147385.44,146924.17,146400.95,145818.12,145195.52,144583.15,144043.91,143622.57,143338.41,143180.25,143123.16,143126.66,143158.1,143211.48,143287.54,143367.34,143429.44,143456.92
