CNTR_ID,Name,Country code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
CK,Cook Islands,184,15.08,15.41,15.64,15.84,16.08,16.37,16.74,17.16,17.58,17.97,18.26,18.44,18.52,18.57,18.7,18.97,19.41,19.98,20.58,21.09,21.41,21.51,21.42,21.18,20.81,20.36,19.81,19.18,18.55,18.01,17.62,17.44,17.43,17.53,17.65,17.72,17.72,17.68,17.61,17.58,17.61,17.73,17.91,18.1,18.25,18.31,18.24,18.09,17.92,17.81,17.83,18,18.31,18.69,19.07,19.4,19.66,19.86,20.02,20.15,20.28,20.41,20.52,20.62,20.73,20.83
CL,Chile,152,6142.9,6278.35,6417.54,6561.03,6709.19,6862.21,7020.13,7182.79,7349.89,7521.02,7695.69,7873.5,8054.17,8237.56,8423.61,8612.07,8802.93,8995.41,9187.59,9377.01,9561.87,9741.58,9916.56,10087.38,10255.07,10420.59,10584.24,10746.33,10907.9,11070.2,11234.34,11400.49,11569.14,11742.06,11921.41,12108.58,12304.2,12507.49,12716.51,12928.49,13141.2,13354.05,13566.94,13778.68,13988,14193.99,14396.02,14594.07,14788.61,14980.48,15170.39,15358.42,15544.55,15729.27,15913.12,16096.57,16279.73,16462.7,16645.94,16829.96,17015.05,17201.31,17388.44,17575.83,17762.65,17948.14
CM,Cameroon,120,4466.5,4544.22,4623.47,4704.56,4787.83,4873.73,4962.73,5055.39,5152.31,5254.11,5361.37,5474.51,5593.77,5719.14,5850.45,5987.67,6130.99,6280.74,6437.16,6600.48,6770.97,6948.85,7134.37,7327.87,7529.7,7740.2,7959.5,8187.84,8425.71,8673.67,8932.12,9201.15,9480.64,9770.56,10070.78,10381.1,10701.46,11031.52,11370.39,11716.98,12070.36,12430.31,12796.74,13169.1,13546.82,13929.58,14317.19,14709.96,15108.63,15514.25,15927.71,16349.36,16779.43,17218.59,17667.58,18127,18597.11,19078.1,19570.42,20074.52,20590.67,21119.07,21659.49,22211.17,22773.01,23344.18
CN,China,156,544112.92,558820.36,570764.97,580886.56,589955.81,598574.24,607167.52,615992.18,625155.63,634649.56,644450.17,654625.07,665426.76,677332.77,690932.04,706590.95,724490.03,744365.64,765570.67,787191.24,808510.71,829367.78,849787.99,869474.82,888132.76,905580.45,921688.2,936554.51,950537.32,964155.18,977837.43,991553.83,1005328.57,1019698.48,1035328.57,1052622.41,1071834.98,1092646.74,1114162.03,1135128.01,1154605.77,1172327.83,1188450.23,1202982.96,1216067.02,1227841.28,1238234.85,1247259.14,1255262.57,1262713.65,1269974.57,1277188.79,1284349.94,1291485.49,1298573.03,1305600.63,1312600.88,1319625.2,1326690.64,1333807.06,1340968.74,1348174.48,1355386.95,1362514.26,1369435.67,1376048.94
CO,Colombia,170,12340.9,12699.95,13064.69,13438.65,13824.72,14225.2,14641.72,15075.3,15526.39,15994.89,16480.38,16982.31,17500.17,18033.55,18581.97,19144.22,19721.46,20311.37,20905.06,21490.95,22061.21,22611.99,23146.8,23674.51,24208.02,24756.97,25323.41,25905.12,26502.17,27113.51,27737.91,28376,29027.16,29687.1,30350.08,31011.69,31669.78,32324.33,32975.53,33624.44,34271.56,34916.77,35558.68,36195.17,36823.54,37441.98,38049.04,38645.41,39234.06,39819.28,40403.96,40988.91,41572.49,42152.15,42724.16,43285.64,43835.74,44374.65,44901.66,45416.28,45918.1,46406.45,46881.02,47342.36,47791.39,48228.7
CR,Costa Rica,188,959.49,986.16,1015.88,1048.22,1082.88,1119.62,1158.32,1198.95,1241.55,1286.23,1333.04,1381.92,1432.58,1484.51,1537.04,1589.63,1642.19,1694.71,1746.87,1798.32,1848.87,1898.37,1947.05,1995.74,2045.58,2097.41,2151.49,2207.73,2266.15,2326.71,2389.31,2454.13,2521.16,2589.93,2659.77,2730.23,2800.99,2872.21,2944.56,3018.95,3095.99,3175.65,3257.46,3341.01,3425.69,3510.93,3596.73,3682.73,3767.37,3848.73,3925.45,3996.8,4063.21,4125.97,4187.04,4247.84,4308.79,4369.47,4429.51,4488.26,4545.27,4600.49,4654.15,4706.43,4757.61,4807.85
CU,Cuba,192,5920,6051.29,6180.03,6304.52,6424.17,6539.47,6652.09,6764.79,6881.21,7005.49,7141.13,7289.83,7450.4,7618.36,7787.15,7951.93,8110.43,8263.55,8413.33,8563.19,8715.12,8869.96,9025.3,9176.05,9315.37,9438.45,9544.27,9634.68,9711.39,9777.29,9835.18,9884.22,9925.62,9966.73,10017.06,10082.99,10168,10269.28,10379.08,10486.11,10582.08,10664.58,10735.78,10797.56,10853.44,10906.05,10955.37,11000.43,11041.89,11080.51,11116.79,11151.47,11184.54,11214.84,11240.68,11261.05,11275.2,11284.04,11290.24,11297.44,11308.13,11323.57,11342.63,11362.51,11379.11,11389.56
CV,Cabo Verde,132,178.07,186.12,191.52,194.84,196.63,197.42,197.7,197.93,198.54,199.9,202.32,205.96,210.87,216.91,223.85,231.43,239.77,248.73,257.48,264.89,270.2,273.05,273.79,273.21,272.51,272.58,273.63,275.48,278.15,281.56,285.6,290.43,296.07,302.17,308.25,313.98,319.16,323.97,328.86,334.47,341.26,349.33,358.47,368.42,378.76,389.16,399.51,409.81,419.88,429.58,438.74,447.36,455.4,462.68,468.99,474.22,478.27,481.28,483.82,486.67,490.38,495.16,500.87,507.26,513.91,520.5
CY,Cyprus,196,494.01,500.38,506.63,513.44,521.19,529.97,539.57,549.46,558.9,566.98,572.93,576.4,577.69,577.91,578.63,580.97,585.31,591.3,598.49,606.12,613.62,620.86,628,635.11,642.34,649.76,657.53,665.53,673.25,680.01,685.41,689.17,691.71,694.07,697.72,703.69,712.34,723.38,736.48,751.05,766.61,783.14,800.66,818.81,837.17,855.39,873.25,890.73,908.04,925.49,943.29,961.48,979.88,998.15,1015.83,1032.59,1048.29,1063.04,1077.01,1090.49,1103.69,1116.64,1129.3,1141.65,1153.66,1165.3
CZ,Czech Republic,203,8902.62,9005.04,9106.23,9200.24,9283.16,9353.09,9410.28,9457.03,9497.31,9536.27,9578.59,9626.73,9679.42,9731,9773.27,9800.93,9811.54,9808.73,9800.67,9798.79,9811.29,9840.28,9882.99,9936.6,9996.36,10058.17,10122.45,10188.84,10251.44,10302.78,10337.83,10353.75,10352.61,10340.4,10325.92,10315.68,10311.35,10311.29,10314.59,10319.26,10323.7,10328.44,10333.93,10338.38,10339.44,10335.56,10326.68,10313.84,10297.98,10280.53,10263.01,10244.26,10225.2,10211.85,10212.09,10230.88,10271.48,10330.49,10397.98,10460.02,10506.62,10533.99,10545.16,10545.31,10542.67,10543.19
DE,Germany,276,69786.25,70111.67,70421.46,70720.72,71015.69,71313.74,71623.57,71955.01,72318.5,72724.26,73179.67,73686.49,74238.49,74820.39,75410.77,75990.74,76558.02,77106.88,77611,78038.27,78366.61,78584.78,78700.1,78732.88,78713.93,78667.33,78604.47,78524.73,78426.72,78305.02,78159.53,77990.37,77812.35,77657.45,77566.78,77570.01,77671.88,77864.38,78146.94,78514.79,78958.24,79483.74,80075.94,80676,81206.79,81612.9,81870.77,81993.83,82010.18,81965.83,81895.93,81809.44,81699.83,81569.48,81417.79,81246.8,81055.9,80854.52,80665.91,80519.69,80435.31,80424.67,80477.95,80565.86,80646.26,80688.55
DJ,Djibouti,262,62,63.31,64.75,66.27,67.88,69.59,71.5,73.7,76.35,79.62,83.64,88.5,94.2,100.62,107.58,114.96,122.87,131.4,140.46,149.89,159.67,169.37,179.21,190.54,205.16,224.18,248.62,277.62,308.21,336.25,358.96,374.68,384.74,392.91,404.59,423.47,451.07,485.57,523.27,558.81,588.36,610.68,627.06,639.22,649.88,661.08,673.2,685.64,698.26,710.65,722.56,734.09,745.46,756.66,767.64,778.41,788.94,799.31,809.64,820.1,830.8,841.8,853.07,864.55,876.17,887.86
DK,Denmark,208,4268.27,4308.32,4345.22,4379.14,4410.44,4439.59,4467.28,4494.31,4521.6,4550.13,4580.71,4613.77,4649.18,4686.16,4723.5,4760.26,4796.16,4831.24,4865.34,4898.35,4930.12,4960.48,4989.15,5015.77,5039.92,5061.29,5079.96,5095.96,5108.84,5118.07,5123.44,5124.81,5122.81,5118.97,5115.31,5113.41,5113.77,5116.35,5121.51,5129.47,5140.33,5154.31,5171.3,5190.63,5211.32,5232.58,5254.38,5276.68,5298.68,5319.41,5338.28,5354.7,5369.06,5382.95,5398.65,5417.69,5440.7,5466.99,5495.3,5523.76,5550.96,5576.58,5600.97,5624.29,5646.9,5669.08
DM,Dominica,212,51.1,51.71,52.3,52.95,53.69,54.56,55.55,56.63,57.78,58.92,60.02,61.04,61.98,62.92,63.92,65.04,66.31,67.68,69.04,70.21,71.08,71.57,71.74,71.75,71.81,72.09,72.65,73.41,74.24,74.92,75.31,75.38,75.17,74.75,74.22,73.64,73.03,72.37,71.74,71.24,70.93,70.85,70.98,71.21,71.37,71.37,71.15,70.76,70.3,69.9,69.68,69.66,69.81,70.06,70.33,70.54,70.69,70.8,70.88,71,71.17,71.4,71.69,72.01,72.34,72.68
DO,Dominican Republic,214,2364.65,2438.41,2517.26,2600.8,2688.7,2780.66,2876.43,2975.81,3078.63,3184.75,3294.04,3406.3,3521.28,3638.63,3757.96,3878.95,4001.38,4125.11,4250.03,4376.06,4503.11,4631.11,4759.94,4889.44,5019.47,5149.93,5280.73,5411.87,5543.52,5675.93,5809.27,5943.59,6078.82,6214.86,6351.57,6488.86,6626.54,6764.62,6903.31,7042.94,7183.65,7325.62,7468.55,7611.46,7753.05,7892.42,8029.11,8163.47,8296.38,8429.12,8562.62,8697.13,8832.29,8967.76,9103,9237.57,9371.33,9504.34,9636.49,9767.74,9897.98,10027.14,10155.04,10281.41,10405.94,10528.39
DZ,Algeria,12,8872.25,9039.91,9216.4,9405.45,9609.51,9829.72,10065.83,10316.29,10578.45,10848.97,11124.89,11404.86,11690.15,11985.13,12295.97,12626.95,12980.27,13354.2,13744.38,14144.44,14550.03,14960.11,15377.1,15804.43,16247.11,16709.1,17190.24,17690.18,18212.33,18760.76,19337.72,19943.67,20575.7,21228.29,21893.86,22565.91,23241.28,23917.89,24591.49,25257.67,25912.36,26554.28,27180.92,27785.98,28362.02,28904.3,29411.84,29887.72,30336.88,30766.55,31183.66,31590.32,31990.39,32394.89,32817.23,33267.89,33749.33,34261.97,34811.06,35401.79,36036.16,36717.13,37439.43,38186.14,38934.33,39666.52
EC,Ecuador,218,3470.16,3561.15,3655.01,3752.13,3852.86,3957.48,4066.24,4179.31,4296.84,4418.89,4545.55,4676.86,4812.89,4953.74,5099.47,5250.12,5405.69,5566.06,5730.91,5899.84,6072.52,6248.83,6428.71,6611.92,6798.21,6987.39,7179.4,7374.24,7571.95,7772.65,7976.45,8183.19,8392.94,8606.21,8823.75,9045.98,9272.91,9504.13,9739.18,9977.38,10218.09,10460.99,10705.67,10951.2,11196.48,11440.58,11683.48,11924.99,12163.89,12398.69,12628.6,12852.75,13072.06,13289.6,13509.65,13735.23,13967.49,14205.48,14447.6,14691.31,14934.69,15177.28,15419.49,15661.31,15902.92,16144.36
EE,Estonia,233,1101,1113.25,1125.25,1136.91,1148.22,1159.24,1170.11,1181.03,1192.27,1204.12,1216.83,1230.52,1245.1,1260.24,1275.47,1290.44,1305.03,1319.28,1333.21,1346.85,1360.24,1373.34,1386.1,1398.5,1410.49,1422.07,1433.21,1443.93,1454.31,1464.47,1474.49,1483.94,1492.7,1501.49,1511.27,1522.48,1536.11,1551.29,1564.28,1570.05,1565.32,1548.29,1520.88,1488.12,1457.15,1433.08,1417.79,1409.72,1406.39,1403.82,1399.15,1391.75,1382.74,1372.89,1363.55,1355.66,1349.37,1344.23,1339.94,1336.01,1332.09,1328.07,1324.04,1320.05,1316.2,1312.56
EG,Egypt,818,20897.24,21383.39,21904.48,22458.4,23043.04,23656.22,24295.75,24959.39,25644.89,26349.97,27072.4,27810,28560.74,29322.71,30094.08,30872.98,31660.91,32456.57,33252.28,34038.15,34808.6,35561.09,36302.15,37046.81,37815.58,38624.41,39478.59,40377.67,41324.81,42321.74,43369.55,44465.92,45610.43,46807.22,48061.55,49373.81,50748.19,52173.84,53617.68,55035.94,56397.27,57689.83,58922.02,60108.37,61272.85,62434.53,63595.63,64754.57,65922.63,67112.88,68334.91,69599.95,70908.71,72247.63,73596.07,74942.12,76274.29,77605.33,78976.12,80442.44,82040.99,83787.63,85660.9,87613.91,89579.67,91508.08
EH,Western Sahara,732,13.77,16.06,17.58,18.73,19.84,21.15,22.8,24.84,27.24,29.91,32.76,35.72,38.85,42.31,46.31,50.97,56.62,63.12,69.48,74.34,76.88,76.37,73.48,70.41,70.21,74.96,85.61,101.18,119.33,136.7,150.87,161.07,168.08,172.92,177.29,182.42,188.58,195.35,202.56,209.8,216.83,223.8,230.95,238.26,245.69,253.3,260.8,268.45,277.47,289.51,305.62,326.34,350.98,377.69,403.92,427.78,448.67,466.99,483.17,497.99,512.07,525.39,537.78,549.54,561.03,572.54
EL,Greece,300,7566,7635.28,7706.02,7779.46,7856.03,7935.41,8016.44,8097.2,8175.14,8247.36,8311.39,8366.02,8412.06,8452.62,8492.23,8534.25,8580.6,8630.67,8682.35,8732.31,8778.68,8819.21,8856.1,8897.13,8952.86,9030.08,9132.53,9255.75,9388.19,9513.59,9620.27,9704.95,9771.25,9823,9866.73,9907.83,9945.58,9979.76,10017.04,10065.86,10131.74,10217.78,10321.04,10433.35,10542.97,10641.17,10725.63,10798.19,10859.31,10910.74,10954.03,10987.72,11011.49,11029.59,11047.74,11069.66,11098.21,11131.3,11161.76,11179.43,11177.51,11153.05,11109.66,11055.16,11000.78,10954.62
ER,Eritrea,232,1142.15,1162.66,1184.69,1208.14,1232.91,1258.93,1286.17,1314.63,1344.34,1375.32,1407.63,1441.3,1476.32,1512.67,1550.3,1589.19,1629.33,1670.82,1713.85,1758.67,1805.48,1854.4,1905.41,1958.44,2013.38,2070.15,2128.6,2188.81,2251.13,2316.05,2383.86,2453.69,2525.01,2598.63,2675.72,2756.49,2843.14,2933.87,3020.28,3091.08,3139.08,3160.64,3160.62,3150.81,3147.87,3164.1,3202.6,3260.61,3337.23,3429.66,3535.16,3655.01,3788.53,3928.41,4064.96,4191.27,4304.44,4406.3,4500.64,4593.55,4689.66,4789.57,4892.23,4998.82,5110.44,5227.79
ES,Spain,724,28069.74,28237.32,28430.44,28641.79,28866.15,29100.4,29343.6,29596.93,29863.3,30146.8,30450.99,30777.1,31122.39,31479.53,31838.49,32192.22,32536.64,32873.96,33211.17,33558.63,33923.24,34305.59,34701.03,35104.63,35509.39,35909.04,36302.39,36687.35,37055.64,37397.23,37704.87,37976.19,38212.56,38415.5,38588.24,38734.33,38854.36,38950.97,39032.63,39110.11,39192.06,39287.04,39397.4,39518.43,39641.74,39764.27,39878.88,39996.22,40151.72,40392.59,40749.8,41230.52,41815.49,42475.27,43167.28,43854.76,44537.93,45209.54,45817.02,46295.19,46601.49,46708.37,46637.08,46455.16,46259.72,46121.7
ET,Ethiopia,231,18128.03,18466.92,18819.63,19184.24,19559.97,19947.27,20347.79,20764.43,21201,21661.94,22151.22,22671.13,23221.33,23798.38,24396.97,25013.55,25641.18,26280.77,26945.46,27653.62,28415,29246.17,30135.01,31028.73,31855.29,32568.54,33144.54,33614.15,34053.43,34569.43,35239.97,36093.32,37109.52,38259.38,39493.5,40776,42097.11,43470.22,44908.71,46433.6,48057.09,49784.99,51602.78,53477.94,55366.52,57237.23,59076.41,60893.26,62707.55,64550.16,66443.6,68393.13,70391.17,72432.29,74506.97,76608.43,78735.68,80891.97,83079.61,85302.1,87561.81,89858.7,92191.21,94558.37,96958.73,99390.75
EUR,EUROPE,908,549089.11,554113.93,559525.16,565161.59,570901.71,576663.74,582407.66,588133.2,593873.62,599685.62,605618.57,611681.87,617816.35,623881.97,629692.58,635118.13,640095.28,644667.48,648943.69,653088.63,657221.45,661376.66,665515.08,669594.42,673545.07,677317.79,680908.85,684342.89,687632.79,690798.97,693859.44,696802.01,699627.84,702383.09,705128.31,707898.95,710710.84,713527.71,716267.17,718815.87,721086.31,723078.93,724804.56,726203.16,727205.04,727778.44,727890.35,727603.76,727104.19,726642.84,726407.45,726453.95,726753.42,727301.26,728064.36,729007.47,730152.31,731487.69,732900.44,734239.64,735394.9,736315.58,737021.81,737561.46,738015.74,738442.07
FI,Finland,246,4008.3,4049.69,4095.13,4142.35,4189.56,4235.42,4279.11,4320.25,4358.9,4395.43,4430.23,4463.43,4494.62,4522.73,4546.34,4564.69,4577.03,4584.26,4589.23,4595.81,4606.74,4623.39,4644.85,4668.81,4691.82,4711.46,4726.8,4738.95,4749.94,4762.76,4779.45,4800.9,4826.14,4853.2,4879.22,4902.22,4921.29,4937.26,4951.89,4967.78,4986.71,5009.38,5034.9,5061.47,5086.5,5108.18,5126.02,5140.76,5153.23,5164.78,5176.48,5188.45,5200.63,5213.8,5228.84,5246.37,5266.6,5289.33,5314.17,5340.49,5367.69,5395.82,5424.64,5453.06,5479.66,5503.46
FJ,Fiji,242,288.99,296.21,304.81,314.35,324.48,334.98,345.75,356.82,368.32,380.45,393.38,407.15,421.58,436.21,450.45,463.88,476.33,487.91,498.89,509.66,520.53,531.6,542.81,554.11,565.39,576.59,587.52,598.26,609.35,621.54,635.26,650.96,668.2,685.39,700.37,711.66,718.55,721.73,722.92,724.62,728.63,735.47,744.53,755.02,765.67,775.5,784.48,792.86,800.31,806.49,811.22,814.22,815.69,816.63,818.36,821.82,827.39,834.73,843.21,851.85,859.95,867.33,874.16,880.49,886.45,892.15
FK,Falkland Islands (Malvinas),238,2.26,2.25,2.24,2.22,2.21,2.2,2.19,2.18,2.17,2.16,2.14,2.13,2.12,2.1,2.09,2.07,2.06,2.04,2.02,2.01,1.99,1.98,1.96,1.95,1.93,1.92,1.9,1.89,1.88,1.87,1.86,1.85,1.85,1.85,1.85,1.86,1.87,1.88,1.91,1.94,1.99,2.06,2.14,2.24,2.34,2.44,2.54,2.64,2.74,2.82,2.88,2.92,2.95,2.95,2.95,2.94,2.93,2.91,2.89,2.87,2.86,2.86,2.86,2.88,2.89,2.9
FM,Micronesia (Fed. States of),583,32,33.4,34.6,35.69,36.77,37.9,39.09,40.37,41.73,43.12,44.54,45.96,47.39,48.88,50.48,52.24,54.2,56.32,58.4,60.17,61.43,62.11,62.3,62.29,62.48,63.15,64.39,66.11,68.22,70.55,72.97,75.46,78.06,80.68,83.24,85.69,87.95,90.02,92.02,94.09,96.33,98.8,101.41,103.94,106.06,107.56,108.34,108.51,108.24,107.81,107.43,107.17,106.98,106.82,106.58,106.2,105.68,105.08,104.47,103.96,103.62,103.48,103.52,103.72,104.04,104.46
FR,France,250,41879.61,42071.03,42365.76,42724.45,43118.11,43528.07,43946.53,44376.07,44827.95,45319.44,45865.7,46471.08,47121.58,47781.54,48402.9,48952.28,49411.34,49791.77,50126.9,50466.18,50843.83,51273.98,51741.04,52214.01,52647.62,53010.73,53293.03,53509.58,53685.49,53857.61,54053.22,54279.04,54528.41,54799.05,55084.68,55379.92,55686.61,56005.44,56328.05,56643.35,56943.3,57226.52,57495.25,57749.88,57991.97,58224.05,58443.32,58652.71,58867.47,59107.74,59387.18,59711.91,60075.78,60464.86,60858.65,61241.7,61609.99,61966.19,62309.53,62640.9,62961.14,63268.41,63561.8,63844.53,64121.25,64395.35
GA,Gabon,266,473.3,475.86,477.71,479.24,480.77,482.56,484.78,487.54,490.87,494.76,499.19,504.17,509.81,516.27,523.79,532.51,542.56,553.83,565.88,578.11,590.12,601.73,613.13,624.63,636.7,649.72,663.77,678.79,694.73,711.54,729.17,747.59,766.87,787.02,808.09,830.09,853.04,876.88,901.47,926.65,952.27,978.25,1004.6,1031.36,1058.63,1086.45,1114.88,1143.84,1173.11,1202.41,1231.55,1260.44,1289.19,1318.09,1347.52,1377.78,1408.92,1440.9,1473.74,1507.43,1541.94,1577.3,1613.49,1650.35,1687.67,1725.29
GD,Grenada,308,76.68,76.63,77.14,78.1,79.43,81.03,82.8,84.65,86.5,88.26,89.86,91.26,92.42,93.35,94.07,94.58,94.88,94.96,94.88,94.68,94.43,94.18,93.94,93.63,93.15,92.45,91.44,90.19,89.07,88.57,89,90.58,93.09,95.98,98.44,99.91,100.15,99.38,98.06,96.87,96.29,96.46,97.2,98.3,99.4,100.25,100.8,101.13,101.3,101.44,101.62,101.85,102.1,102.37,102.66,102.95,103.26,103.59,103.93,104.3,104.68,105.07,105.48,105.9,106.35,106.83
GE,Georgia,268,3527,3584.7,3646.32,3710.13,3774.81,3839.46,3903.65,3967.34,4030.87,4094.85,4159.77,4225.73,4292.1,4357.38,4419.58,4477.33,4529.96,4577.95,4622.44,4665.15,4707.33,4749.54,4791.48,4832.51,4871.63,4908.27,4942.02,4973.54,5004.52,5037.24,5073.24,5111.79,5151.85,5194.09,5239.35,5287.33,5340.06,5395,5441.77,5466.61,5460.31,5418.45,5345.62,5252.85,5156.08,5067.14,4989.72,4921.29,4859.95,4801.7,4743.59,4685.77,4629.85,4575.99,4524.44,4475.27,4429.19,4385.89,4343.29,4298.59,4250.13,4196.4,4138.92,4082.73,4034.77,3999.81
GH,Ghana,288,4980.88,5068.43,5191.22,5339.18,5504.26,5680.41,5863.69,6052.16,6245.64,6445.28,6652.29,6866.55,7085.46,7303.43,7513.29,7710.55,7890.99,8057.44,8221.02,8397.35,8596.98,8827.27,9083.58,9350.11,9604.28,9831.41,10023.47,10189.89,10354.49,10550.77,10802.03,11117.61,11488.11,11895.13,12311.17,12716.24,13103.98,13480.38,13852.6,14232.49,14628.26,15042.74,15471.53,15907.24,16339.34,16760.99,17169.21,17568.58,17969.01,18384.43,18824.99,19293.8,19788.18,20305.4,20840.49,21389.51,21951.89,22528.04,23115.92,23713.16,24317.73,24928.5,25544.57,26164.43,26786.6,27409.89
GL,Greenland,304,23,23.47,23.94,24.47,25.09,25.85,26.73,27.73,28.84,30.02,31.24,32.47,33.73,35.04,36.44,37.96,39.62,41.36,43.1,44.7,46.08,47.19,48.07,48.74,49.23,49.58,49.78,49.85,49.86,49.95,50.18,50.59,51.16,51.83,52.53,53.19,53.8,54.37,54.88,55.3,55.6,55.79,55.85,55.85,55.82,55.81,55.83,55.88,55.95,56.05,56.17,56.33,56.53,56.72,56.87,56.95,56.96,56.9,56.79,56.66,56.55,56.44,56.34,56.27,56.21,56.19
GM,Gambia,270,271.37,272.72,276.77,283.5,292.71,304.03,316.91,330.6,344.27,356.97,367.93,376.74,383.53,389.07,394.55,400.87,408.18,416.34,425.51,435.8,447.28,460.19,474.54,489.86,505.51,521.07,536.41,551.82,567.83,585.16,604.37,625.41,648.2,673.23,701.1,732.09,766.6,804.13,843.06,881.15,916.81,949.49,979.7,1008.3,1036.63,1065.75,1095.84,1126.79,1159,1192.92,1228.86,1267.1,1307.67,1350.35,1394.73,1440.54,1487.73,1536.42,1586.75,1638.9,1693,1749.1,1807.11,1866.88,1928.2,1990.92
GN,Guinea,324,3093.65,3141.55,3185.54,3228.11,3271.2,3316.14,3363.71,3414.09,3466.98,3521.67,3577.41,3633.78,3690.96,3749.92,3812,3877.8,3948.21,4021.88,4094.53,4160.38,4215.44,4259.1,4293.21,4319.5,4340.75,4359.74,4376.77,4393.55,4416.07,4451.87,4506.56,4584.31,4684.99,4804.74,4937.23,5078.69,5223.55,5375.06,5548.27,5763.84,6034.08,6367.11,6751.39,7155.56,7536.39,7863.03,8124.8,8331.37,8497.58,8647.34,8799.17,8955.76,9114.29,9281.57,9464.77,9669.02,9898.3,10152.52,10427.36,10715.77,11012.41,11316.35,11628.77,11948.73,12275.53,12608.59
GQ,Equatorial Guinea,226,225.54,230.06,232.76,234.51,235.99,237.68,239.83,242.51,245.62,248.91,252.12,255.1,257.94,260.99,264.74,269.43,275.47,282.45,288.7,292.01,290.91,284.92,274.91,262.4,249.59,238.24,228.49,220.35,215.28,215.01,220.61,232.93,251.3,273.2,295.09,314.41,330.25,343.29,354.49,365.45,377.36,390.38,404.08,418.41,433.2,448.33,463.84,479.84,496.33,513.35,530.9,549.01,567.66,586.77,606.2,625.87,645.72,665.8,686.22,707.16,728.71,750.92,773.73,797.08,820.89,845.06
GT,Guatemala,320,3146.07,3237.92,3330.55,3424.05,3518.61,3614.48,3712,3811.58,3913.7,4018.87,4127.56,4240.08,4356.58,4476.92,4600.85,4728.2,4858.88,4993.1,5131.46,5274.73,5423.38,5577.82,5737.72,5901.98,6069.08,6237.96,6408.03,6579.71,6754.26,6933.49,7118.63,7310.4,7508.16,7710.14,7913.81,8117.5,8320.5,8523.79,8729.41,8940.29,9158.55,9385,9619.11,9860.06,10106.46,10357.35,10612.3,10871.79,11136.81,11408.82,11688.66,11976.73,12272.21,12573.35,12877.71,13183.51,13490.04,13797.63,14106.69,14418.03,14732.26,15049.28,15368.76,15690.79,16015.49,16342.9
GU,Guam,316,59.65,60.26,60.87,61.47,62.06,62.65,63.26,63.93,64.7,65.62,66.74,68.07,69.61,71.29,73.05,74.83,76.61,78.41,80.22,82.04,83.88,85.73,87.59,89.46,91.38,93.35,95.39,97.48,99.63,101.85,104.13,106.49,108.91,111.41,113.96,116.58,119.23,121.92,124.68,127.53,130.48,133.55,136.7,139.82,142.81,145.56,148.06,150.31,152.28,153.95,155.33,156.42,157.24,157.82,158.19,158.4,158.43,158.33,158.31,158.62,159.44,160.86,162.81,165.12,167.54,169.89
GW,Guinea-Bissau,624,535.43,544.1,552.03,559.69,567.41,575.38,583.65,592.12,600.6,608.77,616.41,623.41,629.97,636.59,643.96,652.57,662.6,673.89,686.16,698.92,711.83,724.86,738.12,751.51,764.97,778.48,791.96,805.48,819.37,834.07,849.89,866.95,885.17,904.39,924.38,944.94,966.04,987.72,1009.97,1032.8,1056.21,1080.19,1104.71,1129.71,1155.11,1180.88,1207.01,1233.52,1260.42,1287.73,1315.46,1343.65,1372.37,1401.72,1431.82,1462.78,1494.6,1527.34,1561.29,1596.83,1634.2,1673.51,1714.62,1757.14,1800.51,1844.33
GY,Guyana,328,406.56,420.29,435.85,452.26,468.81,485.04,500.81,516.22,531.61,547.46,564.22,582.03,600.56,618.89,635.78,650.38,662.33,671.99,680.07,687.66,695.56,703.81,712.19,720.92,730.23,740.17,751.01,762.45,773.23,781.68,786.61,787.73,785.47,780.37,773.3,765.04,755.6,745.15,734.87,726.24,720.28,717.5,717.62,719.91,723.23,726.7,730.19,733.85,737.32,740.19,742.22,743.16,743.11,742.54,742.16,742.5,743.71,745.64,748.1,750.75,753.36,755.88,758.41,761.03,763.89,767.09
HN,Honduras,340,1487.24,1524.97,1568.42,1615.74,1665.57,1717.05,1769.83,1824.08,1880.36,1939.52,2002.33,2069.09,2139.21,2211.14,2282.76,2352.64,2420.23,2486.29,2552.2,2620.01,2691.31,2766.44,2845.26,2928.19,3015.61,3107.74,3204.88,3306.99,3413.43,3523.28,3635.86,3750.84,3868.3,3988.37,4111.37,4237.44,4366.4,4497.88,4631.49,4766.8,4903.36,5041.05,5179.56,5318.04,5455.48,5591.14,5724.59,5855.95,5985.68,6114.53,6243.08,6371.3,6499,6626.3,6753.35,6880.18,7007.03,7133.74,7259.47,7383.1,7503.88,7621.41,7736.13,7849.06,7961.68,8075.06
