"","Alp89Jou.txt","Ama14Int.txt","And05Reg.txt","Ara14Eco.txt","Arr12Reg.txt","Bat01Urb.txt","Ben07Com.txt","Ber12Cit.txt","Bla03Jou.txt","Bos08Reg.txt","Bra99Jou.txt","Bre00Cyb.txt","Bre15Int.txt","Cam90Jou.txt","Cie16Mis.txt","Cra05Con.txt","Del04Con.txt","Del13Eur.txt","Dim09Urb.txt","Eec04The.txt","Ett87Env.txt","Ezz15Rev.txt","Faz15Jou.txt","Gab11Jou.txt","Gab99Qua.txt","Gan06Eco.txt","Gan13Eco.txt","Gie10Jou.txt","Gon10Jou.txt","Gue95Urb.txt","Gul12Age.txt","Hol10Nat.txt","Ign15Dis.txt","Iye13Eur.txt","Kam90Jou.txt","Knu01Ame.txt","Kru96Jou.txt","Kum14Jou.txt","LeG08Emp.txt","Li_16Wor.txt","Luc14Eco.txt","Mal80Env.txt","Man16Reg.txt","Mir86Urb.txt","Mod15Qua.txt","Mor13Tex.txt","Mor13Tow.txt","Nau03Jou.txt","Nis08Jou.txt","Oka79Reg.txt","Par83Jou.txt","Par85Jou.txt","Pen10Phy.txt","Pop74Sov.txt","Pum15Cyb.txt","Ros80Jou.txt","Roz11Ame.txt","Sch12Reg.txt","She12Com.txt","Son02Urb.txt","Soo05Reg.txt","Soo07Urb.txt","Sua80Jou.txt","Ven13Oec.txt","XuZ09Urb.txt","Ziq16Asi.txt"
"negatively",0,0,0.00027114967462039,0.00134589502018843,0,0,0,0.000448631673396142,0,0,0,0,0,0,0,0,0,0.000897263346792284,0,0,0,0.000448631673396142,0,0,0,0,0,0,0.000813449023861171,0,0,0,0,0,0,0,0.00027114967462039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027114967462039,0,0.000542299349240781,0,0,0.000448631673396142,0,0,0,0,0.000813449023861171,0.000448631673396142,0,0,0,0
"neither",0,0,0.000333889816360601,0,0,0,0,0.000491642084562439,0,0,0.000333889816360601,0,0,0,0,0,0,0,0,0,0.000333889816360601,0,0,0,0,0.000491642084562439,0,0,0,0,0.000333889816360601,0,0,0,0,0,0.000333889816360601,0,0,0,0,0,0,0,0.0010016694490818,0,0,0,0.000333889816360601,0,0,0,0,0,0,0.000491642084562439,0,0,0,0.000491642084562439,0.000333889816360601,0.000491642084562439,0,0,0.000333889816360601,0
"net",0,0,0.000474608448030375,0,0,0,0,0,0.000474608448030375,0,0,0,0,0,0,0,0,0.00305810397553517,0,0.00407747196738022,0.000474608448030375,0,0,0,0,0,0,0,0,0,0,0,0.000474608448030375,0,0,0,0.000474608448030375,0,0,0.00101936799184506,0,0,0,0,0,0,0,0,0,0.00101936799184506,0.00094921689606075,0,0,0,0,0,0,0,0.00094921689606075,0.00101936799184506,0,0,0,0.00101936799184506,0,0
"newly",0,0,0.000484027105517909,0,0,0,0,0,0.000484027105517909,0,0,0,0,0,0,0,0,0,0,0.000314564328405159,0.000968054211035818,0,0,0,0,0,0.000484027105517909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314564328405159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nkn",0,0,0.000215007525263384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nonparametric",0,0,0.000444839857651246,0,0,0,0,0,0.000444839857651246,0,0,0,0,0,0,0,0,0,0,0.00184638109305761,0,0,0,0,0,0.00110782865583456,0,0,0.000444839857651246,0,0,0,0,0,0,0,0,0,0.000444839857651246,0.000369276218611521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444839857651246,0,0,0,0,0
"normal",0,0,0.00518941359626362,0,0.00103788271925272,0,0,0.000610252237591538,0,0,0,0.000406834825061025,0,0.00284784377542718,0.00103788271925272,0,0.000518941359626362,0,0.000518941359626362,0.00081366965012205,0,0,0.01712506486767,0.000203417412530513,0.00155682407887909,0.00183075671277461,0,0.000203417412530513,0,0,0,0.00081366965012205,0.00103788271925272,0,0.000518941359626362,0,0,0,0.00103788271925272,0,0,0,0,0.000406834825061025,0,0,0.00103788271925272,0,0.00103788271925272,0.00223759153783564,0,0,0,0,0,0,0.00259470679813181,0.00305126118795769,0,0,0.00155682407887909,0,0,0.000203417412530513,0,0
"normality",0,0,0.0182291666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0.00167644593461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0.00125733445096396,0,0,0,0,0.0104166666666667,0.000419111483654652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"normalized",0,0,0.000390777647518562,0,0,0,0,0,0.00195388823759281,0.000931532370749884,0,0,0,0,0,0,0,0,0,0.000931532370749884,0,0,0,0,0.00429855412270418,0,0,0.00465766185374942,0.00117233294255569,0,0,0,0,0,0,0.00139729855612483,0,0,0.000390777647518562,0,0,0,0,0,0,0.000465766185374942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"note",0,0,0.00194457948468644,0,0.000486144871171609,0.00182348650619985,0.000486144871171609,0,0.00291686922702965,0.00109409190371991,0.000972289742343218,0,0.000486144871171609,0.000364697301239971,0,0.000364697301239971,0.00145843461351483,0,0.000972289742343218,0.00145878920495988,0,0.000364697301239971,0,0.000364697301239971,0.00145843461351483,0.000729394602479942,0.000972289742343218,0.00182348650619985,0.000972289742343218,0,0.000486144871171609,0.00182348650619985,0,0,0.000972289742343218,0.00328227571115974,0.000972289742343218,0.000364697301239971,0.00145843461351483,0.000364697301239971,0.000486144871171609,0.000364697301239971,0.000486144871171609,0,0.00194457948468644,0.000364697301239971,0,0.000364697301239971,0.00145843461351483,0,0,0.000729394602479942,0,0,0,0.000364697301239971,0.000486144871171609,0,0,0,0,0.000729394602479942,0,0,0.000486144871171609,0
"notes",0,0,0.000323729362253156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189633375474083,0,0,0,0,0,0.000632111251580278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323729362253156,0,0,0,0,0
"notoriously",0,0,0.00056785917092561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"null",0,0,0.000483325277912035,0,0.00193330111164814,0,0.000241662638956017,0.000766283524904215,0.00096665055582407,0.010727969348659,0,0,0,0,0,0,0,0,0,0,0,0.000766283524904215,0.00169163847269212,0.00229885057471264,0,0,0,0.00306513409961686,0.000483325277912035,0,0,0.000766283524904215,0,0,0.000724987916868052,0,0,0,0.000483325277912035,0.000766283524904215,0.000483325277912035,0,0,0,0,0.00919540229885057,0,0,0.00507491541807637,0,0,0,0,0,0,0,0.000241662638956017,0.00613026819923372,0,0,0.000483325277912035,0.00306513409961686,0,0.000766283524904215,0,0
"numbers",0,0,0.000395256916996047,0,0.000395256916996047,0.000602409638554217,0.000395256916996047,0.000602409638554217,0.00316205533596838,0,0,0,0,0,0,0,0,0.000602409638554217,0.000395256916996047,0,0.000790513833992095,0,0,0.00240963855421687,0,0.00301204819277108,0,0,0,0,0.000790513833992095,0,0.000395256916996047,0.000602409638554217,0.000395256916996047,0.00120481927710843,0,0,0.000790513833992095,0.000602409638554217,0,0,0,0.00120481927710843,0,0,0.000790513833992095,0,0.000395256916996047,0,0,0,0,0,0.000790513833992095,0,0,0,0,0.00120481927710843,0,0,0,0,0.00197628458498024,0
"observation",0,0,0.00226308345120226,0,0.00198019801980198,0.000345781466113416,0,0.00172890733056708,0.000282885431400283,0.000691562932226833,0,0,0.000565770862800566,0,0,0,0.000282885431400283,0,0,0.00138312586445367,0,0,0.000282885431400283,0.000345781466113416,0.000282885431400283,0.000345781466113416,0,0.00103734439834025,0,0,0.000565770862800566,0.00103734439834025,0.000282885431400283,0,0.000282885431400283,0.000345781466113416,0.000282885431400283,0,0.000282885431400283,0,0,0,0,0,0,0.00138312586445367,0.000282885431400283,0.000345781466113416,0,0,0,0,0,0,0,0,0.000282885431400283,0,0,0,0.000848656294200849,0,0,0.000345781466113416,0.000282885431400283,0
"observe",0,0,0.000399520575309628,0.00029086678301338,0.00479424690371554,0,0,0,0,0,0,0,0,0,0,0,0.000799041150619257,0,0.000399520575309628,0.00232693426410704,0,0,0.000799041150619257,0,0.000399520575309628,0,0,0.00058173356602676,0.00119856172592889,0.00087260034904014,0.00119856172592889,0,0.00159808230123851,0,0.00119856172592889,0.00058173356602676,0,0,0.000399520575309628,0,0.000799041150619257,0,0,0.00058173356602676,0,0.00029086678301338,0,0,0.000799041150619257,0.00029086678301338,0,0,0.000399520575309628,0,0,0.00029086678301338,0.000799041150619257,0,0,0.00029086678301338,0,0,0,0,0.000799041150619257,0
"obviously",0,0,0.00137741046831956,0,0,0,0,0,0,0.000430848772081,0,0.000861697544161999,0,0.000430848772081,0,0,0,0,0,0.000430848772081,0,0.000430848772081,0,0,0,0,0.00137741046831956,0,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0.000861697544161999,0.00550964187327824,0,0,0,0.00137741046831956,0,0,0.000430848772081,0,0,0,0,0,0,0,0
"occurred",0,0,0.000491642084562439,0,0,0.000223914017017465,0.000491642084562439,0,0,0,0,0.000447828034034931,0,0,0,0,0,0,0,0.000223914017017465,0.000491642084562439,0.000895656068069861,0,0,0,0,0,0,0,0.000223914017017465,0.000491642084562439,0,0.000491642084562439,0.00179131213613972,0,0,0,0.000447828034034931,0.000983284169124877,0,0,0,0,0.000223914017017465,0,0,0,0.000223914017017465,0,0,0.000491642084562439,0,0,0.000223914017017465,0,0,0,0.000223914017017465,0.000491642084562439,0,0,0,0,0,0,0
"occurring",0,0,0.000190657769304099,0,0,0.000233100233100233,0,0,0.000381315538608198,0,0,0.000233100233100233,0,0,0,0,0.000190657769304099,0,0.000190657769304099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233100233100233,0,0,0.000190657769304099,0,0,0,0.000190657769304099,0.000466200466200466,0,0,0,0,0,0,0,0,0,0,0.000190657769304099,0,0,0
"offer",0,0,0.000828500414250207,0,0.000828500414250207,0,0,0.000180701120346946,0.000828500414250207,0.000180701120346946,0.000828500414250207,0,0,0,0,0,0,0.000180701120346946,0,0,0,0,0.000828500414250207,0,0.000828500414250207,0,0.000828500414250207,0,0,0,0.00331400165700083,0,0,0,0,0,0.00662800331400166,0,0,0,0,0,0,0,0.00248550124275062,0,0,0,0,0,0.000828500414250207,0,0,0,0,0,0.000828500414250207,0,0,0,0,0,0,0,0,0
"official",0,0,0.000699300699300699,0,0.000699300699300699,0,0,0,0,0,0,0,0.0020979020979021,0.000533475593491598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699300699300699,0,0.0020979020979021,0.000266737796745799,0,0,0,0,0.000699300699300699,0.000266737796745799,0,0,0,0.000266737796745799,0,0,0.0020979020979021,0,0,0,0,0,0,0,0,0,0,0.000266737796745799,0.000699300699300699,0.000266737796745799,0.0013986013986014,0.000266737796745799,0,0.000266737796745799,0.0013986013986014,0
"oka",0,0,0.000773395204949729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"okb",0,0,0.000291036088474971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"onset",0,0,0.00133600534402138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029585798816568,0,0,0,0,0.000334001336005344,0,0,0,0.000668002672010688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"onwards",0,0,0.000280033604032484,0,0,0,0,0,0,0.000611620795107034,0,0,0.000280033604032484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"opened",0,0,0.000246184145741014,0,0,0,0,0,0,0.000236742424242424,0,0,0.000246184145741014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236742424242424,0,0,0.000246184145741014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236742424242424,0,0,0,0,0,0,0,0
"ordered",0,0,0.000414765657403567,0,0,0.000598444045481747,0,0.000299222022740874,0,0,0,0,0,0,0,0,0,0.000299222022740874,0,0,0,0,0,0.00209455415918612,0,0,0,0,0.000414765657403567,0,0.000414765657403567,0,0,0.000299222022740874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414765657403567,0,0,0,0,0,0,0,0,0.000299222022740874,0,0,0,0
"organized",0,0,0.000447227191413238,0,0.000447227191413238,0,0,0.00244100895036615,0.000447227191413238,0,0.000447227191413238,0,0,0,0.000447227191413238,0,0,0.00081366965012205,0,0.00081366965012205,0,0,0.000447227191413238,0,0,0.00081366965012205,0,0,0,0,0,0,0,0,0,0,0,0,0.000447227191413238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000447227191413238,0,0,0,0,0.00081366965012205,0,0,0,0,0,0.00081366965012205,0,0
"original",0,0,0.0001933114247052,0.00194269062651773,0.0001933114247052,0.000971345313258863,0,0.000485672656629432,0,0,0,0,0,0.000485672656629432,0,0,0,0,0,0.0014570179698883,0,0,0,0,0.0001933114247052,0,0,0,0.0001933114247052,0,0,0.00242836328314716,0.0001933114247052,0,0,0,0.000966557123526,0,0,0.000485672656629432,0,0,0,0,0,0,0,0,0,0.000485672656629432,0,0.000971345313258863,0,0,0,0,0.000966557123526,0,0,0,0,0,0,0,0.0005799342741156,0.000485672656629432
"ottaviano",0,0,0.000194099378881988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"outlined",0,0,0.000520156046814044,0,0.000260078023407022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260078023407022,0,0,0,0,0,0,0.000726744186046512,0,0,0,0,0,0,0.000260078023407022,0,0,0,0,0,0.00130039011703511,0.00145348837209302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"overlay",0,0,0.000391236306729264,0,0.000391236306729264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000391236306729264,0,0,0,0,0
"overman",0,0,0.000778210116731518,0,0.000389105058365759,0,0,0.000957548675390999,0.00155642023346304,0.001595914458985,0,0,0,0,0,0,0.000389105058365759,0.000319182891797,0.000389105058365759,0.000957548675390999,0,0,0.000778210116731518,0,0,0,0,0.000957548675390999,0.00155642023346304,0,0.000389105058365759,0.000638365783593999,0,0,0,0,0,0,0.000778210116731518,0,0.000389105058365759,0,0,0,0.000389105058365759,0,0,0,0,0,0,0,0,0,0,0,0.000389105058365759,0.000319182891797,0,0,0.000389105058365759,0.000319182891797,0,0,0,0
"panel",0,0,0.00134589502018843,0,0,0,0,0,0.00134589502018843,0.00325379609544469,0.000897263346792284,0,0,0,0,0,0,0,0.000448631673396142,0,0,0,0.00179452669358457,0,0,0,0,0,0,0,0,0.00189804772234273,0.000448631673396142,0,0,0,0,0,0.000448631673396142,0.00108459869848156,0,0,0,0,0,0,0,0.000542299349240781,0,0,0,0,0,0,0,0,0.0053835800807537,0.00298264642082429,0.00224315836698071,0,0.00179452669358457,0,0,0,0.00224315836698071,0
"panels",0,0,0.000491642084562439,0,0,0,0,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0,0.000491642084562439,0,0,0,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0,0,0.000333889816360601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147492625368732,0,0,0,0.000983284169124877,0,0,0,0,0
"parallel",0,0,0.00509683995922528,0,0.00101936799184506,0.000474608448030375,0.00407747196738022,0,0.00101936799184506,0.000474608448030375,0,0,0,0,0,0,0,0.00094921689606075,0.00611620795107034,0.00094921689606075,0,0,0,0,0,0,0,0,0,0,0,0,0.00101936799184506,0,0,0,0,0,0.00101936799184506,0.000474608448030375,0,0.000474608448030375,0,0.000474608448030375,0,0.00094921689606075,0.00101936799184506,0,0,0,0,0,0.00101936799184506,0,0,0,0,0.00284765068818225,0,0,0,0,0,0,0,0
"part",0,0,0.000943692985215477,0.00290416263310745,0.000943692985215477,0.000484027105517909,0.00125825731362064,0.000484027105517909,0.000943692985215477,0.000968054211035818,0.000314564328405159,0.00145208131655373,0.000314564328405159,0,0.000314564328405159,0.000968054211035818,0,0.000484027105517909,0.000629128656810318,0.00290416263310745,0.00157282164202579,0,0.00157282164202579,0,0,0,0,0,0.000943692985215477,0.00145208131655373,0.00188738597043095,0.00242013552758954,0.00188738597043095,0.00145208131655373,0,0.00822846079380445,0.00157282164202579,0,0.000314564328405159,0.000484027105517909,0.000314564328405159,0.00145208131655373,0.000314564328405159,0.00145208131655373,0.000629128656810318,0,0.00346020761245675,0.000968054211035818,0,0.000484027105517909,0.000943692985215477,0.00145208131655373,0,0,0.00125825731362064,0,0.000629128656810318,0.00193610842207164,0.00125825731362064,0,0,0,0,0.00145208131655373,0.000629128656810318,0.00242013552758954
"partial",0,0,0.000476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000430015050526768,0,0,0,0,0,0,0,0,0,0.000645022575790153,0,0,0,0,0,0,0,0,0,0,0,0.000215007525263384,0,0,0,0,0.000476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"passage",0,0,0.00110782865583456,0,0,0,0,0,0.00332348596750369,0,0,0,0.000369276218611521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147710487444609,0,0,0,0,0,0,0,0,0,0,0,0.000738552437223043,0.000444839857651246,0,0,0,0,0,0.00177935943060498,0,0,0,0,0,0,0,0
"passing",0,0,0.000203417412530513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000518941359626362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203417412530513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203417412530513,0
"pat",0,0,0.000419111483654652,0,0,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"patterns",0,0,0.00186306474149977,0,0.000931532370749884,0.00664322000781555,0,0.000390777647518562,0.00698649278062413,0,0,0.000390777647518562,0.00139729855612483,0,0,0,0.000465766185374942,0,0.00512342803912436,0.000390777647518562,0,0.00117233294255569,0.000465766185374942,0,0.000931532370749884,0.000390777647518562,0.000465766185374942,0,0,0,0,0.000390777647518562,0.000931532370749884,0.00234466588511137,0,0,0,0,0.000931532370749884,0.00195388823759281,0,0,0,0.00117233294255569,0.000465766185374942,0.000390777647518562,0.00279459711224965,0.00195388823759281,0,0,0.00605496040987424,0.00273544353262993,0,0,0.00186306474149977,0,0.000465766185374942,0.00429855412270418,0,0.000390777647518562,0.000931532370749884,0.000390777647518562,0.00139729855612483,0.000390777647518562,0.00232883092687471,0
"pearson",0,0,0.00109409190371991,0.000972289742343218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000486144871171609,0,0,0,0,0,0,0,0
"people’s",0,0,0.000632111251580278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323729362253156,0,0,0,0,0,0
"permitted",0,0,0.00031328320802005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031328320802005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"perplexing",0,0,0.000766283524904215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"persistence",0,0,0.00120481927710843,0,0,0.00592885375494071,0,0,0,0.000395256916996047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000602409638554217,0.000395256916996047,0.00120481927710843,0,0,0,0,0,0.000602409638554217,0.00118577075098814,0.00301204819277108,0,0,0,0,0,0,0.000395256916996047,0,0,0,0,0.000602409638554217,0,0,0,0.000602409638554217,0,0,0,0,0,0,0,0,0,0.00120481927710843,0
"perusal",0,0,0.000345781466113416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phenomena",0,0,0.00029086678301338,0,0.00058173356602676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399520575309628,0.00029086678301338,0.000799041150619257,0,0,0,0,0.00029086678301338,0,0.00029086678301338,0,0.00029086678301338,0.000399520575309628,0,0.000399520575309628,0,0.000399520575309628,0,0,0,0,0.00029086678301338,0,0,0,0.00116346713205352,0,0.00029086678301338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phenomenon",0,0,0.000861697544161999,0.00137741046831956,0.002154243860405,0.00137741046831956,0.000430848772081,0.00137741046831956,0,0,0,0,0,0,0.000430848772081,0.00137741046831956,0,0,0.000430848772081,0.00137741046831956,0,0,0.000430848772081,0,0.000861697544161999,0.0068870523415978,0.000861697544161999,0,0,0,0.000861697544161999,0,0.000861697544161999,0.00275482093663912,0,0.00137741046831956,0.000430848772081,0.00137741046831956,0.000430848772081,0,0,0.00137741046831956,0,0,0,0,0.000430848772081,0,0.000430848772081,0,0.000430848772081,0,0,0,0,0.00137741046831956,0,0,0,0,0,0.00137741046831956,0,0,0.000430848772081,0.00137741046831956
"physical",0,0,0.000671742051052396,0,0.000223914017017465,0.000983284169124877,0,0,0.000447828034034931,0,0.000223914017017465,0,0,0.000491642084562439,0,0.000983284169124877,0,0,0.000223914017017465,0.000491642084562439,0,0,0,0,0.000223914017017465,0,0.00111957008508733,0,0,0,0.000447828034034931,0,0,0.00147492625368732,0,0,0.000223914017017465,0.000491642084562439,0,0,0,0,0,0,0,0,0.000447828034034931,0.000491642084562439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"placed",0,0,0.000233100233100233,0,0.000233100233100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190657769304099,0.000699300699300699,0,0,0.000571973307912297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190657769304099,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"play",0,0,0.000180701120346946,0,0,0,0.000180701120346946,0,0,0,0.000361402240693892,0,0,0,0.000180701120346946,0,0,0.000828500414250207,0.000180701120346946,0,0,0,0,0,0,0,0,0,0,0,0,0.000828500414250207,0,0,0,0.000828500414250207,0.000361402240693892,0,0,0,0,0,0,0.000828500414250207,0,0,0,0.00165700082850041,0,0,0,0.000828500414250207,0,0,0,0,0,0.000828500414250207,0.000542103361040838,0.000828500414250207,0.000180701120346946,0.00165700082850041,0,0,0.000180701120346946,0
"played",0,0,0.000266737796745799,0,0.000266737796745799,0,0,0,0,0,0,0.000699300699300699,0,0,0,0,0,0.000699300699300699,0,0.000699300699300699,0,0,0,0,0,0,0,0,0.000266737796745799,0,0.000533475593491598,0,0,0,0,0,0.000266737796745799,0.000699300699300699,0.000266737796745799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"plots",0,0,0.00185873605947955,0,0.00185873605947955,0,0,0,0.000929368029739777,0.00154679040989946,0,0,0,0,0,0,0,0,0,0.00309358081979892,0,0,0.000929368029739777,0,0.000929368029739777,0,0.00185873605947955,0.000773395204949729,0.00185873605947955,0,0,0.00309358081979892,0,0,0,0,0.00278810408921933,0,0.000929368029739777,0.000773395204949729,0.00836431226765799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154679040989946,0,0,0,0,0,0.00154679040989946,0,0.00232018561484919,0.000929368029739777,0
"polarization",0,0,0.000244917952485917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291036088474971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000291036088474971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"polarizing",0,0,0.00029585798816568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"policyq",0,0,0.00122324159021407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"political",0,0,0.000946969696969697,0.000246184145741014,0.000236742424242424,0,0.000710227272727273,0,0,0,0.000236742424242424,0.000246184145741014,0.000473484848484848,0.000246184145741014,0,0.000246184145741014,0.00118371212121212,0.000738552437223043,0.00213068181818182,0.000246184145741014,0.00307765151515152,0.000246184145741014,0,0,0.000236742424242424,0,0.000236742424242424,0.000246184145741014,0.000236742424242424,0,0.00189393939393939,0.000492368291482029,0.00165719696969697,0.00246184145741014,0,0.000246184145741014,0,0,0.000236742424242424,0.000246184145741014,0,0,0.000473484848484848,0.00147710487444609,0,0,0,0.000246184145741014,0,0,0,0,0,0,0.00142045454545455,0.000492368291482029,0.000473484848484848,0.000246184145741014,0.00118371212121212,0.000984736582964057,0.00378787878787879,0,0,0,0.000710227272727273,0
"pooled",0,0,0.000299222022740874,0,0,0,0,0,0,0.000414765657403567,0,0,0,0,0,0,0,0,0.000299222022740874,0,0,0,0,0,0,0,0.000299222022740874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414765657403567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
