"","i","j","cosSimTerm"
"1984","Nau03Jou.txt","Sch12Reg.txt",0.514685495629602
"972","Del13Eur.txt","Ett87Env.txt",0.514559134970269
"1924","Mod15Qua.txt","Pum15Cyb.txt",0.514085046777765
"16","Alp89Jou.txt","Del04Con.txt",0.513809961050666
"169","And05Reg.txt","Man16Reg.txt",0.51348625684854
"259","Arr12Reg.txt","Bos08Reg.txt",0.513441149874842
"114","Ama14Int.txt","Par83Jou.txt",0.513074176198216
"884","Cra05Con.txt","Gue95Urb.txt",0.513068690028099
"411","Ben07Com.txt","Man16Reg.txt",0.512973204629237
"323","Bat01Urb.txt","Cam90Jou.txt",0.512708281005754
"472","Ber12Cit.txt","Mor13Tex.txt",0.512639023147806
"2026","Par83Jou.txt","Par85Jou.txt",0.512371304759558
"1520","Gul12Age.txt","Knu01Ame.txt",0.512115893313567
"1320","Gab99Qua.txt","Soo05Reg.txt",0.511989472474709
"834","Cie16Mis.txt","Gue95Urb.txt",0.511717558763763
"1545","Gul12Age.txt","Soo05Reg.txt",0.51166006753129
"1433","Gie10Jou.txt","Roz11Ame.txt",0.511535730932035
"970","Del13Eur.txt","Dim09Urb.txt",0.511020743621272
"1912","Mir86Urb.txt","Ven13Oec.txt",0.510890236219251
"612","Bra99Jou.txt","Del13Eur.txt",0.510742051116916
"2017","Oka79Reg.txt","Sch12Reg.txt",0.510721554288589
"600","Bos08Reg.txt","Soo05Reg.txt",0.510668984365787
"642","Bra99Jou.txt","Nau03Jou.txt",0.510496233608512
"386","Ben07Com.txt","Del13Eur.txt",0.510261913598234
"1730","Kru96Jou.txt","Roz11Ame.txt",0.509816662099899
"1134","Ett87Env.txt","Mod15Qua.txt",0.509568510846243
"995","Del13Eur.txt","Mir86Urb.txt",0.509325610888515
"340","Bat01Urb.txt","Gul12Age.txt",0.509313410419772
"1067","Eec04The.txt","Faz15Jou.txt",0.509005250077583
"712","Bre00Cyb.txt","Ven13Oec.txt",0.508436381281605
"264","Arr12Reg.txt","Cie16Mis.txt",0.508271377539206
"1510","Gue95Urb.txt","Soo05Reg.txt",0.508118043124918
"1805","Li_16Wor.txt","Par83Jou.txt",0.508066824332469
"1017","Del13Eur.txt","Ziq16Asi.txt",0.508059821940596
"1946","Mor13Tex.txt","Roz11Ame.txt",0.507812022024058
"1303","Gab99Qua.txt","Mir86Urb.txt",0.507683502233155
"931","Del04Con.txt","Gie10Jou.txt",0.507260198523382
"1160","Ezz15Rev.txt","Gan13Eco.txt",0.507191367645836
"1153","Ett87Env.txt","Ven13Oec.txt",0.506930816309234
"1316","Gab99Qua.txt","Roz11Ame.txt",0.506555428196803
"313","Arr12Reg.txt","Ven13Oec.txt",0.50614620983272
"1734","Kru96Jou.txt","Soo05Reg.txt",0.506014973165259
"189","And05Reg.txt","Sua80Jou.txt",0.505974924245445
"526","Bla03Jou.txt","Man16Reg.txt",0.50557592901713
"1883","Man16Reg.txt","Roz11Ame.txt",0.505435665258714
"1461","Gon10Jou.txt","Nau03Jou.txt",0.505189914035777
"2036","Par83Jou.txt","Soo07Urb.txt",0.505055181187679
"1653","Kam90Jou.txt","LeG08Emp.txt",0.504967731203987
"1760","Kum14Jou.txt","She12Com.txt",0.504939350356472
"1635","Iye13Eur.txt","Par85Jou.txt",0.504790016260012
"298","Arr12Reg.txt","Nis08Jou.txt",0.504708003980777
"1899","Mir86Urb.txt","Par83Jou.txt",0.504701775004677
"77","Ama14Int.txt","Cam90Jou.txt",0.504670756104841
"1310","Gab99Qua.txt","Par83Jou.txt",0.504659853060126
"661","Bre00Cyb.txt","Bre15Int.txt",0.504611088817254
"2033","Par83Jou.txt","She12Com.txt",0.504587808918644
"192","And05Reg.txt","Ziq16Asi.txt",0.504502816031612
"444","Ber12Cit.txt","Del13Eur.txt",0.503788165266673
"844","Cie16Mis.txt","Li_16Wor.txt",0.503754415041103
"707","Bre00Cyb.txt","She12Com.txt",0.50374560351463
"1041","Dim09Urb.txt","Man16Reg.txt",0.502811212771215
"1714","Kru96Jou.txt","Luc14Eco.txt",0.502641887180553
"1132","Ett87Env.txt","Man16Reg.txt",0.502455536915936
"843","Cie16Mis.txt","LeG08Emp.txt",0.502446402813153
"1368","Gan13Eco.txt","Gue95Urb.txt",0.502407191942418
"271","Arr12Reg.txt","Ezz15Rev.txt",0.502285338586589
"1285","Gab99Qua.txt","Gan06Eco.txt",0.502042209930895
"1237","Faz15Jou.txt","Soo05Reg.txt",0.502000452646287
"496","Bla03Jou.txt","Bre15Int.txt",0.501399329454213
"850","Cie16Mis.txt","Mor13Tex.txt",0.501338030337336
"403","Ben07Com.txt","Kam90Jou.txt",0.500968983147784
"1789","LeG08Emp.txt","Soo05Reg.txt",0.500956294901944
"1076","Eec04The.txt","Hol10Nat.txt",0.500818087709691
"1532","Gul12Age.txt","Nau03Jou.txt",0.50073830722461
"118","Ama14Int.txt","Pum15Cyb.txt",0.50059680379488
"1871","Man16Reg.txt","Mod15Qua.txt",0.500564992246784
"1300","Gab99Qua.txt","Luc14Eco.txt",0.500378373486762
"861","Cie16Mis.txt","Roz11Ame.txt",0.500082330584358
"96","Ama14Int.txt","Ign15Dis.txt",0.499822705994163
"1012","Del13Eur.txt","Soo05Reg.txt",0.499623739813331
"1820","Li_16Wor.txt","Ziq16Asi.txt",0.499437347818901
"540","Bla03Jou.txt","Roz11Ame.txt",0.499383383034209
"471","Ber12Cit.txt","Mod15Qua.txt",0.499231067421715
"910","Cra05Con.txt","Ros80Jou.txt",0.49855558662145
"1840","Luc14Eco.txt","Soo05Reg.txt",0.498491928456848
"594","Bos08Reg.txt","Pum15Cyb.txt",0.498290479531761
"329","Bat01Urb.txt","Eec04The.txt",0.498278809221706
"34","Alp89Jou.txt","Kam90Jou.txt",0.498277987860672
"693","Bre00Cyb.txt","Mod15Qua.txt",0.49818817338087
"1985","Nau03Jou.txt","She12Com.txt",0.498139759812755
"853","Cie16Mis.txt","Nis08Jou.txt",0.498093264064544
"860","Cie16Mis.txt","Ros80Jou.txt",0.497898037106573
"416","Ben07Com.txt","Nau03Jou.txt",0.49742946566109
"436","Ber12Cit.txt","Bos08Reg.txt",0.497336001916373
"1762","Kum14Jou.txt","Soo05Reg.txt",0.497243108196566
"48","Alp89Jou.txt","Nis08Jou.txt",0.496722945402976
"952","Del04Con.txt","Nis08Jou.txt",0.496615491078284
"1530","Gul12Age.txt","Mor13Tex.txt",0.496551834933203
"2144","Ven13Oec.txt","Ziq16Asi.txt",0.496179243014172
"660","Bra99Jou.txt","Ziq16Asi.txt",0.496073633928758
"1882","Man16Reg.txt","Ros80Jou.txt",0.49601407231292
"127","Ama14Int.txt","Ven13Oec.txt",0.495936204928287
"88","Ama14Int.txt","Gab99Qua.txt",0.495929214617277
"752","Bre15Int.txt","Par83Jou.txt",0.495927927642345
"1788","LeG08Emp.txt","Son02Urb.txt",0.495793275905368
"1215","Faz15Jou.txt","LeG08Emp.txt",0.495750705098532
"1792","LeG08Emp.txt","Ven13Oec.txt",0.495730065536366
"1479","Gon10Jou.txt","Ziq16Asi.txt",0.4956178758938
"2093","Ros80Jou.txt","She12Com.txt",0.495072220059365
"1690","Knu01Ame.txt","Mor13Tex.txt",0.494915797441974
"486","Ber12Cit.txt","Son02Urb.txt",0.494833048001707
"262","Arr12Reg.txt","Bre15Int.txt",0.494650643310959
"1670","Kam90Jou.txt","Ros80Jou.txt",0.494552476362375
"1377","Gan13Eco.txt","LeG08Emp.txt",0.494365650464292
"983","Del13Eur.txt","Hol10Nat.txt",0.493856230913425
"1395","Gan13Eco.txt","Roz11Ame.txt",0.493576034575962
"290","Arr12Reg.txt","Luc14Eco.txt",0.493343318651598
"1907","Mir86Urb.txt","She12Com.txt",0.493337008729736
"1199","Ezz15Rev.txt","Ziq16Asi.txt",0.49323755724703
"566","Bos08Reg.txt","Gan13Eco.txt",0.493205527133081
"956","Del04Con.txt","Pen10Phy.txt",0.493093422507404
"1640","Iye13Eur.txt","Roz11Ame.txt",0.492913940218705
"1755","Kum14Jou.txt","Pop74Sov.txt",0.492734333607618
"1398","Gan13Eco.txt","Son02Urb.txt",0.492728558792029
"1371","Gan13Eco.txt","Ign15Dis.txt",0.492680878287261
"65","Alp89Jou.txt","Ziq16Asi.txt",0.492631748598573
"1079","Eec04The.txt","Kam90Jou.txt",0.492604365450081
"2085","Pum15Cyb.txt","Soo05Reg.txt",0.492112514073893
"722","Bre15Int.txt","Ett87Env.txt",0.491728451196479
"531","Bla03Jou.txt","Nau03Jou.txt",0.491452003005336
"396","Ben07Com.txt","Gie10Jou.txt",0.49135809050902
"1651","Kam90Jou.txt","Kru96Jou.txt",0.490923270510753
"1679","Kam90Jou.txt","XuZ09Urb.txt",0.490918014073298
"249","Ara14Eco.txt","Soo05Reg.txt",0.490689286228848
"1772","LeG08Emp.txt","Mir86Urb.txt",0.490606948846072
"22","Alp89Jou.txt","Faz15Jou.txt",0.490464597777479
"224","Ara14Eco.txt","Knu01Ame.txt",0.490434352307146
"474","Ber12Cit.txt","Nau03Jou.txt",0.490373796211346
"1381","Gan13Eco.txt","Man16Reg.txt",0.490009130852231
"644","Bra99Jou.txt","Oka79Reg.txt",0.489836551828548
"643","Bra99Jou.txt","Nis08Jou.txt",0.489575947605988
"1739","Kru96Jou.txt","Ziq16Asi.txt",0.48952980386681
"441","Ber12Cit.txt","Cie16Mis.txt",0.489229246743498
"596","Bos08Reg.txt","Roz11Ame.txt",0.489225967848031
"1838","Luc14Eco.txt","She12Com.txt",0.488925023506424
"1449","Gon10Jou.txt","Knu01Ame.txt",0.488739134675253
"622","Bra99Jou.txt","Gie10Jou.txt",0.488569706879893
"960","Del04Con.txt","Roz11Ame.txt",0.488047864969036
"306","Arr12Reg.txt","Roz11Ame.txt",0.487704684384408
"546","Bla03Jou.txt","Sua80Jou.txt",0.487670486608353
"456","Ber12Cit.txt","Gue95Urb.txt",0.487633966295741
"227","Ara14Eco.txt","LeG08Emp.txt",0.487549173667148
"427","Ben07Com.txt","She12Com.txt",0.487112738703579
"183","And05Reg.txt","Roz11Ame.txt",0.487111726615178
"1773","LeG08Emp.txt","Mod15Qua.txt",0.486946326070149
"1","Alp89Jou.txt","Ama14Int.txt",0.486895011104506
"1407","Gie10Jou.txt","Gul12Age.txt",0.486702427008699
"172","And05Reg.txt","Mor13Tex.txt",0.486569906548382
"174","And05Reg.txt","Nau03Jou.txt",0.486486288103413
"1719","Kru96Jou.txt","Mor13Tex.txt",0.486342590022026
"1784","LeG08Emp.txt","Ros80Jou.txt",0.486101963900649
"845","Cie16Mis.txt","Luc14Eco.txt",0.485990221547788
"463","Ber12Cit.txt","Kru96Jou.txt",0.485917526373055
"2","Alp89Jou.txt","And05Reg.txt",0.485843276186161
"1399","Gan13Eco.txt","Soo05Reg.txt",0.485832542934622
"718","Bre15Int.txt","Del04Con.txt",0.485814137340328
"1893","Mir86Urb.txt","Mod15Qua.txt",0.485661221605837
"1769","LeG08Emp.txt","Luc14Eco.txt",0.485354888943531
"864","Cie16Mis.txt","Son02Urb.txt",0.485345581287808
"990","Del13Eur.txt","LeG08Emp.txt",0.485235141249413
"2024","Oka79Reg.txt","XuZ09Urb.txt",0.485057605082844
"896","Cra05Con.txt","Mal80Env.txt",0.484935518411186
"1723","Kru96Jou.txt","Oka79Reg.txt",0.484299029714061
"1326","Gan06Eco.txt","Gan13Eco.txt",0.483897790324155
"1010","Del13Eur.txt","She12Com.txt",0.483707478649122
"2103","Roz11Ame.txt","Son02Urb.txt",0.483350132193037
"1484","Gue95Urb.txt","Kam90Jou.txt",0.483299230500231
"1305","Gab99Qua.txt","Mor13Tex.txt",0.483203647060938
"511","Bla03Jou.txt","Gie10Jou.txt",0.483180860990035
"1393","Gan13Eco.txt","Pum15Cyb.txt",0.482595168694885
"1432","Gie10Jou.txt","Ros80Jou.txt",0.482463621387425
"30","Alp89Jou.txt","Gul12Age.txt",0.482421779250172
"1135","Ett87Env.txt","Mor13Tex.txt",0.482349588240473
"1556","Hol10Nat.txt","Kum14Jou.txt",0.482293056884691
"312","Arr12Reg.txt","Sua80Jou.txt",0.482097150623969
"2030","Par83Jou.txt","Ros80Jou.txt",0.481800925907828
"2048","Par85Jou.txt","Son02Urb.txt",0.481485226021653
"2034","Par83Jou.txt","Son02Urb.txt",0.481252151167827
"1900","Mir86Urb.txt","Par85Jou.txt",0.481240554661185
"1508","Gue95Urb.txt","She12Com.txt",0.480980125071704
"1046","Dim09Urb.txt","Nau03Jou.txt",0.480824678486299
"49","Alp89Jou.txt","Oka79Reg.txt",0.480478514146534
"1704","Knu01Ame.txt","Son02Urb.txt",0.480475574144611
"162","And05Reg.txt","Knu01Ame.txt",0.480443060790223
"2141","Sua80Jou.txt","XuZ09Urb.txt",0.480439316863997
"1909","Mir86Urb.txt","Soo05Reg.txt",0.480196878320209
"518","Bla03Jou.txt","Kam90Jou.txt",0.479681107990465
"574","Bos08Reg.txt","Kam90Jou.txt",0.479664041810892
"1644","Iye13Eur.txt","Soo05Reg.txt",0.479563514115353
"391","Ben07Com.txt","Faz15Jou.txt",0.479532227174299
"1152","Ett87Env.txt","Sua80Jou.txt",0.47952331574893
"847","Cie16Mis.txt","Man16Reg.txt",0.479307756493274
"1503","Gue95Urb.txt","Pop74Sov.txt",0.479056206831589
"1594","Ign15Dis.txt","Man16Reg.txt",0.478918625715674
"1851","Mal80Env.txt","Nau03Jou.txt",0.478634738647598
"2088","Pum15Cyb.txt","Ven13Oec.txt",0.478576395521342
"113","Ama14Int.txt","Oka79Reg.txt",0.478465960593877
"1519","Gul12Age.txt","Kam90Jou.txt",0.478335262014195
"68","Ama14Int.txt","Arr12Reg.txt",0.478261672485142
"730","Bre15Int.txt","Gon10Jou.txt",0.478211668841793
"1047","Dim09Urb.txt","Nis08Jou.txt",0.47807921951981
"590","Bos08Reg.txt","Par83Jou.txt",0.478055421627153
"966","Del04Con.txt","Sua80Jou.txt",0.477832908895891
"1033","Dim09Urb.txt","Kam90Jou.txt",0.476933197702514
"700","Bre00Cyb.txt","Par85Jou.txt",0.476753740434022
"1732","Kru96Jou.txt","She12Com.txt",0.476747759795842
"532","Bla03Jou.txt","Nis08Jou.txt",0.476088997904843
"1369","Gan13Eco.txt","Gul12Age.txt",0.47605506253838
"1462","Gon10Jou.txt","Nis08Jou.txt",0.476000347207272
"766","Bre15Int.txt","XuZ09Urb.txt",0.47568357464933
"1325","Gab99Qua.txt","Ziq16Asi.txt",0.475668711694331
"267","Arr12Reg.txt","Del13Eur.txt",0.475493805385326
"1870","Man16Reg.txt","Mir86Urb.txt",0.474824968914558
"1855","Mal80Env.txt","Par85Jou.txt",0.474638403705592
"657","Bra99Jou.txt","Sua80Jou.txt",0.474499983238706
"1130","Ett87Env.txt","Luc14Eco.txt",0.47422852141123
"289","Arr12Reg.txt","Li_16Wor.txt",0.474122319771025
"1684","Knu01Ame.txt","Li_16Wor.txt",0.473603667023262
"1541","Gul12Age.txt","Roz11Ame.txt",0.473563022566033
"676","Bre00Cyb.txt","Gie10Jou.txt",0.473241796043205
"1418","Gie10Jou.txt","Mal80Env.txt",0.47318889977171
"2075","Pop74Sov.txt","Soo07Urb.txt",0.47266254706829
"1137","Ett87Env.txt","Nau03Jou.txt",0.472269022923924
"598","Bos08Reg.txt","She12Com.txt",0.472187364749651
"684","Bre00Cyb.txt","Knu01Ame.txt",0.472017288029269
"510","Bla03Jou.txt","Gan13Eco.txt",0.471671845969523
"367","Bat01Urb.txt","Sch12Reg.txt",0.471659048624146
"2104","Roz11Ame.txt","Soo05Reg.txt",0.471553146639457
"478","Ber12Cit.txt","Par85Jou.txt",0.471536418527209
"107","Ama14Int.txt","Mir86Urb.txt",0.471396238286662
"1048","Dim09Urb.txt","Oka79Reg.txt",0.470796974087196
"1794","LeG08Emp.txt","Ziq16Asi.txt",0.470734724724567
"720","Bre15Int.txt","Dim09Urb.txt",0.470399281465986
"13","Alp89Jou.txt","Cam90Jou.txt",0.470241831238425
"1064","Dim09Urb.txt","Ziq16Asi.txt",0.469782214872888
"1676","Kam90Jou.txt","Soo07Urb.txt",0.469710953081117
"1751","Kum14Jou.txt","Oka79Reg.txt",0.469524938613911
"1930","Mod15Qua.txt","Soo05Reg.txt",0.469434166492824
"1380","Gan13Eco.txt","Mal80Env.txt",0.469246481229657
"1649","Iye13Eur.txt","Ziq16Asi.txt",0.469211147964226
"825","Cie16Mis.txt","Ett87Env.txt",0.468700328045194
"1006","Del13Eur.txt","Pum15Cyb.txt",0.468322847427626
"1409","Gie10Jou.txt","Ign15Dis.txt",0.468027978407969
"1575","Hol10Nat.txt","Roz11Ame.txt",0.467875602988056
"1922","Mod15Qua.txt","Pen10Phy.txt",0.467847893719563
"1002","Del13Eur.txt","Par83Jou.txt",0.467822824002861
"1841","Luc14Eco.txt","Soo07Urb.txt",0.467640326233823
"1085","Eec04The.txt","Luc14Eco.txt",0.467583410774209
"1169","Ezz15Rev.txt","Knu01Ame.txt",0.467426482720662
"1420","Gie10Jou.txt","Mir86Urb.txt",0.467406976268682
"2025","Oka79Reg.txt","Ziq16Asi.txt",0.46702546191373
"783","Cam90Jou.txt","Gue95Urb.txt",0.46677953137286
"239","Ara14Eco.txt","Par83Jou.txt",0.466746701519033
"2066","Pen10Phy.txt","XuZ09Urb.txt",0.466690066163859
"1791","LeG08Emp.txt","Sua80Jou.txt",0.466249293947077
"1612","Ign15Dis.txt","Soo05Reg.txt",0.466180897363926
"1608","Ign15Dis.txt","Roz11Ame.txt",0.465613198334809
"1506","Gue95Urb.txt","Roz11Ame.txt",0.465568882113977
"425","Ben07Com.txt","Roz11Ame.txt",0.465466177044051
"1839","Luc14Eco.txt","Son02Urb.txt",0.465428879404624
"1981","Nau03Jou.txt","Pum15Cyb.txt",0.465334834178484
"283","Arr12Reg.txt","Iye13Eur.txt",0.465276000735303
"819","Cam90Jou.txt","Ziq16Asi.txt",0.465118720879213
"1466","Gon10Jou.txt","Pen10Phy.txt",0.464962138809867
"369","Bat01Urb.txt","Son02Urb.txt",0.464923426166515
"62","Alp89Jou.txt","Sua80Jou.txt",0.464908605841754
"1061","Dim09Urb.txt","Sua80Jou.txt",0.464866951447253
"1201","Faz15Jou.txt","Gab99Qua.txt",0.464777246773716
"1239","Faz15Jou.txt","Sua80Jou.txt",0.464777241830421
"811","Cam90Jou.txt","Sch12Reg.txt",0.464702124443989
"702","Bre00Cyb.txt","Pop74Sov.txt",0.463768951197769
"529","Bla03Jou.txt","Mor13Tex.txt",0.46359602899606
"651","Bra99Jou.txt","Roz11Ame.txt",0.463321886760919
"892","Cra05Con.txt","Kum14Jou.txt",0.462930504232884
"1822","Luc14Eco.txt","Man16Reg.txt",0.462579532649427
"277","Arr12Reg.txt","Gie10Jou.txt",0.462557582077499
"305","Arr12Reg.txt","Ros80Jou.txt",0.462433793101496
"1710","Knu01Ame.txt","Ziq16Asi.txt",0.462356190281669
"382","Ben07Com.txt","Cam90Jou.txt",0.462224301541323
"838","Cie16Mis.txt","Iye13Eur.txt",0.461733658854566
"859","Cie16Mis.txt","Pum15Cyb.txt",0.461583266136093
"565","Bos08Reg.txt","Gan06Eco.txt",0.461293638481037
"10","Alp89Jou.txt","Bra99Jou.txt",0.461150162247486
"562","Bos08Reg.txt","Faz15Jou.txt",0.461145549077775
"732","Bre15Int.txt","Gul12Age.txt",0.461138090135055
"1830","Luc14Eco.txt","Par83Jou.txt",0.460820888118468
"355","Bat01Urb.txt","Mor13Tex.txt",0.460385721681998
"351","Bat01Urb.txt","Mal80Env.txt",0.46035884874149
"1948","Mor13Tex.txt","She12Com.txt",0.460335808881866
"2040","Par83Jou.txt","Ziq16Asi.txt",0.460318512858247
"1155","Ett87Env.txt","Ziq16Asi.txt",0.460044832667778
"1116","Ett87Env.txt","Gan13Eco.txt",0.459847269724946
"1944","Mor13Tex.txt","Pum15Cyb.txt",0.459807357263757
"179","And05Reg.txt","Pen10Phy.txt",0.459791138551481
"99","Ama14Int.txt","Knu01Ame.txt",0.459740070356981
"1217","Faz15Jou.txt","Luc14Eco.txt",0.459600500748934
"773","Cam90Jou.txt","Eec04The.txt",0.459352307983376
"106","Ama14Int.txt","Man16Reg.txt",0.459301838365087
"621","Bra99Jou.txt","Gan13Eco.txt",0.458417252005788
"1378","Gan13Eco.txt","Li_16Wor.txt",0.457968171640792
"1463","Gon10Jou.txt","Oka79Reg.txt",0.457848280121993
"738","Bre15Int.txt","Kru96Jou.txt",0.457705439595635
"846","Cie16Mis.txt","Mal80Env.txt",0.457655654370465
"1950","Mor13Tex.txt","Soo05Reg.txt",0.457550987708519
"292","Arr12Reg.txt","Man16Reg.txt",0.457490473539999
"309","Arr12Reg.txt","Son02Urb.txt",0.456930001230985
"1846","Mal80Env.txt","Man16Reg.txt",0.456821009933944
"1894","Mir86Urb.txt","Mor13Tex.txt",0.456349116044246
"2008","Nis08Jou.txt","XuZ09Urb.txt",0.456224422253291
"1615","Ign15Dis.txt","Ven13Oec.txt",0.456039899334685
"1437","Gie10Jou.txt","Soo05Reg.txt",0.455938183160584
"1785","LeG08Emp.txt","Roz11Ame.txt",0.455855985304513
"630","Bra99Jou.txt","Knu01Ame.txt",0.45578606188606
"1213","Faz15Jou.txt","Kru96Jou.txt",0.455617387017151
"760","Bre15Int.txt","She12Com.txt",0.45545418498543
"1915","Mod15Qua.txt","Mor13Tex.txt",0.455421891254263
"1721","Kru96Jou.txt","Nau03Jou.txt",0.455344213726674
"1307","Gab99Qua.txt","Nau03Jou.txt",0.455293565943515
"2100","Ros80Jou.txt","Ziq16Asi.txt",0.455290555462329
"951","Del04Con.txt","Nau03Jou.txt",0.453924006504024
"1687","Knu01Ame.txt","Man16Reg.txt",0.453804464015174
"1055","Dim09Urb.txt","Roz11Ame.txt",0.453585887171153
"1361","Gan06Eco.txt","Soo07Urb.txt",0.453124482000253
"1862","Mal80Env.txt","She12Com.txt",0.452848481356577
"1342","Gan06Eco.txt","Man16Reg.txt",0.452801651018326
"2035","Par83Jou.txt","Soo05Reg.txt",0.452236642270385
"1070","Eec04The.txt","Gan06Eco.txt",0.452197697632722
"14","Alp89Jou.txt","Cie16Mis.txt",0.452151717369955
"203","Ara14Eco.txt","Cie16Mis.txt",0.451551084478334
"1857","Mal80Env.txt","Pop74Sov.txt",0.45146300393803
"1864","Mal80Env.txt","Soo05Reg.txt",0.451123993205158
"1227","Faz15Jou.txt","Par83Jou.txt",0.451091713922398
"1652","Kam90Jou.txt","Kum14Jou.txt",0.450806076507272
"1238","Faz15Jou.txt","Soo07Urb.txt",0.450715822982733
"1917","Mod15Qua.txt","Nau03Jou.txt",0.450695743280787
"1044","Dim09Urb.txt","Mor13Tex.txt",0.450638711574156
"1990","Nau03Jou.txt","Ven13Oec.txt",0.450634036059446
"1146","Ett87Env.txt","Roz11Ame.txt",0.450529260881419
"469","Ber12Cit.txt","Man16Reg.txt",0.449967406618873
"2122","She12Com.txt","Ven13Oec.txt",0.449865252112333
"1345","Gan06Eco.txt","Mor13Tex.txt",0.449829148999801
"1207","Faz15Jou.txt","Gul12Age.txt",0.449774356773072
"215","Ara14Eco.txt","Gan13Eco.txt",0.44962974477802
"1240","Faz15Jou.txt","Ven13Oec.txt",0.449219743037575
"788","Cam90Jou.txt","Kam90Jou.txt",0.449017048440907
"1753","Kum14Jou.txt","Par85Jou.txt",0.448991875936084
"1141","Ett87Env.txt","Par85Jou.txt",0.44871241784325
"675","Bre00Cyb.txt","Gan13Eco.txt",0.448422818083372
"1920","Mod15Qua.txt","Par83Jou.txt",0.447917246095051
"28","Alp89Jou.txt","Gon10Jou.txt",0.447704091312212
"134","And05Reg.txt","Ber12Cit.txt",0.447685728986902
"29","Alp89Jou.txt","Gue95Urb.txt",0.447419216981851
"2037","Par83Jou.txt","Sua80Jou.txt",0.447212939747372
"409","Ben07Com.txt","Luc14Eco.txt",0.447075006559339
"2091","Ros80Jou.txt","Roz11Ame.txt",0.446950646565347
"900","Cra05Con.txt","Mor13Tex.txt",0.44674237059063
"2015","Oka79Reg.txt","Ros80Jou.txt",0.446067939822142
"117","Ama14Int.txt","Pop74Sov.txt",0.445998848740748
"319","Bat01Urb.txt","Bos08Reg.txt",0.445886783916255
"464","Ber12Cit.txt","Kum14Jou.txt",0.445884244055707
"2053","Par85Jou.txt","XuZ09Urb.txt",0.445843666920837
"1329","Gan06Eco.txt","Gue95Urb.txt",0.445463194274204
"455","Ber12Cit.txt","Gon10Jou.txt",0.445416796533544
"939","Del04Con.txt","Knu01Ame.txt",0.445338642562189
"1777","LeG08Emp.txt","Nis08Jou.txt",0.445286960396108
"115","Ama14Int.txt","Par85Jou.txt",0.445204453052925
"1389","Gan13Eco.txt","Par83Jou.txt",0.445169565584521
"1490","Gue95Urb.txt","Luc14Eco.txt",0.445004887578254
"349","Bat01Urb.txt","Li_16Wor.txt",0.444489337688376
"1206","Faz15Jou.txt","Gue95Urb.txt",0.44439575256577
"855","Cie16Mis.txt","Par83Jou.txt",0.443924944370277
"1637","Iye13Eur.txt","Pop74Sov.txt",0.443693214709803
"1318","Gab99Qua.txt","She12Com.txt",0.443512665360087
"1112","Ett87Env.txt","Faz15Jou.txt",0.443437353053293
"178","And05Reg.txt","Par85Jou.txt",0.443296026862632
"1534","Gul12Age.txt","Oka79Reg.txt",0.443044879498117
"1226","Faz15Jou.txt","Oka79Reg.txt",0.443042548637986
"1168","Ezz15Rev.txt","Kam90Jou.txt",0.44294585142246
"854","Cie16Mis.txt","Oka79Reg.txt",0.442867598082662
"457","Ber12Cit.txt","Gul12Age.txt",0.442455211034673
"1379","Gan13Eco.txt","Luc14Eco.txt",0.442381835133023
"193","Ara14Eco.txt","Arr12Reg.txt",0.442144369210374
"1359","Gan06Eco.txt","Son02Urb.txt",0.44163813534935
"2046","Par85Jou.txt","Sch12Reg.txt",0.441099980061928
"95","Ama14Int.txt","Hol10Nat.txt",0.441082465290383
"2044","Par85Jou.txt","Ros80Jou.txt",0.440701733332304
"343","Bat01Urb.txt","Iye13Eur.txt",0.440492372632142
"1700","Knu01Ame.txt","Ros80Jou.txt",0.440404072660702
"1885","Man16Reg.txt","She12Com.txt",0.440278467409796
"120","Ama14Int.txt","Roz11Ame.txt",0.44007264314224
"346","Bat01Urb.txt","Kru96Jou.txt",0.439922506230148
"404","Ben07Com.txt","Knu01Ame.txt",0.439913202932805
"2031","Par83Jou.txt","Roz11Ame.txt",0.439679268842497
"1771","LeG08Emp.txt","Man16Reg.txt",0.439647604097856
"41","Alp89Jou.txt","Mal80Env.txt",0.439615303342997
"1094","Eec04The.txt","Oka79Reg.txt",0.439419288323752
"1936","Mor13Tex.txt","Mor13Tow.txt",0.439335402952833
"1424","Gie10Jou.txt","Nau03Jou.txt",0.439046752038901
"2073","Pop74Sov.txt","Son02Urb.txt",0.439014539506425
"914","Cra05Con.txt","Son02Urb.txt",0.438923581645611
"589","Bos08Reg.txt","Oka79Reg.txt",0.43881910139531
"830","Cie16Mis.txt","Gan06Eco.txt",0.438760239943851
"790","Cam90Jou.txt","Kru96Jou.txt",0.438674638771209
"2023","Oka79Reg.txt","Ven13Oec.txt",0.43859224498785
"723","Bre15Int.txt","Ezz15Rev.txt",0.438568052261705
"331","Bat01Urb.txt","Ezz15Rev.txt",0.438561572810452
"395","Ben07Com.txt","Gan13Eco.txt",0.438480356453405
"1709","Knu01Ame.txt","XuZ09Urb.txt",0.438453640549266
"1887","Man16Reg.txt","Soo05Reg.txt",0.43836210104197
"1678","Kam90Jou.txt","Ven13Oec.txt",0.438054381119341
"1309","Gab99Qua.txt","Oka79Reg.txt",0.437778301994464
"1660","Kam90Jou.txt","Mor13Tex.txt",0.437665099394275
"414","Ben07Com.txt","Mor13Tex.txt",0.437664092863486
