"","i","j","cosSimTerm"
"1711","Kru96Jou.txt","Kum14Jou.txt",0.603772062062204
"1591","Ign15Dis.txt","Li_16Wor.txt",0.603634020941815
"967","Del04Con.txt","Ven13Oec.txt",0.603154252526832
"186","And05Reg.txt","Son02Urb.txt",0.602860664560102
"1077","Eec04The.txt","Ign15Dis.txt",0.602774545370761
"1122","Ett87Env.txt","Ign15Dis.txt",0.602567248667876
"1018","Dim09Urb.txt","Eec04The.txt",0.601854023787084
"1161","Ezz15Rev.txt","Gie10Jou.txt",0.601666151880261
"187","And05Reg.txt","Soo05Reg.txt",0.601483510361353
"1540","Gul12Age.txt","Ros80Jou.txt",0.601410996551966
"1799","Li_16Wor.txt","Mod15Qua.txt",0.601405765591056
"2134","Soo05Reg.txt","XuZ09Urb.txt",0.600889988351566
"994","Del13Eur.txt","Man16Reg.txt",0.600878904230832
"1783","LeG08Emp.txt","Pum15Cyb.txt",0.600570895170969
"2083","Pum15Cyb.txt","She12Com.txt",0.600556344139603
"1128","Ett87Env.txt","LeG08Emp.txt",0.599995433858131
"430","Ben07Com.txt","Soo07Urb.txt",0.599595327387464
"1032","Dim09Urb.txt","Iye13Eur.txt",0.599454864195673
"1890","Man16Reg.txt","Ven13Oec.txt",0.599327425798883
"710","Bre00Cyb.txt","Soo07Urb.txt",0.5991791859875
"1474","Gon10Jou.txt","Soo05Reg.txt",0.598995771589359
"1735","Kru96Jou.txt","Soo07Urb.txt",0.598763413553352
"1740","Kum14Jou.txt","LeG08Emp.txt",0.59806395812533
"1036","Dim09Urb.txt","Kum14Jou.txt",0.597991469838316
"665","Bre00Cyb.txt","Del04Con.txt",0.597596355656132
"1517","Gul12Age.txt","Ign15Dis.txt",0.597418227577464
"525","Bla03Jou.txt","Mal80Env.txt",0.597304510739914
"550","Bos08Reg.txt","Bra99Jou.txt",0.596370363930624
"198","Ara14Eco.txt","Bos08Reg.txt",0.596361519742251
"1419","Gie10Jou.txt","Man16Reg.txt",0.596011953558935
"270","Arr12Reg.txt","Ett87Env.txt",0.595973457727708
"1947","Mor13Tex.txt","Sch12Reg.txt",0.595656061981317
"1140","Ett87Env.txt","Par83Jou.txt",0.595491732720295
"704","Bre00Cyb.txt","Ros80Jou.txt",0.595440463816924
"1953","Mor13Tex.txt","Ven13Oec.txt",0.5951732887883
"1436","Gie10Jou.txt","Son02Urb.txt",0.595060539507829
"177","And05Reg.txt","Par83Jou.txt",0.594625468786978
"583","Bos08Reg.txt","Mir86Urb.txt",0.594547570925817
"1631","Iye13Eur.txt","Nau03Jou.txt",0.594545736652157
"1065","Eec04The.txt","Ett87Env.txt",0.594442012139858
"543","Bla03Jou.txt","Son02Urb.txt",0.594328877834333
"219","Ara14Eco.txt","Gul12Age.txt",0.594266714178655
"1702","Knu01Ame.txt","Sch12Reg.txt",0.594036137995818
"217","Ara14Eco.txt","Gon10Jou.txt",0.593936524928351
"1464","Gon10Jou.txt","Par83Jou.txt",0.593845705753547
"865","Cie16Mis.txt","Soo05Reg.txt",0.593602821040269
"964","Del04Con.txt","Soo05Reg.txt",0.593378822787022
"527","Bla03Jou.txt","Mir86Urb.txt",0.593339246441894
"1786","LeG08Emp.txt","Sch12Reg.txt",0.593086302396333
"829","Cie16Mis.txt","Gab99Qua.txt",0.593044563455909
"1626","Iye13Eur.txt","Man16Reg.txt",0.592853402067859
"294","Arr12Reg.txt","Mod15Qua.txt",0.592517099626504
"1126","Ett87Env.txt","Kru96Jou.txt",0.592470415540024
"1383","Gan13Eco.txt","Mod15Qua.txt",0.592362264589581
"103","Ama14Int.txt","Li_16Wor.txt",0.592153142314282
"1797","Li_16Wor.txt","Man16Reg.txt",0.591914687963891
"584","Bos08Reg.txt","Mod15Qua.txt",0.591865232983851
"539","Bla03Jou.txt","Ros80Jou.txt",0.591732554609487
"649","Bra99Jou.txt","Pum15Cyb.txt",0.591728286362895
"1715","Kru96Jou.txt","Mal80Env.txt",0.591510882647696
"109","Ama14Int.txt","Mor13Tex.txt",0.591479884644533
"1504","Gue95Urb.txt","Pum15Cyb.txt",0.59107579053015
"1178","Ezz15Rev.txt","Mod15Qua.txt",0.590698998432726
"413","Ben07Com.txt","Mod15Qua.txt",0.590395056308638
"1297","Gab99Qua.txt","Kum14Jou.txt",0.590366403313277
"534","Bla03Jou.txt","Par83Jou.txt",0.588749877638436
"1544","Gul12Age.txt","Son02Urb.txt",0.588615199490437
"681","Bre00Cyb.txt","Ign15Dis.txt",0.588104352698138
"833","Cie16Mis.txt","Gon10Jou.txt",0.588089381214275
"1494","Gue95Urb.txt","Mod15Qua.txt",0.587646530331325
"636","Bra99Jou.txt","Mal80Env.txt",0.586863389199807
"1396","Gan13Eco.txt","Sch12Reg.txt",0.586834839168392
"1718","Kru96Jou.txt","Mod15Qua.txt",0.586768838149771
"544","Bla03Jou.txt","Soo05Reg.txt",0.586615963566095
"286","Arr12Reg.txt","Kru96Jou.txt",0.586489723072147
"1809","Li_16Wor.txt","Pum15Cyb.txt",0.586330323498981
"170","And05Reg.txt","Mir86Urb.txt",0.58566342784698
"451","Ber12Cit.txt","Gab99Qua.txt",0.585144277892614
"1884","Man16Reg.txt","Sch12Reg.txt",0.584901588701016
"1414","Gie10Jou.txt","Kum14Jou.txt",0.584239485317498
"141","And05Reg.txt","Cie16Mis.txt",0.583979064574008
"69","Ama14Int.txt","Bat01Urb.txt",0.58390259562546
"976","Del13Eur.txt","Gab99Qua.txt",0.583689248960085
"1133","Ett87Env.txt","Mir86Urb.txt",0.583321916596979
"1638","Iye13Eur.txt","Pum15Cyb.txt",0.583209827429848
"1007","Del13Eur.txt","Ros80Jou.txt",0.583093463593754
"92","Ama14Int.txt","Gon10Jou.txt",0.583052740206997
"389","Ben07Com.txt","Ett87Env.txt",0.582873201650919
"1335","Gan06Eco.txt","Knu01Ame.txt",0.582340048598018
"1149","Ett87Env.txt","Son02Urb.txt",0.582230738501748
"1609","Ign15Dis.txt","Sch12Reg.txt",0.582221665082959
"1847","Mal80Env.txt","Mir86Urb.txt",0.58213207330153
"378","Ben07Com.txt","Bos08Reg.txt",0.581960911428376
"1211","Faz15Jou.txt","Kam90Jou.txt",0.581933277386764
"696","Bre00Cyb.txt","Nau03Jou.txt",0.581728567162652
"832","Cie16Mis.txt","Gie10Jou.txt",0.581680910140523
"1528","Gul12Age.txt","Mir86Urb.txt",0.581627375077088
"831","Cie16Mis.txt","Gan13Eco.txt",0.580785272192841
"528","Bla03Jou.txt","Mod15Qua.txt",0.580720564603887
"1405","Gie10Jou.txt","Gon10Jou.txt",0.58045619455261
"1896","Mir86Urb.txt","Nau03Jou.txt",0.580436568529447
"401","Ben07Com.txt","Ign15Dis.txt",0.579882623507605
"138","And05Reg.txt","Bre00Cyb.txt",0.579736602504108
"1858","Mal80Env.txt","Pum15Cyb.txt",0.579424670237872
"252","Ara14Eco.txt","Ven13Oec.txt",0.579340145821369
"650","Bra99Jou.txt","Ros80Jou.txt",0.57912000171901
"81","Ama14Int.txt","Del13Eur.txt",0.579073703192409
"1495","Gue95Urb.txt","Mor13Tex.txt",0.578876144441877
"1367","Gan13Eco.txt","Gon10Jou.txt",0.57863332038647
"667","Bre00Cyb.txt","Dim09Urb.txt",0.578574056028765
"551","Bos08Reg.txt","Bre00Cyb.txt",0.578491676078383
"304","Arr12Reg.txt","Pum15Cyb.txt",0.578275058037409
"209","Ara14Eco.txt","Ett87Env.txt",0.578072555040218
"159","And05Reg.txt","Ign15Dis.txt",0.577763938995981
"1080","Eec04The.txt","Knu01Ame.txt",0.577659555259085
"638","Bra99Jou.txt","Mir86Urb.txt",0.577420905644843
"1802","Li_16Wor.txt","Nau03Jou.txt",0.577290749138259
"1413","Gie10Jou.txt","Kru96Jou.txt",0.577066205190524
"1744","Kum14Jou.txt","Man16Reg.txt",0.576692243079483
"1482","Gue95Urb.txt","Ign15Dis.txt",0.576465758990829
"1500","Gue95Urb.txt","Par83Jou.txt",0.575929873929626
"260","Arr12Reg.txt","Bra99Jou.txt",0.574519890779374
"575","Bos08Reg.txt","Knu01Ame.txt",0.574498532410921
"2095","Ros80Jou.txt","Soo05Reg.txt",0.574439784169118
"195","Ara14Eco.txt","Ben07Com.txt",0.574284706352445
"428","Ben07Com.txt","Son02Urb.txt",0.574208253612821
"1145","Ett87Env.txt","Ros80Jou.txt",0.573936240902767
"453","Ber12Cit.txt","Gan13Eco.txt",0.573888440236526
"656","Bra99Jou.txt","Soo07Urb.txt",0.573778012447714
"841","Cie16Mis.txt","Kru96Jou.txt",0.573625673895208
"73","Ama14Int.txt","Bos08Reg.txt",0.573555278465031
"999","Del13Eur.txt","Nau03Jou.txt",0.573536247955263
"1602","Ign15Dis.txt","Par83Jou.txt",0.57352631430337
"1854","Mal80Env.txt","Par83Jou.txt",0.573410883441528
"1225","Faz15Jou.txt","Nis08Jou.txt",0.572177858876953
"199","Ara14Eco.txt","Bra99Jou.txt",0.572137400858125
"1844","Luc14Eco.txt","XuZ09Urb.txt",0.572024164903207
"869","Cie16Mis.txt","XuZ09Urb.txt",0.572008662672159
"1488","Gue95Urb.txt","LeG08Emp.txt",0.571924463621808
"669","Bre00Cyb.txt","Ett87Env.txt",0.57185676975908
"653","Bra99Jou.txt","She12Com.txt",0.571734495462202
"1548","Gul12Age.txt","Ven13Oec.txt",0.571680527446626
"1629","Iye13Eur.txt","Mor13Tex.txt",0.571617179172742
"692","Bre00Cyb.txt","Mir86Urb.txt",0.571328864344857
"1779","LeG08Emp.txt","Par83Jou.txt",0.571026270800909
"654","Bra99Jou.txt","Son02Urb.txt",0.570740120828859
"282","Arr12Reg.txt","Ign15Dis.txt",0.570543149077238
"1049","Dim09Urb.txt","Par83Jou.txt",0.570187088264648
"606","Bra99Jou.txt","Bre00Cyb.txt",0.57010155453957
"380","Ben07Com.txt","Bre00Cyb.txt",0.5700019855981
"1205","Faz15Jou.txt","Gon10Jou.txt",0.569931559456239
"524","Bla03Jou.txt","Luc14Eco.txt",0.569890432167147
"1058","Dim09Urb.txt","Son02Urb.txt",0.569835436407424
"685","Bre00Cyb.txt","Kru96Jou.txt",0.569428193179409
"234","Ara14Eco.txt","Mor13Tex.txt",0.569398613756253
"2098","Ros80Jou.txt","Ven13Oec.txt",0.569360293618853
"1733","Kru96Jou.txt","Son02Urb.txt",0.569146979401152
"2029","Par83Jou.txt","Pum15Cyb.txt",0.569113861708006
"1728","Kru96Jou.txt","Pum15Cyb.txt",0.568817045684102
"495","Bla03Jou.txt","Bre00Cyb.txt",0.568723369238671
"1886","Man16Reg.txt","Son02Urb.txt",0.568529676231402
"196","Ara14Eco.txt","Ber12Cit.txt",0.568464498659142
"153","And05Reg.txt","Gan13Eco.txt",0.567956139376584
"1151","Ett87Env.txt","Soo07Urb.txt",0.567920455070002
"1057","Dim09Urb.txt","She12Com.txt",0.567864366195189
"1647","Iye13Eur.txt","Ven13Oec.txt",0.567719240312512
"993","Del13Eur.txt","Mal80Env.txt",0.567462763433263
"1611","Ign15Dis.txt","Son02Urb.txt",0.567430998715274
"221","Ara14Eco.txt","Ign15Dis.txt",0.567048249915489
"2117","Sch12Reg.txt","Ziq16Asi.txt",0.567019518201915
"1054","Dim09Urb.txt","Ros80Jou.txt",0.566989093045998
"205","Ara14Eco.txt","Del04Con.txt",0.566683147748923
"119","Ama14Int.txt","Ros80Jou.txt",0.56631598807522
"1523","Gul12Age.txt","LeG08Emp.txt",0.566162633789489
"1400","Gan13Eco.txt","Soo07Urb.txt",0.566156659067375
"1441","Gie10Jou.txt","XuZ09Urb.txt",0.566152503399271
"307","Arr12Reg.txt","Sch12Reg.txt",0.565103643187678
"300","Arr12Reg.txt","Par83Jou.txt",0.564903394052196
"1642","Iye13Eur.txt","She12Com.txt",0.564578488231975
"953","Del04Con.txt","Oka79Reg.txt",0.564480571728535
"347","Bat01Urb.txt","Kum14Jou.txt",0.564413319948106
"2084","Pum15Cyb.txt","Son02Urb.txt",0.564151767040401
"429","Ben07Com.txt","Soo05Reg.txt",0.564024080173434
"175","And05Reg.txt","Nis08Jou.txt",0.564007515327013
"1610","Ign15Dis.txt","She12Com.txt",0.563917383394205
"1597","Ign15Dis.txt","Mor13Tex.txt",0.563624939030632
"658","Bra99Jou.txt","Ven13Oec.txt",0.563602987344834
"639","Bra99Jou.txt","Mod15Qua.txt",0.563595985521167
"1374","Gan13Eco.txt","Knu01Ame.txt",0.563384692287382
"1706","Knu01Ame.txt","Soo07Urb.txt",0.562998245120613
"274","Arr12Reg.txt","Gab99Qua.txt",0.562968748865541
"1101","Eec04The.txt","Roz11Ame.txt",0.562776117912984
"484","Ber12Cit.txt","Sch12Reg.txt",0.56259768960925
"1515","Gue95Urb.txt","Ziq16Asi.txt",0.562460128392928
"1800","Li_16Wor.txt","Mor13Tex.txt",0.562353395098782
"1059","Dim09Urb.txt","Soo05Reg.txt",0.562035997987221
"687","Bre00Cyb.txt","LeG08Emp.txt",0.561831700600988
"66","Ama14Int.txt","And05Reg.txt",0.56177717821315
"167","And05Reg.txt","Luc14Eco.txt",0.561771480664764
"823","Cie16Mis.txt","Dim09Urb.txt",0.561394571660941
"1319","Gab99Qua.txt","Son02Urb.txt",0.561386950178788
"2105","Roz11Ame.txt","Soo07Urb.txt",0.561348811488358
"1499","Gue95Urb.txt","Oka79Reg.txt",0.56102816279469
"1456","Gon10Jou.txt","Man16Reg.txt",0.56094977833952
"1292","Gab99Qua.txt","Ign15Dis.txt",0.56094212956758
"130","And05Reg.txt","Ara14Eco.txt",0.560690207809499
"1853","Mal80Env.txt","Oka79Reg.txt",0.559632992691729
"2112","Sch12Reg.txt","Soo05Reg.txt",0.559409326560048
"1729","Kru96Jou.txt","Ros80Jou.txt",0.559161815971876
"100","Ama14Int.txt","Kru96Jou.txt",0.559130340619772
"1357","Gan06Eco.txt","Sch12Reg.txt",0.5591118424409
"1422","Gie10Jou.txt","Mor13Tex.txt",0.558840274737917
"1293","Gab99Qua.txt","Iye13Eur.txt",0.558784564526225
"1595","Ign15Dis.txt","Mir86Urb.txt",0.558107596884206
"185","And05Reg.txt","She12Com.txt",0.558091111595826
"2086","Pum15Cyb.txt","Soo07Urb.txt",0.557890995146592
"944","Del04Con.txt","Luc14Eco.txt",0.557655462039569
"1181","Ezz15Rev.txt","Nau03Jou.txt",0.557591458741811
"1194","Ezz15Rev.txt","Soo05Reg.txt",0.557532777852758
"1042","Dim09Urb.txt","Mir86Urb.txt",0.557386957793292
"984","Del13Eur.txt","Ign15Dis.txt",0.557302556454033
"1454","Gon10Jou.txt","Luc14Eco.txt",0.557291965002866
"1062","Dim09Urb.txt","Ven13Oec.txt",0.556351014572949
"784","Cam90Jou.txt","Gul12Age.txt",0.556122346968423
"240","Ara14Eco.txt","Par85Jou.txt",0.555944598643688
"1954","Mor13Tex.txt","XuZ09Urb.txt",0.55582608749665
"582","Bos08Reg.txt","Man16Reg.txt",0.555657740185191
"1083","Eec04The.txt","LeG08Emp.txt",0.555640284289065
"1459","Gon10Jou.txt","Mor13Tex.txt",0.555257087897512
"1172","Ezz15Rev.txt","LeG08Emp.txt",0.554922779626953
"1497","Gue95Urb.txt","Nau03Jou.txt",0.554575068894292
"423","Ben07Com.txt","Pum15Cyb.txt",0.554197241951688
"1663","Kam90Jou.txt","Nis08Jou.txt",0.554195574000444
"655","Bra99Jou.txt","Soo05Reg.txt",0.55395517033364
"1756","Kum14Jou.txt","Pum15Cyb.txt",0.553625834022273
"197","Ara14Eco.txt","Bla03Jou.txt",0.553309828165664
"407","Ben07Com.txt","LeG08Emp.txt",0.552897782186385
"1148","Ett87Env.txt","She12Com.txt",0.552888353231493
"926","Del04Con.txt","Faz15Jou.txt",0.552887886753483
"824","Cie16Mis.txt","Eec04The.txt",0.552664767424308
"230","Ara14Eco.txt","Mal80Env.txt",0.552444030313202
"74","Ama14Int.txt","Bra99Jou.txt",0.552314438534847
"1301","Gab99Qua.txt","Mal80Env.txt",0.55216596581984
"1849","Mal80Env.txt","Mor13Tex.txt",0.552054250903815
"978","Del13Eur.txt","Gan13Eco.txt",0.552029510462468
"1588","Ign15Dis.txt","Kru96Jou.txt",0.551819272508587
"839","Cie16Mis.txt","Kam90Jou.txt",0.551312224267275
"1988","Nau03Jou.txt","Soo07Urb.txt",0.551191492419003
"1712","Kru96Jou.txt","LeG08Emp.txt",0.55051676109795
"310","Arr12Reg.txt","Soo05Reg.txt",0.550469086634741
"627","Bra99Jou.txt","Ign15Dis.txt",0.550172785392793
"1071","Eec04The.txt","Gan13Eco.txt",0.549594295082842
"279","Arr12Reg.txt","Gue95Urb.txt",0.548996238469822
"256","Arr12Reg.txt","Ben07Com.txt",0.548990921936702
"694","Bre00Cyb.txt","Mor13Tex.txt",0.548914606222596
"1403","Gan13Eco.txt","XuZ09Urb.txt",0.54879967200695
"1095","Eec04The.txt","Par83Jou.txt",0.548721040430907
"1472","Gon10Jou.txt","She12Com.txt",0.548659675411323
"666","Bre00Cyb.txt","Del13Eur.txt",0.548555594789524
"1982","Nau03Jou.txt","Ros80Jou.txt",0.548098535664197
"213","Ara14Eco.txt","Gab99Qua.txt",0.548079551736459
"161","And05Reg.txt","Kam90Jou.txt",0.547704896642168
"123","Ama14Int.txt","Son02Urb.txt",0.547447803197194
"280","Arr12Reg.txt","Gul12Age.txt",0.547384328675293
"587","Bos08Reg.txt","Nau03Jou.txt",0.547380546756712
"339","Bat01Urb.txt","Gue95Urb.txt",0.54728031709846
"506","Bla03Jou.txt","Faz15Jou.txt",0.547121545877266
"554","Bos08Reg.txt","Cie16Mis.txt",0.547058120310873
"1192","Ezz15Rev.txt","She12Com.txt",0.5469520164316
"1752","Kum14Jou.txt","Par83Jou.txt",0.54680030567812
"1593","Ign15Dis.txt","Mal80Env.txt",0.546751611654141
"216","Ara14Eco.txt","Gie10Jou.txt",0.546458044634723
"1008","Del13Eur.txt","Roz11Ame.txt",0.546454908999008
"432","Ben07Com.txt","Ven13Oec.txt",0.546290228579551
"1746","Kum14Jou.txt","Mod15Qua.txt",0.546204539567212
"609","Bra99Jou.txt","Cie16Mis.txt",0.546131140566889
"1315","Gab99Qua.txt","Ros80Jou.txt",0.54601284638669
"1675","Kam90Jou.txt","Soo05Reg.txt",0.545574054355698
"276","Arr12Reg.txt","Gan13Eco.txt",0.545464349414695
"1634","Iye13Eur.txt","Par83Jou.txt",0.545172216647689
"1848","Mal80Env.txt","Mod15Qua.txt",0.544791126633466
"1110","Eec04The.txt","Ziq16Asi.txt",0.544639496209759
"921","Del04Con.txt","Del13Eur.txt",0.544619107933503
"605","Bos08Reg.txt","Ziq16Asi.txt",0.544488374967018
"2118","She12Com.txt","Son02Urb.txt",0.544407217726648
"295","Arr12Reg.txt","Mor13Tex.txt",0.544103545432352
"1929","Mod15Qua.txt","Son02Urb.txt",0.544030452133341
"988","Del13Eur.txt","Kru96Jou.txt",0.54360280409985
"1770","LeG08Emp.txt","Mal80Env.txt",0.543481926547569
"1406","Gie10Jou.txt","Gue95Urb.txt",0.543262239392638
"225","Ara14Eco.txt","Kru96Jou.txt",0.543210008120292
"938","Del04Con.txt","Kam90Jou.txt",0.543093931057658
"1628","Iye13Eur.txt","Mod15Qua.txt",0.542518812696796
"1314","Gab99Qua.txt","Pum15Cyb.txt",0.542117980572973
"154","And05Reg.txt","Gie10Jou.txt",0.541971591833018
"144","And05Reg.txt","Del13Eur.txt",0.541855026844784
"1448","Gon10Jou.txt","Kam90Jou.txt",0.54179493304725
"1384","Gan13Eco.txt","Mor13Tex.txt",0.54168771418667
"560","Bos08Reg.txt","Ett87Env.txt",0.540668519401397
"1991","Nau03Jou.txt","XuZ09Urb.txt",0.540622287921433
"410","Ben07Com.txt","Mal80Env.txt",0.540461280083668
"1607","Ign15Dis.txt","Ros80Jou.txt",0.540171034047781
"930","Del04Con.txt","Gan13Eco.txt",0.54015552262135
"1681","Knu01Ame.txt","Kru96Jou.txt",0.540093890499243
"1790","LeG08Emp.txt","Soo07Urb.txt",0.539620356125283
"84","Ama14Int.txt","Ett87Env.txt",0.539488867248087
"1955","Mor13Tex.txt","Ziq16Asi.txt",0.539457403595713
"1622","Iye13Eur.txt","LeG08Emp.txt",0.539426685850208
"1039","Dim09Urb.txt","Luc14Eco.txt",0.53921079901265
"311","Arr12Reg.txt","Soo07Urb.txt",0.538636898486778
"2032","Par83Jou.txt","Sch12Reg.txt",0.538496368553498
"635","Bra99Jou.txt","Luc14Eco.txt",0.538341802928258
"291","Arr12Reg.txt","Mal80Env.txt",0.538166188466967
"699","Bre00Cyb.txt","Par83Jou.txt",0.538087339248231
"1375","Gan13Eco.txt","Kru96Jou.txt",0.53746751699693
"2080","Pum15Cyb.txt","Ros80Jou.txt",0.537447837735327
"617","Bra99Jou.txt","Faz15Jou.txt",0.537442857272805
"1717","Kru96Jou.txt","Mir86Urb.txt",0.537415692960335
"962","Del04Con.txt","She12Com.txt",0.537366312694046
"714","Bre00Cyb.txt","Ziq16Asi.txt",0.537298540958489
"1867","Mal80Env.txt","Ven13Oec.txt",0.537274748713675
"1749","Kum14Jou.txt","Nau03Jou.txt",0.537130676751159
"2139","Soo07Urb.txt","Ziq16Asi.txt",0.536761032984166
"1596","Ign15Dis.txt","Mod15Qua.txt",0.535959756524706
"1768","LeG08Emp.txt","Li_16Wor.txt",0.535144369701669
"1529","Gul12Age.txt","Mod15Qua.txt",0.534747012822267
"740","Bre15Int.txt","LeG08Emp.txt",0.534719443346354
"987","Del13Eur.txt","Knu01Ame.txt",0.534107972292926
"734","Bre15Int.txt","Ign15Dis.txt",0.534099856708729
"1775","LeG08Emp.txt","Mor13Tow.txt",0.533810135239407
"822","Cie16Mis.txt","Del13Eur.txt",0.533606496016886
"1903","Mir86Urb.txt","Pum15Cyb.txt",0.533563399456994
"1945","Mor13Tex.txt","Ros80Jou.txt",0.532955497825085
"419","Ben07Com.txt","Par83Jou.txt",0.532704603107428
"840","Cie16Mis.txt","Knu01Ame.txt",0.532087226091742
"2107","Roz11Ame.txt","Ven13Oec.txt",0.532041950949984
"1787","LeG08Emp.txt","She12Com.txt",0.531817784169153
"1096","Eec04The.txt","Par85Jou.txt",0.531365823971951
"996","Del13Eur.txt","Mod15Qua.txt",0.531356555926055
"1525","Gul12Age.txt","Luc14Eco.txt",0.531139932276928
"82","Ama14Int.txt","Dim09Urb.txt",0.53094034141382
"1872","Man16Reg.txt","Mor13Tex.txt",0.530762754063982
"1813","Li_16Wor.txt","She12Com.txt",0.530555199368508
"826","Cie16Mis.txt","Ezz15Rev.txt",0.530519259916014
"1869","Mal80Env.txt","Ziq16Asi.txt",0.530426156499723
"70","Ama14Int.txt","Ben07Com.txt",0.530156792573858
"272","Arr12Reg.txt","Faz15Jou.txt",0.529964601977221
"1758","Kum14Jou.txt","Roz11Ame.txt",0.529653936238195
"2006","Nis08Jou.txt","Sua80Jou.txt",0.528836566135954
"1815","Li_16Wor.txt","Soo05Reg.txt",0.528760251584309
"1564","Hol10Nat.txt","Mor13Tex.txt",0.52874143114839
"969","Del04Con.txt","Ziq16Asi.txt",0.528462350752966
"1410","Gie10Jou.txt","Iye13Eur.txt",0.527440424164146
"982","Del13Eur.txt","Gul12Age.txt",0.527199047147664
"498","Bla03Jou.txt","Cie16Mis.txt",0.526782823208219
"233","Ara14Eco.txt","Mod15Qua.txt",0.526702161183456
"946","Del04Con.txt","Man16Reg.txt",0.526391261848428
"1470","Gon10Jou.txt","Roz11Ame.txt",0.526159312611803
"2110","Sch12Reg.txt","She12Com.txt",0.525940581271176
"1716","Kru96Jou.txt","Man16Reg.txt",0.525703609838491
"1543","Gul12Age.txt","She12Com.txt",0.525658391960229
"2130","Son02Urb.txt","Ziq16Asi.txt",0.525373899589037
"207","Ara14Eco.txt","Dim09Urb.txt",0.524755769167864
"2145","XuZ09Urb.txt","Ziq16Asi.txt",0.524392639942942
"1105","Eec04The.txt","Soo05Reg.txt",0.524369442113256
"2101","Roz11Ame.txt","Sch12Reg.txt",0.524163186398543
"842","Cie16Mis.txt","Kum14Jou.txt",0.524022187918968
"1234","Faz15Jou.txt","Sch12Reg.txt",0.523569459512032
"1021","Dim09Urb.txt","Faz15Jou.txt",0.523550162370958
"231","Ara14Eco.txt","Man16Reg.txt",0.523528252637201
"1026","Dim09Urb.txt","Gie10Jou.txt",0.523154384801278
"2133","Soo05Reg.txt","Ven13Oec.txt",0.523140283242207
"284","Arr12Reg.txt","Kam90Jou.txt",0.523055944500986
"547","Bla03Jou.txt","Ven13Oec.txt",0.523029942134808
"629","Bra99Jou.txt","Kam90Jou.txt",0.522889216034224
"1485","Gue95Urb.txt","Knu01Ame.txt",0.522701485477913
"1298","Gab99Qua.txt","LeG08Emp.txt",0.522542989016143
"261","Arr12Reg.txt","Bre00Cyb.txt",0.522541354487894
"269","Arr12Reg.txt","Eec04The.txt",0.522493859241336
"1114","Ett87Env.txt","Gab99Qua.txt",0.522478040097257
"2108","Roz11Ame.txt","XuZ09Urb.txt",0.522452336154068
"501","Bla03Jou.txt","Del13Eur.txt",0.522253240684188
"72","Ama14Int.txt","Bla03Jou.txt",0.522228321690229
"673","Bre00Cyb.txt","Gab99Qua.txt",0.52210280194456
"1925","Mod15Qua.txt","Ros80Jou.txt",0.521918360099387
"1184","Ezz15Rev.txt","Par83Jou.txt",0.52177240254366
"247","Ara14Eco.txt","She12Com.txt",0.521422093911765
"662","Bre00Cyb.txt","Cam90Jou.txt",0.521174317156708
"2119","She12Com.txt","Soo05Reg.txt",0.52117110680063
"1190","Ezz15Rev.txt","Roz11Ame.txt",0.520775464984302
"287","Arr12Reg.txt","Kum14Jou.txt",0.520541362445075
"578","Bos08Reg.txt","LeG08Emp.txt",0.520141767701353
"1682","Knu01Ame.txt","Kum14Jou.txt",0.519980796588039
"1376","Gan13Eco.txt","Kum14Jou.txt",0.519743264716154
"949","Del04Con.txt","Mor13Tex.txt",0.519287209412319
"637","Bra99Jou.txt","Man16Reg.txt",0.519268491341521
"488","Ber12Cit.txt","Soo07Urb.txt",0.519163226704085
"102","Ama14Int.txt","LeG08Emp.txt",0.518717400742689
"1599","Ign15Dis.txt","Nau03Jou.txt",0.518588400488816
"1099","Eec04The.txt","Pum15Cyb.txt",0.518564076957669
"572","Bos08Reg.txt","Ign15Dis.txt",0.518399148039398
"1672","Kam90Jou.txt","Sch12Reg.txt",0.518213758420964
"835","Cie16Mis.txt","Gul12Age.txt",0.5181943092735
"243","Ara14Eco.txt","Pum15Cyb.txt",0.518161678083931
"1892","Man16Reg.txt","Ziq16Asi.txt",0.518139849329621
"1811","Li_16Wor.txt","Roz11Ame.txt",0.517736778396005
"1492","Gue95Urb.txt","Man16Reg.txt",0.517629762629333
"1834","Luc14Eco.txt","Pum15Cyb.txt",0.517231216818686
"308","Arr12Reg.txt","She12Com.txt",0.517206657049225
"2125","Son02Urb.txt","Soo05Reg.txt",0.517109791121133
"1689","Knu01Ame.txt","Mod15Qua.txt",0.517005780814626
"1025","Dim09Urb.txt","Gan13Eco.txt",0.51678972582529
"849","Cie16Mis.txt","Mod15Qua.txt",0.516651402394487
"1241","Faz15Jou.txt","XuZ09Urb.txt",0.516509325816053
"1150","Ett87Env.txt","Soo05Reg.txt",0.516336992638389
"383","Ben07Com.txt","Cie16Mis.txt",0.516151444050227
"176","And05Reg.txt","Oka79Reg.txt",0.51607020975154
"827","Cie16Mis.txt","Faz15Jou.txt",0.516039933158872
"1837","Luc14Eco.txt","Sch12Reg.txt",0.51595302615915
"1993","Nis08Jou.txt","Oka79Reg.txt",0.51590137250546
"1978","Nau03Jou.txt","Par85Jou.txt",0.515751337125139
"2120","She12Com.txt","Soo07Urb.txt",0.515694848707429
"1103","Eec04The.txt","She12Com.txt",0.515369046735591
"67","Ama14Int.txt","Ara14Eco.txt",0.514835611835903
