"","i","j","diff_sd"
"2014","Pop74Sov","Ziq16Asi",0.523510615228278
"1676","Kum14Jou","Li_16Wor",0.525196559564583
"1366","Gon10Jou","Pum15Cyb",0.525925098610626
"1693","Kum14Jou","Roz11Ame",0.527328014518084
"488","Bra99Jou","Cie16Mis",0.527615182260222
"1393","Gue95Urb","Mod15Qua",0.530185775216613
"920","Dim09Urb","Kam90Jou",0.531511862625558
"500","Bra99Jou","Gan13Eco",0.534096960285701
"881","Del13Eur","Man16Reg",0.534108681686667
"994","Eec04The","Soo05Reg",0.534560274360078
"533","Bra99Jou","She12Com",0.536296840883322
"1970","Par83Jou","Soo05Reg",0.536400535400567
"461","Bos08Reg","Man16Reg",0.538739102369675
"1022","Ett87Env","Man16Reg",0.539959717003213
"1069","Ezz15Rev","Mod15Qua",0.540249840181942
"1341","Gon10Jou","Gul12Age",0.545027067570971
"1363","Gon10Jou","Par85Jou",0.551243796686841
"337","Ber12Cit","Kam90Jou",0.551817937322564
"621","Bre15Int","Kum14Jou",0.554145428838974
"1350","Gon10Jou","LeG08Emp",0.554205128484504
"2008","Pop74Sov","Son02Urb",0.554240101873194
"1738","Li_16Wor","Nis08Jou",0.555099203746605
"244","Ara14Eco","Son02Urb",0.555694047278204
"1866","Mod15Qua","Soo07Urb",0.556468786646474
"1935","Nis08Jou","Roz11Ame",0.557230658700107
"43","Alp89Jou","Mod15Qua",0.557502050041429
"1318","Gie10Jou","Mod15Qua",0.558223544196567
"770","Cra05Con","Hol10Nat",0.558409595687661
"1375","Gon10Jou","Ven13Oec",0.558713504367029
"122","Ama14Int","Soo05Reg",0.559576570933494
"1827","Man16Reg","Ziq16Asi",0.560040037568242
"1884","Mor13Tex","Son02Urb",0.563481514495818
"168","And05Reg","Mod15Qua",0.564152660699527
"1565","Kam90Jou","Mor13Tow",0.566540578984681
"749","Cie16Mis","Soo05Reg",0.567796192436889
"924","Dim09Urb","Kum14Jou",0.56916079264045
"892","Del13Eur","Pop74Sov",0.570638104026632
"1376","Gon10Jou","XuZ09Urb",0.570650859362844
"1996","Pen10Phy","Son02Urb",0.571870318080246
"201","Ara14Eco","Del13Eur",0.572092049431642
"1732","Li_16Wor","Man16Reg",0.573541714199915
"1295","Gan13Eco","Soo05Reg",0.574277970462368
"493","Bra99Jou","Eec04The",0.574741284536744
"472","Bos08Reg","Pop74Sov",0.575268524709639
"1818","Man16Reg","Roz11Ame",0.575673169153417
"2054","She12Com","Soo05Reg",0.576477851059988
"1033","Ett87Env","Pop74Sov",0.576489139343177
"193","Ara14Eco","Bos08Reg",0.576722470114649
"204","Ara14Eco","Ett87Env",0.577943084748188
"1367","Gon10Jou","Ros80Jou",0.578318009952706
"1944","Nis08Jou","Ziq16Asi",0.578482548021552
"884","Del13Eur","Mor13Tex",0.579879516649256
"1474","Hol10Nat","Pum15Cyb",0.583358561786036
"632","Bre15Int","Nis08Jou",0.584048073020996
"464","Bos08Reg","Mor13Tex",0.584509937332263
"1624","Kra98Urb","Mod15Qua",0.585037777688213
"1025","Ett87Env","Mor13Tex",0.585730551965801
"891","Del13Eur","Pen10Phy",0.588268320233684
"670","Cam90Jou","Kam90Jou",0.589146900891002
"1145","Gab11Jou","Kam90Jou",0.589146900891002
"1187","Gab99Qua","Kam90Jou",0.589146900891002
"1553","Kam90Jou","Knu01Ame",0.589146900891002
"1555","Kam90Jou","Kru96Jou",0.589146900891002
"1566","Kam90Jou","Nau03Jou",0.589146900891002
"1568","Kam90Jou","Oka79Reg",0.589146900891002
"1581","Kam90Jou","Sua80Jou",0.589146900891002
"341","Ber12Cit","Kum14Jou",0.589466867337457
"1239","Gan06Eco","Mod15Qua",0.590811543319723
"471","Bos08Reg","Pen10Phy",0.592898740916692
"389","Bla03Jou","Gon10Jou",0.593737971175392
"1032","Ett87Env","Pen10Phy",0.59411935555023
"834","Del04Con","Mod15Qua",0.594408650689902
"935","Dim09Urb","Nis08Jou",0.599063436822473
"1828","Mir86Urb","Mod15Qua",0.600529188996232
"1415","Gul12Age","Hol10Nat",0.602460530746382
"626","Bre15Int","Man16Reg",0.602490583474306
"1353","Gon10Jou","Mal80Env",0.602932048254301
"1343","Gon10Jou","Ign15Dis",0.603031039296399
"1683","Kum14Jou","Mor13Tow",0.604189508999574
"1129","Faz15Jou","Soo05Reg",0.604408779277438
"1344","Gon10Jou","Iye13Eur",0.607659201484415
"1702","Kum14Jou","Ziq16Asi",0.608385192203575
"1471","Hol10Nat","Par85Jou",0.608677259862251
"1743","Li_16Wor","Pop74Sov",0.61007113653988
"1862","Mod15Qua","Sch12Reg",0.610741147844653
"224","Ara14Eco","Li_16Wor",0.61152508194489
"1458","Hol10Nat","LeG08Emp",0.611638591659915
"2005","Pop74Sov","Roz11Ame",0.612202591493381
"241","Ara14Eco","Roz11Ame",0.613656536898392
"1340","Gon10Jou","Gue95Urb",0.615343647981105
"1483","Hol10Nat","Ven13Oec",0.616146967542439
"929","Dim09Urb","Man16Reg",0.617505947275783
"574","Bre00Cyb","Mod15Qua",0.617834897914214
"1735","Li_16Wor","Mor13Tex",0.619312549162504
"352","Ber12Cit","Nis08Jou",0.619369511519479
"534","Bra99Jou","Son02Urb",0.62065639398753
"1881","Mor13Tex","Roz11Ame",0.621444004116006
"289","Bat01Urb","Mod15Qua",0.62172264429879
"986","Eec04The","Pen10Phy",0.623527360444028
"1052","Ezz15Rev","Gon10Jou",0.625407712946434
"674","Cam90Jou","Kum14Jou",0.626795830905894
"1149","Gab11Jou","Kum14Jou",0.626795830905894
"1191","Gab99Qua","Kum14Jou",0.626795830905894
"1587","Knu01Ame","Kum14Jou",0.626795830905894
"1646","Kru96Jou","Kum14Jou",0.626795830905894
"1684","Kum14Jou","Nau03Jou",0.626795830905894
"1686","Kum14Jou","Oka79Reg",0.626795830905894
"1699","Kum14Jou","Sua80Jou",0.626795830905894
"1742","Li_16Wor","Pen10Phy",0.627701352746932
"1484","Hol10Nat","XuZ09Urb",0.628084322538255
"1993","Pen10Phy","Roz11Ame",0.629832807700434
"979","Eec04The","Mor13Tex",0.631916164028456
"1892","Mor13Tow","Nis08Jou",0.634092153181597
"1475","Hol10Nat","Ros80Jou",0.635751473128117
"491","Bra99Jou","Del13Eur",0.637054396140967
"346","Ber12Cit","Man16Reg",0.637812021972789
"637","Bre15Int","Pop74Sov",0.639020005814271
"203","Ara14Eco","Eec04The",0.63970363124607
"196","Ara14Eco","Bre15Int",0.640473951219281
"987","Eec04The","Pop74Sov",0.64115757665108
"1373","Gon10Jou","Soo07Urb",0.641626659410966
"428","Bos08Reg","Bra99Jou",0.641684816823975
"26","Alp89Jou","Gon10Jou",0.642659922805921
"494","Bra99Jou","Ett87Env",0.642905431457513
"1301","Gie10Jou","Gon10Jou",0.643381416961058
"496","Bra99Jou","Faz15Jou",0.644589789454105
"1584","Kam90Jou","Ziq16Asi",0.646034122218467
"629","Bre15Int","Mor13Tex",0.648261418436895
"151","And05Reg","Gon10Jou",0.649310533464018
"392","Bla03Jou","Hol10Nat",0.651171434350802
"1808","Man16Reg","Mor13Tow",0.652534663634907
"1855","Mod15Qua","Par83Jou",0.652802056020593
"940","Dim09Urb","Pop74Sov",0.654035369615747
"202","Ara14Eco","Dim09Urb",0.655489315020758
"636","Bre15Int","Pen10Phy",0.656650222021323
"685","Cam90Jou","Nis08Jou",0.656698475087917
"1160","Gab11Jou","Nis08Jou",0.656698475087917
"1202","Gab99Qua","Nis08Jou",0.656698475087917
"1598","Knu01Ame","Nis08Jou",0.656698475087917
"1657","Kru96Jou","Nis08Jou",0.656698475087917
"1910","Nau03Jou","Nis08Jou",0.656698475087917
"1928","Nis08Jou","Oka79Reg",0.656698475087917
"1941","Nis08Jou","Sua80Jou",0.656698475087917
"1461","Hol10Nat","Mal80Env",0.660365511429711
"1451","Hol10Nat","Ign15Dis",0.660464502471809
"2060","Son02Urb","Soo05Reg",0.660837404164196
"932","Dim09Urb","Mor13Tex",0.663276782238372
"1452","Hol10Nat","Iye13Eur",0.665092664659825
"1347","Gon10Jou","Kra98Urb",0.670195650452705
"939","Dim09Urb","Pen10Phy",0.6716655858228
"1379","Gue95Urb","Hol10Nat",0.672777111156516
"357","Ber12Cit","Pop74Sov",0.674341444312754
"679","Cam90Jou","Man16Reg",0.675140985541227
"1154","Gab11Jou","Man16Reg",0.675140985541227
"1196","Gab99Qua","Man16Reg",0.675140985541227
"1592","Knu01Ame","Man16Reg",0.675140985541227
"1651","Kru96Jou","Man16Reg",0.675140985541227
"1809","Man16Reg","Nau03Jou",0.675140985541227
"1811","Man16Reg","Oka79Reg",0.675140985541227
"1824","Man16Reg","Sua80Jou",0.675140985541227
"191","Ara14Eco","Ber12Cit",0.675795389717764
"1222","Gan06Eco","Gon10Jou",0.675969416084215
"106","Ama14Int","Mod15Qua",0.67597809155352
"514","Bra99Jou","Li_16Wor",0.676487428654216
"899","Del13Eur","Soo05Reg",0.677235406317634
"976","Eec04The","Man16Reg",0.677686998991045
"531","Bra99Jou","Roz11Ame",0.678618883607717
"817","Del04Con","Gon10Jou",0.679566523454394
"479","Bos08Reg","Soo05Reg",0.681865827000641
"1055","Ezz15Rev","Hol10Nat",0.682841176121844
"1040","Ett87Env","Soo05Reg",0.68308644163418
"349","Ber12Cit","Mor13Tex",0.683582856935378
"733","Cie16Mis","Mod15Qua",0.684197713056915
"1355","Gon10Jou","Mir86Urb",0.685687061760723
"1897","Mor13Tow","Pop74Sov",0.689064085974871
"231","Ara14Eco","Mor13Tow",0.690518031379881
"1279","Gan13Eco","Mod15Qua",0.690679491082393
"356","Ber12Cit","Pen10Phy",0.691971660519806
"1863","Mod15Qua","She12Com",0.692879371680014
"1121","Faz15Jou","Pen10Phy",0.693375865361388
"1369","Gon10Jou","Sch12Reg",0.695899020609145
"982","Eec04The","Nis08Jou",0.696129509444354
"1871","Mor13Tex","Mor13Tow",0.698305498597495
"1481","Hol10Nat","Soo07Urb",0.699060122586376
"29","Alp89Jou","Hol10Nat",0.700093385981331
"1304","Gie10Jou","Hol10Nat",0.700814880136469
"1114","Faz15Jou","Mor13Tex",0.701764668945816
"557","Bre00Cyb","Gon10Jou",0.702992770678706
"486","Bra99Jou","Bre15Int",0.705436297928607
"1896","Mor13Tow","Pen10Phy",0.706694302181924
"154","And05Reg","Hol10Nat",0.706743996639429
"272","Bat01Urb","Gon10Jou",0.706880517063282
"206","Ara14Eco","Faz15Jou",0.70955213616343
"1122","Faz15Jou","Pop74Sov",0.711006081568441
"690","Cam90Jou","Pop74Sov",0.711670407881192
"1165","Gab11Jou","Pop74Sov",0.711670407881192
"1207","Gab99Qua","Pop74Sov",0.711670407881192
"1603","Knu01Ame","Pop74Sov",0.711670407881192
"1662","Kru96Jou","Pop74Sov",0.711670407881192
"1915","Nau03Jou","Pop74Sov",0.711670407881192
"1948","Oka79Reg","Pop74Sov",0.711670407881192
"2011","Pop74Sov","Sua80Jou",0.711670407881192
"197","Ara14Eco","Cam90Jou",0.713124353286202
"207","Ara14Eco","Gab11Jou",0.713124353286202
"208","Ara14Eco","Gab99Qua",0.713124353286202
"219","Ara14Eco","Knu01Ame",0.713124353286202
"221","Ara14Eco","Kru96Jou",0.713124353286202
"232","Ara14Eco","Nau03Jou",0.713124353286202
"234","Ara14Eco","Oka79Reg",0.713124353286202
"247","Ara14Eco","Sua80Jou",0.713124353286202
"805","Cra05Con","Ziq16Asi",0.716330052065009
"1750","Li_16Wor","Soo05Reg",0.716668438830882
"2039","Roz11Ame","Soo05Reg",0.718799893784383
"492","Bra99Jou","Dim09Urb",0.720451661730083
"682","Cam90Jou","Mor13Tex",0.720911820503816
"1157","Gab11Jou","Mor13Tex",0.720911820503816
"1199","Gab99Qua","Mor13Tex",0.720911820503816
"1595","Knu01Ame","Mor13Tex",0.720911820503816
"1654","Kru96Jou","Mor13Tex",0.720911820503816
"1872","Mor13Tex","Nau03Jou",0.720911820503816
"1874","Mor13Tex","Oka79Reg",0.720911820503816
"1887","Mor13Tex","Sua80Jou",0.720911820503816
"971","Eec04The","Kum14Jou",0.726032153626377
"1455","Hol10Nat","Kra98Urb",0.727629113628116
"689","Cam90Jou","Pen10Phy",0.729300624088244
"1164","Gab11Jou","Pen10Phy",0.729300624088244
"1206","Gab99Qua","Pen10Phy",0.729300624088244
"1602","Knu01Ame","Pen10Phy",0.729300624088244
"1661","Kru96Jou","Pen10Phy",0.729300624088244
"1914","Nau03Jou","Pen10Phy",0.729300624088244
"1947","Oka79Reg","Pen10Phy",0.729300624088244
"1999","Pen10Phy","Sua80Jou",0.729300624088244
"1225","Gan06Eco","Hol10Nat",0.733402879259625
"820","Del04Con","Hol10Nat",0.736999986629804
"1362","Gon10Jou","Par83Jou",0.737959928785085
"313","Ber12Cit","Bra99Jou",0.74075773642709
"2025","Pum15Cyb","Ziq16Asi",0.741279018163383
"1463","Hol10Nat","Mir86Urb",0.743120524936134
"644","Bre15Int","Soo05Reg",0.745617308105273
"1111","Faz15Jou","Man16Reg",0.747535503908405
"1477","Hol10Nat","Sch12Reg",0.753332483784555
"521","Bra99Jou","Mor13Tow",0.755480378089207
"1450","Gul12Age","Ziq16Asi",0.760380987123729
"560","Bre00Cyb","Hol10Nat",0.760426233854116
"947","Dim09Urb","Soo05Reg",0.76063267190675
"89","Ama14Int","Gon10Jou",0.761135964318012
"967","Eec04The","Kam90Jou",0.76368108364127
"275","Bat01Urb","Hol10Nat",0.764313980238692
"1117","Faz15Jou","Nis08Jou",0.765978014361715
"1989","Par85Jou","Ziq16Asi",0.766597716239598
"716","Cie16Mis","Gon10Jou",0.769355585821407
"1729","LeG08Emp","Ziq16Asi",0.769559048037262
"2079","Ven13Oec","Ziq16Asi",0.774067423919787
"1262","Gan13Eco","Gon10Jou",0.775837363846885
"1864","Mod15Qua","Son02Urb",0.777238924784222
"1370","Gon10Jou","She12Com",0.778037244444506
"487","Bra99Jou","Cam90Jou",0.778086699995527
"497","Bra99Jou","Gab11Jou",0.778086699995527
"498","Bra99Jou","Gab99Qua",0.778086699995527
"509","Bra99Jou","Knu01Ame",0.778086699995527
"511","Bra99Jou","Kru96Jou",0.778086699995527
"522","Bra99Jou","Nau03Jou",0.778086699995527
"524","Bra99Jou","Oka79Reg",0.778086699995527
"537","Bra99Jou","Sua80Jou",0.778086699995527
"364","Ber12Cit","Soo05Reg",0.780938746603756
"2080","XuZ09Urb","Ziq16Asi",0.786004778915602
"883","Del13Eur","Mod15Qua",0.79363692693766
"2035","Ros80Jou","Ziq16Asi",0.793671929505464
"1470","Hol10Nat","Par83Jou",0.795393391960496
"1904","Mor13Tow","Soo05Reg",0.795661388265873
"1106","Faz15Jou","Kum14Jou",0.795880658543738
"463","Bos08Reg","Mod15Qua",0.798267347620667
"1024","Ett87Env","Mod15Qua",0.799487962254205
"427","Bla03Jou","Ziq16Asi",0.80909189072815
"697","Cam90Jou","Soo05Reg",0.818267710172194
"1172","Gab11Jou","Soo05Reg",0.818267710172194
"1214","Gab99Qua","Soo05Reg",0.818267710172194
"1610","Knu01Ame","Soo05Reg",0.818267710172194
"1669","Kru96Jou","Soo05Reg",0.818267710172194
"1922","Nau03Jou","Soo05Reg",0.818267710172194
"1955","Oka79Reg","Soo05Reg",0.818267710172194
"2067","Soo05Reg","Sua80Jou",0.818267710172194
"1804","Mal80Env","Ziq16Asi",0.818285967807059
"1519","Ign15Dis","Ziq16Asi",0.818384958849157
"92","Ama14Int","Hol10Nat",0.818569427493422
"1552","Iye13Eur","Ziq16Asi",0.823013121037173
"719","Cie16Mis","Hol10Nat",0.826789048996817
"1414","Gue95Urb","Ziq16Asi",0.830697567533863
"1734","Li_16Wor","Mod15Qua",0.833069959450908
"1265","Gan13Eco","Hol10Nat",0.833270827022296
"1102","Faz15Jou","Kam90Jou",0.83352958855863
"758","Cra05Con","Eec04The",0.833977013487811
"1861","Mod15Qua","Roz11Ame",0.835201414404409
"1478","Hol10Nat","She12Com",0.835470707619916
"1090","Ezz15Rev","Ziq16Asi",0.840761632499192
"2074","Soo07Urb","Ziq16Asi",0.856980578963724
"64","Alp89Jou","Ziq16Asi",0.858013842358679
"1339","Gie10Jou","Ziq16Asi",0.858735336513816
"988","Eec04The","Pum15Cyb",0.858925979586186
"628","Bre15Int","Mod15Qua",0.862018828725299
"1371","Gon10Jou","Son02Urb",0.862396797548714
"189","And05Reg","Ziq16Asi",0.864664453016776
"931","Dim09Urb","Mod15Qua",0.877034192526776
"963","Eec04The","Gul12Age",0.878027948546531
"866","Del13Eur","Gon10Jou",0.878794799702152
"446","Bos08Reg","Gon10Jou",0.883425220385159
"985","Eec04The","Par85Jou",0.884244677662401
"1007","Ett87Env","Gon10Jou",0.884645835018697
"1645","Kra98Urb","Ziq16Asi",0.885549570005463
"972","Eec04The","LeG08Emp",0.887206009460064
"1260","Gan06Eco","Ziq16Asi",0.891323335636973
"997","Eec04The","Ven13Oec",0.891714385342589
"855","Del04Con","Ziq16Asi",0.894920443007152
"348","Ber12Cit","Mod15Qua",0.897340267223782
"1849","Mir86Urb","Ziq16Asi",0.901040981313481
"998","Eec04The","XuZ09Urb",0.903651740338405
"761","Cra05Con","Faz15Jou",0.903825518405171
"2052","Sch12Reg","Ziq16Asi",0.911252940161903
"989","Eec04The","Ros80Jou",0.911318890928267
"1851","Mod15Qua","Mor13Tow",0.912062908885899
"1351","Gon10Jou","Li_16Wor",0.9182278322154
"595","Bre00Cyb","Ziq16Asi",0.918346690231464
"1479","Hol10Nat","Son02Urb",0.919830260724124
"1368","Gon10Jou","Roz11Ame",0.920359287168901
"310","Bat01Urb","Ziq16Asi",0.92223443661604
"380","Bla03Jou","Eec04The",0.926738852150952
"1123","Faz15Jou","Pum15Cyb",0.928774484503546
"681","Cam90Jou","Mod15Qua",0.93466923079222
"1156","Gab11Jou","Mod15Qua",0.93466923079222
"1198","Gab99Qua","Mod15Qua",0.93466923079222
"1594","Knu01Ame","Mod15Qua",0.93466923079222
"1653","Kru96Jou","Mod15Qua",0.93466923079222
"1852","Mod15Qua","Nau03Jou",0.93466923079222
"1854","Mod15Qua","Oka79Reg",0.93466923079222
"1867","Mod15Qua","Sua80Jou",0.93466923079222
"975","Eec04The","Mal80Env",0.935932929229861
"965","Eec04The","Ign15Dis",0.936031920271959
"869","Del13Eur","Hol10Nat",0.936228262877562
"966","Eec04The","Iye13Eur",0.940660082459975
"449","Bos08Reg","Hol10Nat",0.94085868356057
"1010","Ett87Env","Hol10Nat",0.942079298194108
"611","Bre15Int","Gon10Jou",0.947176701489791
"1098","Faz15Jou","Gul12Age",0.947876453463892
"962","Eec04The","Gue95Urb",0.948344528956665
"1975","Par83Jou","Ziq16Asi",0.953313848337843
"1120","Faz15Jou","Par85Jou",0.954093182579761
"1107","Faz15Jou","LeG08Emp",0.957054514377425
"954","Eec04The","Ezz15Rev",0.958408593921994
"1132","Faz15Jou","Ven13Oec",0.96156289025995
"914","Dim09Urb","Gon10Jou",0.962192065291267
"1133","Faz15Jou","XuZ09Urb",0.973500245255765
"995","Eec04The","Soo07Urb",0.974627540386526
"17","Alp89Jou","Eec04The",0.975660803781481
"1459","Hol10Nat","Li_16Wor",0.97566129539081
"960","Eec04The","Gie10Jou",0.976382297936619
"127","Ama14Int","Ziq16Asi",0.97648988387077
"1476","Hol10Nat","Roz11Ame",0.977792750344312
"1124","Faz15Jou","Ros80Jou",0.981167395845627
"142","And05Reg","Eec04The",0.982311414439579
"331","Ber12Cit","Gon10Jou",0.982498139988274
"754","Cie16Mis","Ziq16Asi",0.984709505374164
"1300","Gan13Eco","Ziq16Asi",0.991191283399643
"2059","She12Com","Ziq16Asi",0.993391163997264
"383","Bla03Jou","Faz15Jou",0.996587357068313
"1358","Gon10Jou","Mor13Tow",0.997220781650391
"969","Eec04The","Kra98Urb",1.00319653142827
"614","Bre15Int","Hol10Nat",1.0046101646652
"1110","Faz15Jou","Mal80Env",1.00578143414722
"1100","Faz15Jou","Ign15Dis",1.00588042518932
"958","Eec04The","Gan06Eco",1.00897029705978
"1101","Faz15Jou","Iye13Eur",1.01050858737734
"808","Del04Con","Eec04The",1.01256740442995
"1097","Faz15Jou","Gue95Urb",1.01819303387403
"977","Eec04The","Mir86Urb",1.01868794273628
"917","Dim09Urb","Hol10Nat",1.01962552846668
"664","Cam90Jou","Gon10Jou",1.01982710355671
"1139","Gab11Jou","Gon10Jou",1.01982710355671
"1181","Gab99Qua","Gon10Jou",1.01982710355671
"1346","Gon10Jou","Knu01Ame",1.01982710355671
"1348","Gon10Jou","Kru96Jou",1.01982710355671
"1359","Gon10Jou","Nau03Jou",1.01982710355671
"1361","Gon10Jou","Oka79Reg",1.01982710355671
"1374","Gon10Jou","Sua80Jou",1.01982710355671
"1046","Ezz15Rev","Faz15Jou",1.02825709883935
"991","Eec04The","Sch12Reg",1.0288999015847
"548","Bre00Cyb","Eec04The",1.03599365165427
"263","Bat01Urb","Eec04The",1.03988139803884
"334","Ber12Cit","Hol10Nat",1.03993160316368
"1130","Faz15Jou","Soo07Urb",1.04447604530389
"20","Alp89Jou","Faz15Jou",1.04550930869884
"1095","Faz15Jou","Gie10Jou",1.04623080285398
"145","And05Reg","Faz15Jou",1.05215991935694
"1466","Hol10Nat","Mor13Tow",1.0546542448258
"984","Eec04The","Par83Jou",1.07096080976065
"1104","Faz15Jou","Kra98Urb",1.07304503634563
"667","Cam90Jou","Hol10Nat",1.07726056673212
"1142","Gab11Jou","Hol10Nat",1.07726056673212
"1184","Gab99Qua","Hol10Nat",1.07726056673212
"1454","Hol10Nat","Knu01Ame",1.07726056673212
"1456","Hol10Nat","Kru96Jou",1.07726056673212
"1467","Hol10Nat","Nau03Jou",1.07726056673212
"1469","Hol10Nat","Oka79Reg",1.07726056673212
"1482","Hol10Nat","Sua80Jou",1.07726056673212
"2065","Son02Urb","Ziq16Asi",1.07775071710147
"1093","Faz15Jou","Gan06Eco",1.07881880197714
"811","Del04Con","Faz15Jou",1.08241590934731
"1112","Faz15Jou","Mir86Urb",1.08853644765364
"80","Ama14Int","Eec04The",1.09413684529357
"904","Del13Eur","Ziq16Asi",1.09414871925491
"1126","Faz15Jou","Sch12Reg",1.09874840650207
"484","Bos08Reg","Ziq16Asi",1.09877913993792
"1045","Ett87Env","Ziq16Asi",1.09999975457146
"707","Cie16Mis","Eec04The",1.10235646679697
"551","Bre00Cyb","Faz15Jou",1.10584215657163
"959","Eec04The","Gan13Eco",1.10883824482245
"266","Bat01Urb","Faz15Jou",1.1097299029562
"992","Eec04The","She12Com",1.11103812542007
"1755","Li_16Wor","Ziq16Asi",1.13358175176816
"2044","Roz11Ame","Ziq16Asi",1.13571320672166
"1119","Faz15Jou","Par83Jou",1.14080931467801
"649","Bre15Int","Ziq16Asi",1.16253062104255
"83","Ama14Int","Faz15Jou",1.16398535021093
"710","Cie16Mis","Faz15Jou",1.17220497171433
"952","Dim09Urb","Ziq16Asi",1.17754598484403
"1094","Faz15Jou","Gan13Eco",1.17868674973981
"1127","Faz15Jou","She12Com",1.18088663033743
"993","Eec04The","Son02Urb",1.19539767852427
"369","Ber12Cit","Ziq16Asi",1.19785205954103
"857","Del13Eur","Eec04The",1.21179568067771
"1909","Mor13Tow","Ziq16Asi",1.21257470120315
"437","Bos08Reg","Eec04The",1.21642610136072
"953","Eec04The","Ett87Env",1.21764671599426
"702","Cam90Jou","Ziq16Asi",1.23518102310947
"1177","Gab11Jou","Ziq16Asi",1.23518102310947
"1219","Gab99Qua","Ziq16Asi",1.23518102310947
"1615","Knu01Ame","Ziq16Asi",1.23518102310947
"1674","Kru96Jou","Ziq16Asi",1.23518102310947
"1927","Nau03Jou","Ziq16Asi",1.23518102310947
"1960","Oka79Reg","Ziq16Asi",1.23518102310947
"2077","Sua80Jou","Ziq16Asi",1.23518102310947
"973","Eec04The","Li_16Wor",1.25122871319096
"990","Eec04The","Roz11Ame",1.25336016814446
"1128","Faz15Jou","Son02Urb",1.26524618344163
"602","Bre15Int","Eec04The",1.28017758246535
"860","Del13Eur","Faz15Jou",1.28164418559507
"440","Bos08Reg","Faz15Jou",1.28627460627808
"1001","Ett87Env","Faz15Jou",1.28749522091162
"905","Dim09Urb","Eec04The",1.29519294626683
"322","Ber12Cit","Eec04The",1.31549902096383
"1108","Faz15Jou","Li_16Wor",1.32107721810832
"1125","Faz15Jou","Roz11Ame",1.32320867306182
"980","Eec04The","Mor13Tow",1.33022166262595
"605","Bre15Int","Faz15Jou",1.35002608738271
"655","Cam90Jou","Eec04The",1.35282798453227
"956","Eec04The","Gab11Jou",1.35282798453227
"957","Eec04The","Gab99Qua",1.35282798453227
"968","Eec04The","Knu01Ame",1.35282798453227
"970","Eec04The","Kru96Jou",1.35282798453227
"981","Eec04The","Nau03Jou",1.35282798453227
"983","Eec04The","Oka79Reg",1.35282798453227
"996","Eec04The","Sua80Jou",1.35282798453227
"908","Dim09Urb","Faz15Jou",1.36504145118419
"325","Ber12Cit","Faz15Jou",1.38534752588119
"1115","Faz15Jou","Mor13Tow",1.40007016754331
"658","Cam90Jou","Faz15Jou",1.42267648944963
"1091","Faz15Jou","Gab11Jou",1.42267648944963
"1092","Faz15Jou","Gab99Qua",1.42267648944963
"1103","Faz15Jou","Knu01Ame",1.42267648944963
"1105","Faz15Jou","Kru96Jou",1.42267648944963
"1116","Faz15Jou","Nau03Jou",1.42267648944963
"1118","Faz15Jou","Oka79Reg",1.42267648944963
"1131","Faz15Jou","Sua80Jou",1.42267648944963
"1109","Faz15Jou","Luc14Eco",1.7118649831558
"974","Eec04The","Luc14Eco",1.78171348807316
"1780","Luc14Eco","Ziq16Asi",1.89936044949596
"1460","Hol10Nat","Luc14Eco",2.05728090587331
"1352","Gon10Jou","Luc14Eco",2.11471436904872
"1759","Luc14Eco","Mod15Qua",2.19987224181321
"1775","Luc14Eco","Soo05Reg",2.31627376243324
"515","Bra99Jou","Luc14Eco",2.3564547726099
"1767","Luc14Eco","Pen10Phy",2.40524084851719
"1760","Luc14Eco","Mor13Tex",2.41362965210161
"225","Ara14Eco","Luc14Eco",2.42141711931923
"1768","Luc14Eco","Pop74Sov",2.42287106472424
"1757","Luc14Eco","Man16Reg",2.4594004870642
"1763","Luc14Eco","Nis08Jou",2.47784299751751
"1677","Kum14Jou","Luc14Eco",2.50774564169954
"1559","Kam90Jou","Luc14Eco",2.54539457171443
"780","Cra05Con","Luc14Eco",2.61569050156097
"1769","Luc14Eco","Pum15Cyb",2.64063946765934
"1425","Gul12Age","Luc14Eco",2.65974143661969
"1766","Luc14Eco","Par85Jou",2.66595816573556
"1704","LeG08Emp","Luc14Eco",2.66891949753322
"1778","Luc14Eco","Ven13Oec",2.67342787341575
"1779","Luc14Eco","XuZ09Urb",2.68536522841156
"1770","Luc14Eco","Ros80Jou",2.69303237900142
"402","Bla03Jou","Luc14Eco",2.70845234022411
"1756","Luc14Eco","Mal80Env",2.71764641730302
"1494","Ign15Dis","Luc14Eco",2.71774540834512
"1527","Iye13Eur","Luc14Eco",2.72237357053313
"1389","Gue95Urb","Luc14Eco",2.73005801702982
"1065","Ezz15Rev","Luc14Eco",2.74012208199515
"1776","Luc14Eco","Soo07Urb",2.75634102845968
"39","Alp89Jou","Luc14Eco",2.75737429185464
"1314","Gie10Jou","Luc14Eco",2.75809578600978
"164","And05Reg","Luc14Eco",2.76402490251274
"1620","Kra98Urb","Luc14Eco",2.78491001950142
"1235","Gan06Eco","Luc14Eco",2.79068378513293
"830","Del04Con","Luc14Eco",2.79428089250311
"1758","Luc14Eco","Mir86Urb",2.80040143080944
"1772","Luc14Eco","Sch12Reg",2.81061338965786
"570","Bre00Cyb","Luc14Eco",2.81770713972742
"285","Bat01Urb","Luc14Eco",2.821594886112
"1765","Luc14Eco","Par83Jou",2.8526742978338
