"","i","j","cosSim"
"1514","Soo07Urb","Man16Reg",0.892005174962654
"1723","Gon10Jou","Mor13Tex",0.891950923060122
"12","Pop74Sov","Gue95Urb",0.891882585015845
"1006","Bre00Cyb","Kum14Jou",0.89180559571232
"614","Cam90Jou","Knu01Ame",0.891721143256065
"1432","Soo05Reg","Luc14Eco",0.891701657417875
"1784","Pen10Phy","Luc14Eco",0.891701657417875
"1167","Bla03Jou","Dim09Urb",0.891646787409059
"927","Gab99Qua","Del04Con",0.891556160081163
"1452","Gan06Eco","Pen10Phy",0.891484988320419
"1717","Gon10Jou","Gul12Age",0.891429687693097
"1084","Knu01Ame","Gab11Jou",0.891091224737781
"2038","Mor13Tow","Li_16Wor",0.89085989545911
"1091","Knu01Ame","Del13Eur",0.890621512305183
"754","Gue95Urb","Ama14Int",0.890484068825964
"1585","Nis08Jou","Dim09Urb",0.890307283371045
"233","Ros80Jou","Sch12Reg",0.890225183937927
"563","Alp89Jou","Del04Con",0.890109219186981
"1703","Gie10Jou","Faz15Jou",0.889984016391281
"874","Bra99Jou","Knu01Ame",0.889841152329756
"276","Sua80Jou","Cra05Con",0.889499179993322
"1162","Bla03Jou","Gan06Eco",0.889470725662986
"881","Bra99Jou","Cra05Con",0.889379099104486
"1677","XuZ09Urb","Cie16Mis",0.889000889001334
"1610","Nis08Jou","Faz15Jou",0.88861044259531
"2144","Li_16Wor","Ziq16Asi",0.888242776888454
"417","Par85Jou","Iye13Eur",0.887904008841326
"608","Cam90Jou","Kru96Jou",0.887874522600582
"1950","She12Com","Mod15Qua",0.88774389484499
"1277","Del04Con","Faz15Jou",0.887700210840688
"1070","Knu01Ame","And05Reg",0.887671613997738
"1068","Knu01Ame","Del04Con",0.88746088089849
"787","Kru96Jou","Dim09Urb",0.887151079037295
"341","Par83Jou","LeG08Emp",0.886819444251231
"875","Bra99Jou","Son02Urb",0.88667982040401
"353","Par83Jou","Gul12Age",0.886364410809202
"785","Kru96Jou","LeG08Emp",0.886096887624939
"1297","Eec04The","Hol10Nat",0.886076023236296
"139","Mal80Env","Gue95Urb",0.885806907983822
"1932","Sch12Reg","Cie16Mis",0.885215965703327
"1928","Sch12Reg","Faz15Jou",0.885122090128473
"411","Par85Jou","Ber12Cit",0.885087532807961
"1898","Gul12Age","Mor13Tex",0.885065316535043
"2032","Mor13Tow","Ezz15Rev",0.884914986968517
"330","Par83Jou","Son02Urb",0.884639279992846
"1153","Son02Urb","Li_16Wor",0.884574820723792
"1349","And05Reg","Mor13Tex",0.884564173896032
"744","Gue95Urb","Ber12Cit",0.884479514617323
"1581","LeG08Emp","Cie16Mis",0.88439174596475
"940","Gab99Qua","Gon10Jou",0.884058744361802
"232","Ros80Jou","Gul12Age",0.883991392175728
"84","Oka79Reg","Son02Urb",0.883883476483184
"1362","And05Reg","Cie16Mis",0.883729932316526
"1056","Bat01Urb","Ezz15Rev",0.883553754422821
"2114","Ezz15Rev","Cie16Mis",0.883283915958213
"1437","Soo05Reg","Mod15Qua",0.882702118069777
"1880","Ber12Cit","Ara14Eco",0.88263459239366
"1892","Ber12Cit","Ziq16Asi",0.882437576864609
"657","Cam90Jou","Cie16Mis",0.882018256262058
"684","Kam90Jou","Gie10Jou",0.881655271246091
"498","Ett87Env","Kra98Urb",0.880574074151859
"937","Gab99Qua","Dim09Urb",0.880525626889726
"1113","Son02Urb","Del04Con",0.880146130140837
"1208","Nau03Jou","LeG08Emp",0.880036948143043
"583","Alp89Jou","Gul12Age",0.87996918942982
"1074","Knu01Ame","Soo07Urb",0.879533005790153
"1152","Son02Urb","Cie16Mis",0.879520071149917
"923","Gab99Qua","Knu01Ame",0.879487749689199
"2011","Mor13Tex","Ven13Oec",0.879458680066693
"1133","Son02Urb","Gul12Age",0.878992528956418
"1117","Son02Urb","Soo05Reg",0.878897995118748
"799","Kru96Jou","She12Com",0.878806428747936
"555","Alp89Jou","Bra99Jou",0.87863092062053
"183","Mal80Env","Bre15Int",0.878278142345326
"2140","Cie16Mis","Li_16Wor",0.878218427063452
"1579","LeG08Emp","Mod15Qua",0.877475064377676
"1458","Gan06Eco","Sch12Reg",0.877375011154221
"1116","Son02Urb","Cra05Con",0.877058019307029
"1096","Knu01Ame","Ven13Oec",0.876866460002955
"1272","Del04Con","Ara14Eco",0.876560646693326
"1962","Del13Eur","Ara14Eco",0.876370400213235
"308","Sua80Jou","Faz15Jou",0.875912452868804
"2069","Ara14Eco","Luc14Eco",0.875870526631068
"628","Cam90Jou","Dim09Urb",0.875713534743781
"559","Alp89Jou","Knu01Ame",0.875693655474528
"1654","XuZ09Urb","Gab11Jou",0.875559359475142
"2090","Kum14Jou","Ziq16Asi",0.875544544461828
"545","Ett87Env","Pum15Cyb",0.875452013761862
"1322","Eec04The","Cie16Mis",0.875175052517506
"633","Cam90Jou","Pen10Phy",0.87502472008517
"328","Par83Jou","Bat01Urb",0.874958005297769
"324","Par83Jou","Kra98Urb",0.874846808934152
"593","Alp89Jou","Ara14Eco",0.874434737109463
"1614","Nis08Jou","Cie16Mis",0.874382899275514
"510","Ett87Env","Cra05Con",0.874253010461958
"372","Par83Jou","Cie16Mis",0.87401168422836
"677","Kam90Jou","Gan06Eco",0.873862897505303
"61","Pop74Sov","Pum15Cyb",0.873326063219467
"1313","Eec04The","Ara14Eco",0.873142505635018
"1875","Ber12Cit","Iye13Eur",0.872817043651349
"728","Gue95Urb","Cra05Con",0.872661710824109
"1899","Gul12Age","Mor13Tow",0.872278375988647
"584","Alp89Jou","Sch12Reg",0.871936908613656
"8","Pop74Sov","Ett87Env",0.871753933809275
"106","Oka79Reg","Ber12Cit",0.871710125276816
"908","Bra99Jou","Ara14Eco",0.871683790326214
"1683","Gie10Jou","Pen10Phy",0.871365310363621
"1338","And05Reg","Pen10Phy",0.871351479497524
"859","Kra98Urb","Kum14Jou",0.87131213982461
"199","Ros80Jou","Cam90Jou",0.871277273657038
"389","Par85Jou","Son02Urb",0.871122565789522
"1958","Del13Eur","Mor13Tex",0.870984304985509
"966","Gab99Qua","Cie16Mis",0.870945829397004
"913","Bra99Jou","Faz15Jou",0.870827509343859
"1902","Gul12Age","Ara14Eco",0.87067978959795
"934","Gab99Qua","Bos08Reg",0.870602122967999
"1440","Soo05Reg","Li_16Wor",0.870500294374488
"215","Ros80Jou","Cra05Con",0.870285269152674
"381","Par85Jou","Gue95Urb",0.870219569616746
"1465","Gan06Eco","Ven13Oec",0.869709790695427
"918","Bra99Jou","Li_16Wor",0.869701452402638
"2112","Ezz15Rev","Mod15Qua",0.869550541061252
"423","Par85Jou","Kum14Jou",0.868973525548782
"950","Gab99Qua","Del13Eur",0.868963528511331
"18","Pop74Sov","Bat01Urb",0.868614424220593
"118","Oka79Reg","Kum14Jou",0.868243142124459
"1385","Cra05Con","Del13Eur",0.868243142124459
"838","Kra98Urb","Dim09Urb",0.868171966635831
"795","Kru96Jou","Arr12Reg",0.867905699114873
"961","Gab99Qua","Ezz15Rev",0.867768046247744
"2067","Ama14Int","Ziq16Asi",0.867148549754591
"1086","Knu01Ame","Arr12Reg",0.867078092221603
"1624","Dim09Urb","Roz11Ame",0.866972179444597
"2028","Mor13Tow","Ara14Eco",0.866792294043988
"2018","Mor13Tex","Faz15Jou",0.866677174730642
"327","Par83Jou","Bre00Cyb",0.866606449843856
"868","Kra98Urb","Li_16Wor",0.866553196217711
"893","Bra99Jou","Pen10Phy",0.866530497100708
"1516","Bos08Reg","LeG08Emp",0.866528382768946
"1073","Knu01Ame","Gan06Eco",0.866345857228814
"912","Bra99Jou","Ezz15Rev",0.866259922433232
"204","Ros80Jou","Bra99Jou",0.865857525248183
"1626","Dim09Urb","Ber12Cit",0.865744864287676
"205","Ros80Jou","Gab99Qua",0.865471286239578
"1844","Roz11Ame","Man16Reg",0.865298228094404
"1909","Gul12Age","Mod15Qua",0.865114295700444
"1257","Del04Con","Pen10Phy",0.86511421050173
"1434","Soo05Reg","Ezz15Rev",0.864958212493301
"1618","Dim09Urb","XuZ09Urb",0.864466277521302
"798","Kru96Jou","Sch12Reg",0.864388372540251
"1577","LeG08Emp","Faz15Jou",0.864171396077841
"788","Kru96Jou","XuZ09Urb",0.864126412275354
"1080","Knu01Ame","Gie10Jou",0.86403593970814
"1878","Ber12Cit","Ven13Oec",0.864013051531699
"1062","Bat01Urb","Li_16Wor",0.863672781708177
"1009","Bre00Cyb","Ezz15Rev",0.863609139146012
"578","Alp89Jou","Pen10Phy",0.863465783552691
"1972","Del13Eur","Li_16Wor",0.863174618796922
"1619","Dim09Urb","Gie10Jou",0.86268748216069
"1862","Arr12Reg","Faz15Jou",0.862457859685932
"681","Kam90Jou","Nis08Jou",0.862439361864103
"2039","Mor13Tow","Man16Reg",0.862251854662874
"1793","Pen10Phy","Man16Reg",0.862192368663028
"2035","Mor13Tow","Mod15Qua",0.862144138259281
"779","Kru96Jou","And05Reg",0.862043656699036
"1410","Soo05Reg","Dim09Urb",0.861652028992526
"786","Kru96Jou","Nis08Jou",0.861640436855329
"1383","Cra05Con","Sch12Reg",0.861399519630753
"1775","Pen10Phy","Del13Eur",0.861256321954898
"230","Ros80Jou","Arr12Reg",0.861164018614096
"1872","Ber12Cit","She12Com",0.861078821168152
"648","Cam90Jou","Ara14Eco",0.861027217620119
"1176","Bla03Jou","Ber12Cit",0.860086829371162
"1171","Bla03Jou","Hol10Nat",0.85993006197166
"897","Bra99Jou","Ber12Cit",0.859586096537435
"1780","Pen10Phy","Ven13Oec",0.859460287809093
"517","Ett87Env","Dim09Urb",0.859210057765789
"1487","Soo07Urb","Hol10Nat",0.859209700127656
"1646","Dim09Urb","Cie16Mis",0.859000787509055
"572","Alp89Jou","Nis08Jou",0.858724555610157
"1644","Dim09Urb","Mod15Qua",0.858588514239109
"1481","Soo07Urb","LeG08Emp",0.858529407305139
"1808","Gab11Jou","Ara14Eco",0.858466324065368
"735","Gue95Urb","Dim09Urb",0.858365565391732
"1966","Del13Eur","Ezz15Rev",0.858323701594903
"1309","Eec04The","Mor13Tex",0.858292355333729
"711","Kam90Jou","Cie16Mis",0.858116330321033
"953","Gab99Qua","Mor13Tex",0.858005742525103
"1353","And05Reg","Ara14Eco",0.857650906941849
"112","Oka79Reg","Iye13Eur",0.857337286737542
"221","Ros80Jou","Nis08Jou",0.857148060257268
"412","Par85Jou","Gul12Age",0.857074671372892
"1102","Knu01Ame","Ezz15Rev",0.857011257271488
"1427","Soo05Reg","Mor13Tow",0.856683421257743
"1561","LeG08Emp","Ber12Cit",0.856503066530117
"252","Ros80Jou","Li_16Wor",0.855800424279623
"1247","Del04Con","Gan06Eco",0.85557945904493
"556","Alp89Jou","Gab99Qua",0.855442384508357
"1822","Roz11Ame","Ber12Cit",0.855436693634855
"1426","Soo05Reg","Mor13Tex",0.855227519119346
"283","Sua80Jou","Dim09Urb",0.855162277587361
"2037","Mor13Tow","Cie16Mis",0.854909097634007
"1478","Gan06Eco","Man16Reg",0.85488424226276
"460","Mir86Urb","Dim09Urb",0.854056066488543
"281","Sua80Jou","LeG08Emp",0.854038060394142
"1524","Bos08Reg","Gab11Jou",0.853971853086313
"1960","Del13Eur","Ven13Oec",0.853771409590829
"356","Par83Jou","Del13Eur",0.853239436880912
"1738","Gon10Jou","Man16Reg",0.853049794979604
"1512","Soo07Urb","Cie16Mis",0.852927114457435
"1573","LeG08Emp","Kum14Jou",0.852922662605561
"76","Oka79Reg","Gue95Urb",0.852802865422442
"1873","Ber12Cit","Del13Eur",0.852621582387542
"377","Par85Jou","Ett87Env",0.852571232266693
"1496","Soo07Urb","Del13Eur",0.852359490326605
"1173","Bla03Jou","Gab11Jou",0.851700984467397
"2046","Ven13Oec","Ezz15Rev",0.85169460911872
"579","Alp89Jou","Gab11Jou",0.85131150463433
"804","Kru96Jou","Mor13Tow",0.851256530758749
"692","Kam90Jou","Gul12Age",0.850905637565297
"1214","Nau03Jou","Hol10Nat",0.850843030041185
"1503","Soo07Urb","Ara14Eco",0.85077082054777
"1320","Eec04The","Mod15Qua",0.850736617441699
"1245","Del04Con","Cra05Con",0.85033929879603
"1933","Sch12Reg","Li_16Wor",0.85006989002694
"674","Kam90Jou","And05Reg",0.850060096977695
"1041","Bat01Urb","Ber12Cit",0.849954329216708
"1864","Arr12Reg","Mod15Qua",0.849737513612044
"769","Kru96Jou","Bra99Jou",0.84967184525582
"1964","Del13Eur","Luc14Eco",0.84964429312307
"655","Cam90Jou","Mod15Qua",0.849613072359855
"1770","Pen10Phy","Arr12Reg",0.849284760358259
"1830","Roz11Ame","Mor13Tow",0.849225205540859
"492","Mir86Urb","Ziq16Asi",0.848999935145841
"2095","Luc14Eco","Mod15Qua",0.84898432594698
"775","Kru96Jou","Bla03Jou",0.848905317587408
"1882","Ber12Cit","Luc14Eco",0.848881701352529
"2053","Ven13Oec","Man16Reg",0.848763909452264
"2005","Iye13Eur","Pum15Cyb",0.848720612902668
"690","Kam90Jou","Arr12Reg",0.848135712571886
"778","Kru96Jou","Eec04The",0.84796522653796
"803","Kru96Jou","Mor13Tex",0.847935270867641
"862","Kra98Urb","Ezz15Rev",0.847773957079817
"382","Par85Jou","Kru96Jou",0.84765471656714
"1963","Del13Eur","Kum14Jou",0.847570686359591
"1664","XuZ09Urb","Mor13Tex",0.847251095288169
"1829","Roz11Ame","Mor13Tex",0.847225398812139
"2052","Ven13Oec","Li_16Wor",0.84681027973575
"615","Cam90Jou","Son02Urb",0.846537722234669
"360","Par83Jou","Mor13Tow",0.846502829383575
"1762","Hol10Nat","Mod15Qua",0.846452319578952
"2049","Ven13Oec","Mod15Qua",0.846183656805095
"337","Par83Jou","Soo05Reg",0.846080419962601
"1333","And05Reg","Dim09Urb",0.845737861887926
"223","Ros80Jou","XuZ09Urb",0.845363944411616
"325","Par83Jou","Bra99Jou",0.845334973494437
"1115","Son02Urb","And05Reg",0.845226045279058
"270","Sua80Jou","Son02Urb",0.845154254728517
"1620","Dim09Urb","Gon10Jou",0.845147521299053
"362","Par83Jou","Ama14Int",0.845110552054056
"1183","Bla03Jou","Mor13Tex",0.845002283958931
"2042","Ven13Oec","Ara14Eco",0.844928698351562
"678","Kam90Jou","Soo07Urb",0.844918540247645
"1232","Nau03Jou","Luc14Eco",0.844777376764301
"1652","XuZ09Urb","Hol10Nat",0.844374951423346
"783","Kru96Jou","Soo07Urb",0.844135845739451
"107","Oka79Reg","Gul12Age",0.844120656387274
"1015","Bre00Cyb","Li_16Wor",0.844098096003527
"715","Gue95Urb","Kru96Jou",0.84407221993021
"1805","Gab11Jou","Mor13Tow",0.844028125620045
"1534","Bos08Reg","Mor13Tex",0.844015998193779
"2023","Mor13Tex","Li_16Wor",0.843979461196366
"1147","Son02Urb","Ezz15Rev",0.843524979792769
"2087","Kum14Jou","Cie16Mis",0.843299381094191
"326","Par83Jou","Gab99Qua",0.843046715425261
"1679","XuZ09Urb","Man16Reg",0.84304051948128
"1799","Gab11Jou","Sch12Reg",0.842808348503883
"1616","Nis08Jou","Man16Reg",0.842146380575129
"246","Ros80Jou","Ezz15Rev",0.842114902586048
"1713","Gon10Jou","Gab11Jou",0.8418828106036
"369","Par83Jou","Ign15Dis",0.841794384592372
"659","Cam90Jou","Man16Reg",0.841490363285352
"2059","Ama14Int","Ezz15Rev",0.84132877127939
"761","Gue95Urb","Ign15Dis",0.841317992511322
"2133","Mod15Qua","Li_16Wor",0.841197221345142
"1709","Gie10Jou","Man16Reg",0.841051972860555
"964","Gab99Qua","Mod15Qua",0.841029110749499
"1615","Nis08Jou","Li_16Wor",0.840896113683303
"1741","Hol10Nat","Gab11Jou",0.840855304560693
"1657","XuZ09Urb","Ber12Cit",0.840720382407137
"1755","Hol10Nat","Ara14Eco",0.840460638985807
"1700","Gie10Jou","Luc14Eco",0.840251396287793
"1744","Hol10Nat","Ber12Cit",0.840215870458436
"1732","Gon10Jou","Faz15Jou",0.839492275995802
"1310","Eec04The","Mor13Tow",0.839438421056064
"1256","Del04Con","Hol10Nat",0.839328557400962
"1940","She12Com","Mor13Tow",0.839230218879517
"77","Oka79Reg","Kru96Jou",0.839146391678274
"883","Bra99Jou","Gan06Eco",0.839016923746981
"669","Kam90Jou","Son02Urb",0.838589484332068
"1705","Gie10Jou","Mod15Qua",0.838495164594778
"2085","Kum14Jou","Mod15Qua",0.838461985117307
"2029","Mor13Tow","Kum14Jou",0.838307340612269
"1531","Bos08Reg","Del13Eur",0.838144669186941
"1467","Gan06Eco","Ara14Eco",0.838014913574003
"483","Mir86Urb","Bre15Int",0.837838887234847
"1293","Eec04The","Dim09Urb",0.837693323243195
"1219","Nau03Jou","Ber12Cit",0.837615371438529
"957","Gab99Qua","Ara14Eco",0.837134134441864
"1082","Knu01Ame","Hol10Nat",0.837108575172835
"1682","Gie10Jou","Hol10Nat",0.837105166588245
"1011","Bre00Cyb","Ign15Dis",0.836948413476258
"1549","Bos08Reg","Man16Reg",0.836602218316892
"1867","Arr12Reg","Li_16Wor",0.83657703689676
"1258","Del04Con","Gab11Jou",0.836574699250619
"1930","Sch12Reg","Mod15Qua",0.836290343504805
"1360","And05Reg","Mod15Qua",0.835893948503294
"134","Mal80Env","Mir86Urb",0.835751645444845
"892","Bra99Jou","Hol10Nat",0.835617123003468
"210","Ros80Jou","Bla03Jou",0.835585154976814
"1838","Roz11Ame","Faz15Jou",0.835382749480098
"1629","Dim09Urb","She12Com",0.835377584679366
"1184","Bla03Jou","Mor13Tow",0.835137512405882
"214","Ros80Jou","And05Reg",0.835084023201075
"431","Par85Jou","Cie16Mis",0.834809688788316
"1642","Dim09Urb","Faz15Jou",0.83460537929372
"2101","Bre15Int","Ezz15Rev",0.8345761876158
"2111","Ezz15Rev","Ign15Dis",0.834444671268063
"2058","Ama14Int","Bre15Int",0.833806638178184
"1904","Gul12Age","Luc14Eco",0.833585396052301
"1144","Son02Urb","Kum14Jou",0.833205118341678
"924","Gab99Qua","Son02Urb",0.833152547273427
"1075","Knu01Ame","Bos08Reg",0.833092342505497
"1747","Hol10Nat","She12Com",0.832832651791304
"1499","Soo07Urb","Mor13Tex",0.8327524663616
"366","Par83Jou","Bre15Int",0.832250187120732
"1801","Gab11Jou","Del13Eur",0.832246973289731
"135","Mal80Env","Ett87Env",0.832164989497131
"396","Par85Jou","Soo05Reg",0.831743358172581
"2030","Mor13Tow","Luc14Eco",0.831418302578126
"794","Kru96Jou","Roz11Ame",0.831344777646836
"773","Kru96Jou","Knu01Ame",0.831171634923383
"1302","Eec04The","Ber12Cit",0.831167304862208
"2026","Mor13Tow","Ven13Oec",0.831036480145784
"1857","Arr12Reg","Ara14Eco",0.830587703203136
"1698","Gie10Jou","Ara14Eco",0.830526696273437
"72","Oka79Reg","Ett87Env",0.830491648761539
"376","Par85Jou","Mir86Urb",0.830416133296819
"294","Sua80Jou","Sch12Reg",0.830065346888045
"1797","Gab11Jou","Ber12Cit",0.83000590244946
"370","Par83Jou","Mod15Qua",0.82969310069435
"225","Ros80Jou","Gon10Jou",0.829280530938042
"1476","Gan06Eco","Cie16Mis",0.829227982896771
"637","Cam90Jou","Ber12Cit",0.82901161742648
"2065","Ama14Int","Li_16Wor",0.828967817216638
"1749","Hol10Nat","Gan13Eco",0.828941218836656
"1076","Knu01Ame","LeG08Emp",0.828560923636209
"1364","And05Reg","Man16Reg",0.828356294702808
"1954","She12Com","Man16Reg",0.828130312780449
"1198","Bla03Jou","Man16Reg",0.827985130196492
"861","Kra98Urb","Bre15Int",0.827678893164101
"1108","Knu01Ame","Li_16Wor",0.827556664428198
"1451","Gan06Eco","Hol10Nat",0.82723717734798
"1835","Roz11Ame","Luc14Eco",0.826759604519687
"1945","She12Com","Luc14Eco",0.826738509476413
"1191","Bla03Jou","Ezz15Rev",0.826704913857897
"1282","Del04Con","Li_16Wor",0.826606553184075
"604","Alp89Jou","Man16Reg",0.826482030192091
"1736","Gon10Jou","Cie16Mis",0.826453163040577
"789","Kru96Jou","Gie10Jou",0.826373049067883
"2121","Faz15Jou","Cie16Mis",0.826220063850201
"1261","Del04Con","Ber12Cit",0.826023876721145
"1590","Nis08Jou","Pen10Phy",0.825841453659885
"1500","Soo07Urb","Mor13Tow",0.825720988413674
"1939","She12Com","Mor13Tex",0.825483331087505
"1089","Knu01Ame","Sch12Reg",0.825459047402219
"1927","Sch12Reg","Ezz15Rev",0.825356472828986
"213","Ros80Jou","Eec04The",0.825281614716906
"203","Ros80Jou","Kra98Urb",0.825052619829757
"1523","Bos08Reg","Pen10Phy",0.82460982329282
"1846","Arr12Reg","Ber12Cit",0.82399992692288
"694","Kam90Jou","She12Com",0.82387062641091
"1748","Hol10Nat","Del13Eur",0.823777410145704
"71","Oka79Reg","Mir86Urb",0.823544659658244
"1712","Gon10Jou","Pen10Phy",0.823489510039734
"1469","Gan06Eco","Luc14Eco",0.823329307421632
"2051","Ven13Oec","Cie16Mis",0.822815163562528
"534","Ett87Env","Mor13Tow",0.822425315277616
"354","Par83Jou","Sch12Reg",0.822145336515869
"819","Kru96Jou","Ziq16Asi",0.821952943375643
"1318","Eec04The","Faz15Jou",0.821850315856928
"870","Kra98Urb","Ziq16Asi",0.821795230532766
"1227","Nau03Jou","Mor13Tow",0.821689623052264
"192","Mal80Env","Ziq16Asi",0.821518053266174
"1276","Del04Con","Ezz15Rev",0.821223048162207
"1665","XuZ09Urb","Mor13Tow",0.820922069065183
"1081","Knu01Ame","Gon10Jou",0.820787481608951
"359","Par83Jou","Mor13Tex",0.820665450461538
"1786","Pen10Phy","Ezz15Rev",0.820108527401055
"234","Ros80Jou","She12Com",0.819867066178876
"194","Ros80Jou","Par83Jou",0.819501702792743
"2130","Ign15Dis","Ziq16Asi",0.81927089167411
"1538","Bos08Reg","Ara14Eco",0.819207280028865
"571","Alp89Jou","LeG08Emp",0.819078327910673
"1711","Gon10Jou","Hol10Nat",0.819003496057973
"219","Ros80Jou","Bos08Reg",0.818928867878335
"962","Gab99Qua","Faz15Jou",0.818892424195533
"212","Ros80Jou","Del04Con",0.818765187388033
"909","Bra99Jou","Kum14Jou",0.818486562219346
"606","Cam90Jou","Kam90Jou",0.817931097764422
"894","Bra99Jou","Gab11Jou",0.81785847111938
"1130","Son02Urb","Roz11Ame",0.817764761729662
"1760","Hol10Nat","Faz15Jou",0.816813712148372
"1210","Nau03Jou","Dim09Urb",0.816682261507962
"488","Mir86Urb","Pum15Cyb",0.81660631771754
"1861","Arr12Reg","Ezz15Rev",0.816517116297781
"1764","Hol10Nat","Cie16Mis",0.816496580927726
"1734","Gon10Jou","Mod15Qua",0.816438252660582
"1687","Gie10Jou","Ber12Cit",0.81643046516739
"1197","Bla03Jou","Li_16Wor",0.816048595583982
"52","Pop74Sov","Ama14Int",0.816026113253443
"1868","Arr12Reg","Man16Reg",0.815800234272273
"776","Kru96Jou","Nau03Jou",0.815798728995427
"905","Bra99Jou","Mor13Tow",0.815412847886778
"1792","Pen10Phy","Li_16Wor",0.815405339034331
"91","Oka79Reg","Soo05Reg",0.814768054576651
"853","Kra98Urb","Iye13Eur",0.814647710696305
"7","Pop74Sov","Mir86Urb",0.814613079962557
"80","Oka79Reg","Gab99Qua",0.813732795766967
"1492","Soo07Urb","Ber12Cit",0.813515034408928
"1077","Knu01Ame","Nis08Jou",0.813365738629468
"2081","Kum14Jou","Bre15Int",0.813208977086037
"1594","Nis08Jou","Ber12Cit",0.8129427815899
"2","Pop74Sov","Mal80Env",0.812876924702534
"497","Ett87Env","Kru96Jou",0.812362394459923
"671","Kam90Jou","Nau03Jou",0.81141599065446
"216","Ros80Jou","Soo05Reg",0.811166269133752
"600","Alp89Jou","Mod15Qua",0.81089063354372
"1708","Gie10Jou","Li_16Wor",0.810767577291
"632","Cam90Jou","Hol10Nat",0.810361667452912
"1397","Cra05Con","Faz15Jou",0.810175428479625
"658","Cam90Jou","Li_16Wor",0.81016595223154
"2107","Bre15Int","Li_16Wor",0.80992633003248
"424","Par85Jou","Luc14Eco",0.809453693542184
"1773","Pen10Phy","Sch12Reg",0.809354262454947
"1241","Nau03Jou","Man16Reg",0.809000337807677
"1871","Ber12Cit","Sch12Reg",0.808996106899128
"1934","Sch12Reg","Man16Reg",0.808881841911708
"1114","Son02Urb","Eec04The",0.808873042651651
"1342","And05Reg","Ber12Cit",0.808827230126885
"586","Alp89Jou","Del13Eur",0.808736084303189
"1727","Gon10Jou","Ara14Eco",0.808679397717391
"792","Kru96Jou","Pen10Phy",0.80863791315083
"380","Par85Jou","Kam90Jou",0.808205342897868
"978","Bre00Cyb","Cra05Con",0.807960625175265
"673","Kam90Jou","Eec04The",0.807744378124761
"2040","Mor13Tow","Ziq16Asi",0.807688875335255
"1557","LeG08Emp","Pen10Phy",0.807601894458166
"2125","Ign15Dis","Mod15Qua",0.807593630139443
"1060","Bat01Urb","Pum15Cyb",0.807524493983454
"1505","Soo07Urb","Luc14Eco",0.807366391917292
"265","Sua80Jou","Bra99Jou",0.807344411299952
"229","Ros80Jou","Roz11Ame",0.806839370730479
"1390","Cra05Con","Ven13Oec",0.806836649054879
"1414","Soo05Reg","Hol10Nat",0.806832917808976
"959","Gab99Qua","Luc14Eco",0.806736028086249
"1947","She12Com","Ezz15Rev",0.806538748018929
"97","Oka79Reg","Dim09Urb",0.806430953245807
"1380","Cra05Con","Arr12Reg",0.806427322878876
"351","Par83Jou","Arr12Reg",0.806383008166988
"126","Oka79Reg","Cie16Mis",0.806380803342937
"1126","Son02Urb","Gon10Jou",0.806311322214986
"329","Par83Jou","Knu01Ame",0.806309174589847
"2128","Ign15Dis","Li_16Wor",0.806007374236702
"919","Bra99Jou","Man16Reg",0.805813254152831
"402","Par85Jou","Dim09Urb",0.805262406899788
"1819","Gab11Jou","Man16Reg",0.805228841889795
"1460","Gan06Eco","Del13Eur",0.805076485899413
"342","Par83Jou","Nis08Jou",0.804797644730103
"361","Par83Jou","Ven13Oec",0.804446985361805
"1843","Roz11Ame","Li_16Wor",0.803931689677526
"2017","Mor13Tex","Ezz15Rev",0.803878757792636
"224","Ros80Jou","Gie10Jou",0.803836952468501
"1510","Soo07Urb","Mod15Qua",0.803835837749137
"784","Kru96Jou","Bos08Reg",0.803620436403782
"1913","Gul12Age","Man16Reg",0.803521905092351
"777","Kru96Jou","Del04Con",0.80345981563169
"371","Par83Jou","Pum15Cyb",0.803208049198526
"2071","Ara14Eco","Ezz15Rev",0.803206739159179
"1337","And05Reg","Hol10Nat",0.802749648566298
"544","Ett87Env","Mod15Qua",0.802472664455351
"1879","Ber12Cit","Ama14Int",0.802389665884015
"2113","Ezz15Rev","Pum15Cyb",0.802377419802878
"1959","Del13Eur","Mor13Tow",0.802246242631541
"273","Sua80Jou","Del04Con",0.801973250317568
"782","Kru96Jou","Gan06Eco",0.801783725737273
"333","Par83Jou","Del04Con",0.801721787525262
"1953","She12Com","Li_16Wor",0.801491719912943
"1609","Nis08Jou","Ezz15Rev",0.801040989379861
"434","Par85Jou","Ziq16Asi",0.801039140261173
"6","Pop74Sov","Par85Jou",0.800956718064139
"780","Kru96Jou","Cra05Con",0.800640769025436
"652","Cam90Jou","Ezz15Rev",0.800416992470328
"1837","Roz11Ame","Ezz15Rev",0.80012027223225
"1589","Nis08Jou","Hol10Nat",0.800094691365663
"577","Alp89Jou","Hol10Nat",0.800004596419963
"645","Cam90Jou","Mor13Tow",0.799897843366438
"1358","And05Reg","Faz15Jou",0.799814086036549
"114","Oka79Reg","Mor13Tow",0.799498823992392
"823","Kra98Urb","Bat01Urb",0.799063264251998
"75","Oka79Reg","Kam90Jou",0.799005063131074
"693","Kam90Jou","Sch12Reg",0.798919984968915
"218","Ros80Jou","Soo07Urb",0.798772063742812
"1859","Arr12Reg","Luc14Eco",0.798747206723473
"1049","Bat01Urb","Mor13Tow",0.798658077860573
