"","i","j","cosSim"
"1695","Gie10Jou","Mor13Tow",0.798581817508174
"96","Oka79Reg","Nis08Jou",0.798524918493183
"1315","Eec04The","Luc14Eco",0.798485626936673
"1371","Cra05Con","Nis08Jou",0.798271734585262
"1806","Gab11Jou","Ven13Oec",0.798080029598243
"1355","And05Reg","Luc14Eco",0.798028917336458
"1569","LeG08Emp","Mor13Tow",0.797921077096528
"1111","Son02Urb","Bla03Jou",0.797836969726537
"1743","Hol10Nat","Arr12Reg",0.797755426442055
"5","Pop74Sov","Par83Jou",0.79770897951218
"153","Mal80Env","Cra05Con",0.797549764535929
"1672","XuZ09Urb","Ezz15Rev",0.797509564441922
"653","Cam90Jou","Faz15Jou",0.797403061984383
"1381","Cra05Con","Ber12Cit",0.797106258158466
"1391","Cra05Con","Ama14Int",0.797016770218749
"1382","Cra05Con","Gul12Age",0.796972292595442
"296","Sua80Jou","Del13Eur",0.796819072889596
"1283","Del04Con","Man16Reg",0.796436632878203
"1464","Gan06Eco","Mor13Tow",0.796277571588258
"2137","Pum15Cyb","Li_16Wor",0.796117338651413
"1634","Dim09Urb","Mor13Tow",0.795618194877707
"1547","Bos08Reg","Cie16Mis",0.795133849007724
"1226","Nau03Jou","Mor13Tex",0.795011940225944
"1815","Gab11Jou","Mod15Qua",0.794964627147885
"515","Ett87Env","LeG08Emp",0.794898566379623
"1753","Hol10Nat","Ven13Oec",0.794793877066238
"958","Gab99Qua","Kum14Jou",0.794661396145309
"1399","Cra05Con","Mod15Qua",0.794332406953238
"752","Gue95Urb","Mor13Tow",0.794279199425691
"1025","Bat01Urb","Cra05Con",0.794093813021105
"419","Par85Jou","Mor13Tow",0.793356830506287
"1135","Son02Urb","She12Com",0.793197552825053
"1583","LeG08Emp","Man16Reg",0.793193251018788
"1192","Bla03Jou","Faz15Jou",0.792826805677141
"1572","LeG08Emp","Ara14Eco",0.792611135202181
"1119","Son02Urb","Soo07Urb",0.792603847388912
"385","Par85Jou","Gab99Qua",0.792573486011742
"1078","Knu01Ame","Dim09Urb",0.792461048801595
"231","Ros80Jou","Ber12Cit",0.792443288581705
"1160","Bla03Jou","Cra05Con",0.792431340530501
"836","Kra98Urb","LeG08Emp",0.792224633518585
"1886","Ber12Cit","Ign15Dis",0.792143989641947
"1678","XuZ09Urb","Li_16Wor",0.791287461888609
"774","Kru96Jou","Son02Urb",0.79115480528524
"1274","Del04Con","Luc14Eco",0.791063984633816
"553","Alp89Jou","Kru96Jou",0.790964996460416
"602","Alp89Jou","Cie16Mis",0.790483943457971
"1483","Soo07Urb","Dim09Urb",0.790095673233174
"1745","Hol10Nat","Gul12Age",0.79001434476786
"1445","Gan06Eco","LeG08Emp",0.789986951676826
"1518","Bos08Reg","Dim09Urb",0.789938718920802
"447","Mir86Urb","Son02Urb",0.789832340087457
"2127","Ign15Dis","Cie16Mis",0.789585411435153
"733","Gue95Urb","LeG08Emp",0.789548830944108
"816","Kru96Jou","Cie16Mis",0.789280028230135
"175","Mal80Env","Iye13Eur",0.789214637139018
"1129","Son02Urb","Gab11Jou",0.78891437326451
"1612","Nis08Jou","Mod15Qua",0.788702230430082
"1269","Del04Con","Mor13Tow",0.788680322595184
"1607","Nis08Jou","Luc14Eco",0.788558727242404
"689","Kam90Jou","Roz11Ame",0.788528603845833
"1441","Soo05Reg","Man16Reg",0.788097711981049
"78","Oka79Reg","Kra98Urb",0.787992916098169
"425","Par85Jou","Bre15Int",0.78773487596104
"1508","Soo07Urb","Faz15Jou",0.786850449717209
"1923","Sch12Reg","Ara14Eco",0.786529350558345
"119","Oka79Reg","Luc14Eco",0.786372909592629
"790","Kru96Jou","Gon10Jou",0.786347854269377
"668","Kam90Jou","Knu01Ame",0.786185481848905
"1602","Nis08Jou","Mor13Tow",0.785868266827414
"1132","Son02Urb","Ber12Cit",0.785862486096347
"1435","Soo05Reg","Faz15Jou",0.785836462798023
"1124","Son02Urb","XuZ09Urb",0.785680537375106
"2022","Mor13Tex","Cie16Mis",0.785651135315172
"209","Ros80Jou","Son02Urb",0.785553319064987
"930","Gab99Qua","Cra05Con",0.785527357109156
"201","Ros80Jou","Gue95Urb",0.785355471607104
"1556","LeG08Emp","Hol10Nat",0.785017605134674
"854","Kra98Urb","Mor13Tex",0.78497460430187
"1545","Bos08Reg","Mod15Qua",0.784732871171342
"253","Ros80Jou","Man16Reg",0.784722545670896
"1401","Cra05Con","Cie16Mis",0.784464540552736
"1363","And05Reg","Li_16Wor",0.784275514094934
"469","Mir86Urb","Ber12Cit",0.784206450550504
"1189","Bla03Jou","Luc14Eco",0.784140197820149
"695","Kam90Jou","Del13Eur",0.783929495902185
"1522","Bos08Reg","Hol10Nat",0.783733316492778
"1854","Arr12Reg","Mor13Tow",0.783041806227523
"1350","And05Reg","Mor13Tow",0.782741645401821
"59","Pop74Sov","Ign15Dis",0.782609879184077
"57","Pop74Sov","Ezz15Rev",0.782460796435952
"1994","Iye13Eur","Mor13Tow",0.782014194617923
"331","Par83Jou","Bla03Jou",0.781503643246538
"1903","Gul12Age","Kum14Jou",0.781345384897492
"458","Mir86Urb","LeG08Emp",0.78111590519982
"1323","Eec04The","Li_16Wor",0.781058558427537
"1702","Gie10Jou","Ezz15Rev",0.780952380952381
"1746","Hol10Nat","Sch12Reg",0.780314123539376
"1757","Hol10Nat","Luc14Eco",0.780156046815605
"1145","Son02Urb","Luc14Eco",0.779747738661493
"1891","Ber12Cit","Man16Reg",0.779499749432296
"401","Par85Jou","Nis08Jou",0.779316139789051
"54","Pop74Sov","Kum14Jou",0.778311782494156
"1112","Son02Urb","Nau03Jou",0.778049022359825
"1273","Del04Con","Kum14Jou",0.777969996770835
"1456","Gan06Eco","Ber12Cit",0.777168415529098
"665","Kam90Jou","Gab99Qua",0.777125649615858
"650","Cam90Jou","Luc14Eco",0.77704563194592
"1","Pop74Sov","Oka79Reg",0.776898596067356
"132","Mal80Env","Par83Jou",0.776740030719008
"1141","Son02Urb","Ven13Oec",0.776195425677693
"95","Oka79Reg","LeG08Emp",0.776005270250729
"1649","Dim09Urb","Ziq16Asi",0.775447263466607
"400","Par85Jou","LeG08Emp",0.775432169723683
"1234","Nau03Jou","Ezz15Rev",0.775298624499764
"857","Kra98Urb","Ama14Int",0.775217986955275
"90","Oka79Reg","Cra05Con",0.775217091182553
"2123","Faz15Jou","Man16Reg",0.774838067937756
"2086","Kum14Jou","Pum15Cyb",0.774734583721209
"800","Kru96Jou","Del13Eur",0.774596669241483
"345","Par83Jou","Gie10Jou",0.774467794063795
"808","Kru96Jou","Kum14Jou",0.773952743391255
"198","Ros80Jou","Alp89Jou",0.773791056262993
"2098","Luc14Eco","Li_16Wor",0.77341922596264
"1670","XuZ09Urb","Luc14Eco",0.773202144317532
"2103","Bre15Int","Ign15Dis",0.772726299375079
"1404","Cra05Con","Ziq16Asi",0.772539303936907
"910","Bra99Jou","Luc14Eco",0.772103667378952
"1357","And05Reg","Ezz15Rev",0.771733782100677
"383","Par85Jou","Kra98Urb",0.771555401843287
"546","Ett87Env","Cie16Mis",0.771398955541209
"113","Oka79Reg","Mor13Tex",0.771035286380615
"320","Par83Jou","Cam90Jou",0.771014263895824
"793","Kru96Jou","Gab11Jou",0.770784029180635
"1977","Gan13Eco","Mor13Tow",0.770560655755604
"818","Kru96Jou","Man16Reg",0.77005354108682
"348","Par83Jou","Pen10Phy",0.770002344053158
"387","Par85Jou","Bat01Urb",0.769511314690054
"2092","Luc14Eco","Ezz15Rev",0.76924423603812
"282","Sua80Jou","Nis08Jou",0.769233891102556
"1622","Dim09Urb","Pen10Phy",0.769077844059445
"1235","Nau03Jou","Faz15Jou",0.76877126067949
"1463","Gan06Eco","Mor13Tex",0.768538183355123
"395","Par85Jou","Cra05Con",0.768222971861966
"129","Oka79Reg","Ziq16Asi",0.768170688647095
"1387","Cra05Con","Iye13Eur",0.768008242545
"1673","XuZ09Urb","Faz15Jou",0.767780875895714
"768","Kru96Jou","Kra98Urb",0.767571029083089
"181","Mal80Env","Kum14Jou",0.766874773592239
"1813","Gab11Jou","Faz15Jou",0.766704334354576
"365","Par83Jou","Luc14Eco",0.766491991584468
"386","Par85Jou","Bre00Cyb",0.76622004493189
"1240","Nau03Jou","Li_16Wor",0.766188119046597
"2077","Ara14Eco","Li_16Wor",0.765857713285847
"190","Mal80Env","Li_16Wor",0.765712780033515
"814","Kru96Jou","Mod15Qua",0.765525353624375
"807","Kru96Jou","Ara14Eco",0.765034684205029
"120","Oka79Reg","Bre15Int",0.764901710591414
"415","Par85Jou","Del13Eur",0.764894111067326
"1558","LeG08Emp","Gab11Jou",0.764540293979072
"428","Par85Jou","Ign15Dis",0.764107532910546
"1605","Nis08Jou","Ara14Eco",0.763964700274749
"1059","Bat01Urb","Mod15Qua",0.763369679540608
"1317","Eec04The","Ezz15Rev",0.76336519694239
"355","Par83Jou","She12Com",0.763348808058757
"994","Bre00Cyb","Ber12Cit",0.763259724630755
"1150","Son02Urb","Mod15Qua",0.763117818230385
"745","Gue95Urb","Gul12Age",0.76284573927736
"350","Par83Jou","Roz11Ame",0.762570027650461
"63","Pop74Sov","Li_16Wor",0.762554216827636
"145","Mal80Env","Bat01Urb",0.76170690121491
"211","Ros80Jou","Nau03Jou",0.761576423020422
"687","Kam90Jou","Pen10Phy",0.761330299181249
"291","Sua80Jou","Arr12Reg",0.761233775634661
"1474","Gan06Eco","Mod15Qua",0.761094355017366
"1920","Sch12Reg","Mor13Tow",0.760865310972536
"2083","Kum14Jou","Faz15Jou",0.760774487718672
"235","Ros80Jou","Del13Eur",0.760116950066092
"1400","Cra05Con","Pum15Cyb",0.760116950066092
"2119","Faz15Jou","Mod15Qua",0.759526868558446
"14","Pop74Sov","Kra98Urb",0.75930615842194
"1907","Gul12Age","Faz15Jou",0.758705817670128
"108","Oka79Reg","Sch12Reg",0.758588571627972
"527","Ett87Env","Gul12Age",0.758293245442043
"621","Cam90Jou","Cra05Con",0.758259776611223
"1379","Cra05Con","Roz11Ame",0.757978684351117
"1374","Cra05Con","Gie10Jou",0.757864746745074
"1883","Ber12Cit","Bre15Int",0.75785411564219
"2062","Ama14Int","Mod15Qua",0.757297423411109
"473","Mir86Urb","Del13Eur",0.757282445662753
"410","Par85Jou","Arr12Reg",0.757140156632342
"2014","Mor13Tex","Kum14Jou",0.757111660415643
"683","Kam90Jou","XuZ09Urb",0.756811687025754
"2024","Mor13Tex","Man16Reg",0.756685955945182
"672","Kam90Jou","Del04Con",0.756455135069693
"105","Oka79Reg","Arr12Reg",0.756311471718842
"1513","Soo07Urb","Li_16Wor",0.755892203569115
"589","Alp89Jou","Mor13Tex",0.755835222263086
"184","Mal80Env","Ezz15Rev",0.755543562895768
"1032","Bat01Urb","Dim09Urb",0.755396226469542
"1924","Sch12Reg","Kum14Jou",0.75538111721466
"2027","Mor13Tow","Ama14Int",0.754718676398636
"825","Kra98Urb","Son02Urb",0.754445091674388
"802","Kru96Jou","Iye13Eur",0.754275750846365
"1632","Dim09Urb","Iye13Eur",0.753186179045611
"413","Par85Jou","Sch12Reg",0.75287270140698
"99","Oka79Reg","Gie10Jou",0.752851721314174
"82","Oka79Reg","Bat01Urb",0.752689787474006
"530","Ett87Env","Del13Eur",0.751834998140828
"388","Par85Jou","Knu01Ame",0.751758439279704
"499","Ett87Env","Bra99Jou",0.751575281862268
"1648","Dim09Urb","Man16Reg",0.751160093500787
"103","Oka79Reg","Gab11Jou",0.750831508511388
"815","Kru96Jou","Pum15Cyb",0.750582763988561
"344","Par83Jou","XuZ09Urb",0.750508624585318
"1818","Gab11Jou","Li_16Wor",0.750287129135399
"1637","Dim09Urb","Ara14Eco",0.750001536663249
"110","Oka79Reg","Del13Eur",0.75
"81","Oka79Reg","Bre00Cyb",0.74972301028114
"408","Par85Jou","Gab11Jou",0.749494911503709
"286","Sua80Jou","Gon10Jou",0.749179923572805
"1099","Knu01Ame","Kum14Jou",0.748653634099334
"985","Bre00Cyb","Dim09Urb",0.74820441417323
"1118","Son02Urb","Gan06Eco",0.748190055927209
"418","Par85Jou","Mor13Tex",0.748073600266625
"1925","Sch12Reg","Luc14Eco",0.747477627886059
"2122","Faz15Jou","Li_16Wor",0.747364952293577
"1543","Bos08Reg","Faz15Jou",0.747285754883116
"197","Ros80Jou","Ett87Env",0.74720384584075
"1373","Cra05Con","XuZ09Urb",0.747203222080077
"1398","Cra05Con","Ign15Dis",0.747180441146762
"1621","Dim09Urb","Hol10Nat",0.746996118651571
"1366","Cra05Con","Soo05Reg",0.74656596674746
"1431","Soo05Reg","Kum14Jou",0.74656596674746
"1783","Pen10Phy","Kum14Jou",0.74656596674746
"335","Par83Jou","And05Reg",0.745670429490247
"1120","Son02Urb","Bos08Reg",0.745154517704385
"1968","Del13Eur","Ign15Dis",0.74499231548755
"679","Kam90Jou","Bos08Reg",0.744829845516074
"264","Sua80Jou","Kra98Urb",0.744704116913826
"1948","She12Com","Faz15Jou",0.74462396740494
"404","Par85Jou","Gie10Jou",0.744464105329271
"250","Ros80Jou","Pum15Cyb",0.744208407535251
"762","Gue95Urb","Mod15Qua",0.743363425902115
"363","Par83Jou","Ara14Eco",0.743166340232396
"503","Ett87Env","Knu01Ame",0.741856938054915
"1876","Ber12Cit","Mor13Tex",0.741348095599205
"500","Ett87Env","Gab99Qua",0.741120231195527
"1765","Hol10Nat","Li_16Wor",0.740595277041878
"1636","Dim09Urb","Ama14Int",0.7402753475112
"573","Alp89Jou","Dim09Urb",0.740010312307298
"590","Alp89Jou","Mor13Tow",0.739298902484672
"2135","Mod15Qua","Ziq16Asi",0.738656394621146
"1109","Knu01Ame","Man16Reg",0.738515377758084
"2063","Ama14Int","Pum15Cyb",0.738350384521184
"1375","Cra05Con","Gon10Jou",0.737928846476565
"130","Mal80Env","Ros80Jou",0.73747679971004
"239","Ros80Jou","Mor13Tow",0.737351538256956
"1188","Bla03Jou","Kum14Jou",0.736822123651168
"685","Kam90Jou","Gon10Jou",0.736740649293748
"1472","Gan06Eco","Faz15Jou",0.736575118699422
"489","Mir86Urb","Cie16Mis",0.736381738309777
"2006","Iye13Eur","Cie16Mis",0.735019784417109
"718","Gue95Urb","Gab99Qua",0.734774463442889
"582","Alp89Jou","Ber12Cit",0.734455202641797
"2093","Luc14Eco","Faz15Jou",0.734397781534532
"243","Ros80Jou","Kum14Jou",0.734303195847569
"1973","Del13Eur","Man16Reg",0.734130348385798
"421","Par85Jou","Ama14Int",0.733991098826116
"1507","Soo07Urb","Ezz15Rev",0.733808573069711
"193","Ros80Jou","Sua80Jou",0.733799385705343
"664","Kam90Jou","Bra99Jou",0.733185760041523
"702","Kam90Jou","Ara14Eco",0.732310140528434
"384","Par85Jou","Bra99Jou",0.732264718892311
"332","Par83Jou","Nau03Jou",0.73072767199408
"285","Sua80Jou","Gie10Jou",0.730296743340222
"670","Kam90Jou","Bla03Jou",0.729963045930366
"1787","Pen10Phy","Faz15Jou",0.729705286883879
"691","Kam90Jou","Ber12Cit",0.729018882792847
"1716","Gon10Jou","Ber12Cit",0.72870780854422
"2004","Iye13Eur","Mod15Qua",0.728675415055832
"334","Par83Jou","Eec04The",0.728405999703299
"1065","Knu01Ame","Son02Urb",0.728402325769577
"254","Ros80Jou","Ziq16Asi",0.72835704072923
"764","Gue95Urb","Cie16Mis",0.728135851460301
"753","Gue95Urb","Ven13Oec",0.728098704514816
"487","Mir86Urb","Mod15Qua",0.727458308108959
"717","Gue95Urb","Bra99Jou",0.726703095199512
"1812","Gab11Jou","Ezz15Rev",0.726444714666302
"217","Ros80Jou","Gan06Eco",0.726273039202563
"1776","Pen10Phy","Gan13Eco",0.725823617259488
"160","Mal80Env","Dim09Urb",0.725775044598859
"123","Oka79Reg","Ign15Dis",0.724621431860937
"1804","Gab11Jou","Mor13Tex",0.724615721581531
"1606","Nis08Jou","Kum14Jou",0.724357685086626
"1858","Arr12Reg","Kum14Jou",0.724138820544297
"2020","Mor13Tex","Mod15Qua",0.723905394273534
"722","Gue95Urb","Son02Urb",0.723627226986633
"67","Oka79Reg","Ros80Jou",0.723572865928299
"2080","Kum14Jou","Luc14Eco",0.723123253546036
"116","Oka79Reg","Ama14Int",0.722897396012249
"535","Ett87Env","Ven13Oec",0.72263049526902
"79","Oka79Reg","Bra99Jou",0.722236297882072
"1914","Gul12Age","Ziq16Asi",0.721929543660496
"1110","Knu01Ame","Ziq16Asi",0.721798718006415
"1724","Gon10Jou","Mor13Tow",0.721533410358263
"1326","And05Reg","Cra05Con",0.720862287176705
"1756","Hol10Nat","Kum14Jou",0.720576692122892
"707","Kam90Jou","Faz15Jou",0.720521269541406
"442","Mir86Urb","Bra99Jou",0.72006796554819
"504","Ett87Env","Son02Urb",0.719430862794401
"125","Oka79Reg","Pum15Cyb",0.718891894206323
"2043","Ven13Oec","Kum14Jou",0.718588890564501
"2078","Ara14Eco","Man16Reg",0.718046994669133
"368","Par83Jou","Faz15Jou",0.718023000971994
"430","Par85Jou","Pum15Cyb",0.717958158617738
"1834","Roz11Ame","Kum14Jou",0.717227142181702
"1527","Bos08Reg","Ber12Cit",0.716678579902696
"1759","Hol10Nat","Ezz15Rev",0.716368844484171
"1389","Cra05Con","Mor13Tow",0.715628217595839
"407","Par85Jou","Pen10Phy",0.715478157567811
"429","Par85Jou","Mod15Qua",0.71526302894403
"179","Mal80Env","Ama14Int",0.715118104596543
"2094","Luc14Eco","Ign15Dis",0.714941605505401
"2143","Li_16Wor","Man16Reg",0.714614982881229
"1645","Dim09Urb","Pum15Cyb",0.714577438093787
"1286","Eec04The","Cra05Con",0.714005547295417
"2034","Mor13Tow","Ign15Dis",0.713823513540681
"379","Par85Jou","Cam90Jou",0.713816643977327
"1737","Gon10Jou","Li_16Wor",0.71368570117992
"712","Kam90Jou","Li_16Wor",0.712877704995134
"257","Sua80Jou","Mir86Urb",0.712786444967237
"195","Ros80Jou","Par85Jou",0.712413997202464
"847","Kra98Urb","Ber12Cit",0.712048532457429
"1991","Gan13Eco","Man16Reg",0.711491458623208
"1061","Bat01Urb","Cie16Mis",0.711328351713958
"1447","Gan06Eco","Dim09Urb",0.711303297442365
"2064","Ama14Int","Cie16Mis",0.711200711201067
"414","Par85Jou","She12Com",0.711123212090725
"748","Gue95Urb","Del13Eur",0.710669054518701
"698","Kam90Jou","Mor13Tex",0.710342984735756
"349","Par83Jou","Gab11Jou",0.710295350929155
"1535","Bos08Reg","Mor13Tow",0.710211732550849
"2134","Mod15Qua","Man16Reg",0.710115359724922
"551","Alp89Jou","Kam90Jou",0.709361757634356
"1643","Dim09Urb","Ign15Dis",0.709338331126789
"522","Ett87Env","Pen10Phy",0.709027698843566
"2054","Ven13Oec","Ziq16Asi",0.709018563948744
"1574","LeG08Emp","Luc14Eco",0.7083579295218
"1584","LeG08Emp","Ziq16Asi",0.708242973673993
"83","Oka79Reg","Knu01Ame",0.708205057977615
"42","Pop74Sov","Ber12Cit",0.707270349724749
"1140","Son02Urb","Mor13Tow",0.707149479582238
"74","Oka79Reg","Cam90Jou",0.706848665908305
"2068","Ara14Eco","Kum14Jou",0.706552404949866
"2047","Ven13Oec","Faz15Jou",0.705993495334741
"1128","Son02Urb","Pen10Phy",0.70588657875679
"208","Ros80Jou","Knu01Ame",0.705837415242122
"394","Par85Jou","And05Reg",0.705604877622165
"476","Mir86Urb","Mor13Tex",0.7055355472298
"321","Par83Jou","Kam90Jou",0.705495903851225
"810","Kru96Jou","Bre15Int",0.705345615858598
"102","Oka79Reg","Pen10Phy",0.704664263417644
"1384","Cra05Con","She12Com",0.70459925247941
"304","Sua80Jou","Kum14Jou",0.704186850828046
"1699","Gie10Jou","Kum14Jou",0.703731550548997
"249","Ros80Jou","Mod15Qua",0.702097289341084
"420","Par85Jou","Ven13Oec",0.701754759651863
"339","Par83Jou","Soo07Urb",0.701351856836258
"1897","Gul12Age","Iye13Eur",0.700893084782899
"662","Kam90Jou","Kru96Jou",0.700649049745371
"721","Gue95Urb","Knu01Ame",0.700043737278382
"1623","Dim09Urb","Gab11Jou",0.699891339267428
"1104","Knu01Ame","Ign15Dis",0.699791677040315
"680","Kam90Jou","LeG08Emp",0.699606599155286
"1477","Gan06Eco","Li_16Wor",0.699237871978955
"1093","Knu01Ame","Iye13Eur",0.699166148748261
"66","Oka79Reg","Mal80Env",0.698649855646666
"89","Oka79Reg","And05Reg",0.698649855646666
"2033","Mor13Tow","Faz15Jou",0.698569493962129
"791","Kru96Jou","Hol10Nat",0.698412698412698
"511","Ett87Env","Soo05Reg",0.698230322719045
"771","Kru96Jou","Bre00Cyb",0.698148897572914
"595","Alp89Jou","Luc14Eco",0.697770694975288
"969","Gab99Qua","Ziq16Asi",0.697172730921269
"1729","Gon10Jou","Luc14Eco",0.697154525443464
"537","Ett87Env","Ara14Eco",0.696741186218029
"2141","Cie16Mis","Man16Reg",0.696457200105611
"1961","Del13Eur","Ama14Int",0.696123418382166
"392","Par85Jou","Del04Con",0.696086260799785
"1731","Gon10Jou","Ezz15Rev",0.695496175882748
"1885","Ber12Cit","Faz15Jou",0.695388538285154
"227","Ros80Jou","Pen10Phy",0.695285373543216
"505","Ett87Env","Bla03Jou",0.695216311306506
"751","Gue95Urb","Mor13Tex",0.694071162765379
"251","Ros80Jou","Cie16Mis",0.693375245281536
"122","Oka79Reg","Faz15Jou",0.693012624316418
"507","Ett87Env","Del04Con",0.691971178886435
"140","Mal80Env","Kru96Jou",0.691763428215276
"115","Oka79Reg","Ven13Oec",0.69114828395448
"1203","Nau03Jou","Cra05Con",0.690615750552687
"109","Oka79Reg","She12Com",0.690308145751593
"1888","Ber12Cit","Pum15Cyb",0.689879281687633
"1094","Knu01Ame","Mor13Tex",0.689458446583296
"729","Gue95Urb","Soo05Reg",0.688576743024685
"2110","Ezz15Rev","Faz15Jou",0.688347012677631
"709","Kam90Jou","Mod15Qua",0.686546702813322
"2073","Ara14Eco","Ign15Dis",0.686408079560482
"699","Kam90Jou","Mor13Tow",0.685896891270507
"1540","Bos08Reg","Luc14Eco",0.685808911632854
"87","Oka79Reg","Del04Con",0.685565460040104
"260","Sua80Jou","Cam90Jou",0.685010065916315
"440","Mir86Urb","Kru96Jou",0.684353203432982
"706","Kam90Jou","Ezz15Rev",0.68426976275816
"477","Mir86Urb","Mor13Tow",0.683467871224239
"271","Sua80Jou","Bla03Jou",0.68322637324666
"93","Oka79Reg","Soo07Urb",0.683055208001457
"820","Kra98Urb","Bra99Jou",0.683029373768918
"133","Mal80Env","Par85Jou",0.683005433143163
"2142","Cie16Mis","Ziq16Asi",0.682793450870557
"1794","Pen10Phy","Ziq16Asi",0.682723788731839
"1030","Bat01Urb","LeG08Emp",0.680675351940798
"1567","LeG08Emp","Iye13Eur",0.680668179525234
"1045","Bat01Urb","Del13Eur",0.680593064535883
"1751","Hol10Nat","Mor13Tex",0.679401552434321
"409","Par85Jou","Roz11Ame",0.679192111817218
"1778","Pen10Phy","Mor13Tex",0.67915126518301
"1071","Knu01Ame","Cra05Con",0.67877929491673
"849","Kra98Urb","Sch12Reg",0.678756324383562
"1669","XuZ09Urb","Kum14Jou",0.678709593389403
"864","Kra98Urb","Ign15Dis",0.678348387188445
"2010","Mor13Tex","Mor13Tow",0.677874149518008
"1395","Cra05Con","Bre15Int",0.677674147571697
"1471","Gan06Eco","Ezz15Rev",0.677630927178938
"809","Kru96Jou","Luc14Eco",0.676802040613538
"1548","Bos08Reg","Li_16Wor",0.676006770800598
"124","Oka79Reg","Mod15Qua",0.675989663616579
"2079","Ara14Eco","Ziq16Asi",0.67580128957085
"398","Par85Jou","Soo07Urb",0.675754473556805
"290","Sua80Jou","Roz11Ame",0.675429700294173
"649","Cam90Jou","Kum14Jou",0.675325113544371
"88","Oka79Reg","Eec04The",0.675281350224323
"347","Par83Jou","Hol10Nat",0.674818261299343
"700","Kam90Jou","Ven13Oec",0.674199862463242
"1018","Bat01Urb","Knu01Ame",0.673982282798743
"313","Sua80Jou","Li_16Wor",0.672841956024385
"2044","Ven13Oec","Luc14Eco",0.672485142146196
"196","Ros80Jou","Mir86Urb",0.672482899872069
"533","Ett87Env","Mor13Tex",0.672105870263747
"1103","Knu01Ame","Faz15Jou",0.671830208961368
"390","Par85Jou","Bla03Jou",0.67144371135217
"450","Mir86Urb","Del04Con",0.671050559800971
"2116","Ezz15Rev","Man16Reg",0.670839073591157
"1639","Dim09Urb","Luc14Eco",0.670820393249937
"247","Ros80Jou","Faz15Jou",0.67068941201404
"1037","Bat01Urb","Pen10Phy",0.670612590965045
"528","Ett87Env","Sch12Reg",0.670569626265752
"104","Oka79Reg","Roz11Ame",0.67024085068538
"772","Kru96Jou","Bat01Urb",0.670150577413155
"393","Par85Jou","Eec04The",0.669908229974697
"746","Gue95Urb","Sch12Reg",0.669705609939962
"485","Mir86Urb","Faz15Jou",0.669580445367155
"1127","Son02Urb","Hol10Nat",0.669438681395203
"1138","Son02Urb","Iye13Eur",0.669097202764537
"1944","She12Com","Kum14Jou",0.668923340961465
"422","Par85Jou","Ara14Eco",0.668635664284261
"1002","Bre00Cyb","Mor13Tow",0.668591784563585
"598","Alp89Jou","Faz15Jou",0.667637743390871
"1542","Bos08Reg","Ezz15Rev",0.667417852208487
"1143","Son02Urb","Ara14Eco",0.666901734941715
"1957","Del13Eur","Iye13Eur",0.666817889684755
"1571","LeG08Emp","Ama14Int",0.666501610878456
"2031","Mor13Tow","Bre15Int",0.666477368755268
"255","Sua80Jou","Par83Jou",0.666321618180762
"346","Par83Jou","Gon10Jou",0.665672483982389
"856","Kra98Urb","Ven13Oec",0.665563826099023
"470","Mir86Urb","Gul12Age",0.665475125648692
"275","Sua80Jou","And05Reg",0.665081120211164
"391","Par85Jou","Nau03Jou",0.664943811670961
"848","Kra98Urb","Gul12Age",0.664930219017039
"920","Bra99Jou","Ziq16Asi",0.664509556008088
"723","Gue95Urb","Bla03Jou",0.664319379177962
"740","Gue95Urb","Pen10Phy",0.663537588732878
"1376","Cra05Con","Hol10Nat",0.663388065763932
"226","Ros80Jou","Hol10Nat",0.663190834284692
"952","Gab99Qua","Iye13Eur",0.662217630051365
"1231","Nau03Jou","Kum14Jou",0.661840094279658
"471","Mir86Urb","Sch12Reg",0.661444786863303
"1999","Iye13Eur","Luc14Eco",0.661271360415927
"403","Par85Jou","XuZ09Urb",0.660591988943505
"1154","Son02Urb","Man16Reg",0.659700445931768
"725","Gue95Urb","Del04Con",0.65928863838539
"1314","Eec04The","Kum14Jou",0.659082043657308
"560","Alp89Jou","Son02Urb",0.658508643552713
"597","Alp89Jou","Ezz15Rev",0.657791633186249
"206","Ros80Jou","Bre00Cyb",0.657550578426081
"914","Bra99Jou","Ign15Dis",0.656849926023737
"1369","Cra05Con","Bos08Reg",0.656583483726077
"301","Sua80Jou","Ven13Oec",0.656004866512314
"92","Oka79Reg","Gan06Eco",0.655562281375236
"1377","Cra05Con","Pen10Phy",0.655521336656307
"922","Gab99Qua","Bat01Urb",0.654951931481197
"1777","Pen10Phy","Iye13Eur",0.654479526631007
"1403","Cra05Con","Man16Reg",0.654476952208143
"1149","Son02Urb","Ign15Dis",0.654370857780353
"1578","LeG08Emp","Ign15Dis",0.651992566693328
"1368","Cra05Con","Soo07Urb",0.651712087955672
"397","Par85Jou","Gan06Eco",0.651609540013212
"983","Bre00Cyb","LeG08Emp",0.651573470171109
"821","Kra98Urb","Gab99Qua",0.651359432250386
"1788","Pen10Phy","Ign15Dis",0.65108517166108
"873","Bra99Jou","Bat01Urb",0.650923339360989
"427","Par85Jou","Faz15Jou",0.650267539348326
"2072","Ara14Eco","Faz15Jou",0.650218242369626
"85","Oka79Reg","Bla03Jou",0.650086967510219
"1425","Soo05Reg","Iye13Eur",0.64888568452305
"603","Alp89Jou","Li_16Wor",0.648414657706696
